idRule,Rule,state
82,"PT08_S1_CO[1478.0-1724.0], PT08_S2_NMHC[730.0-893.0], PT08_S3_NOx[340.0-410.0], NO2_GT[166.0-195.0], PT08_S4_NO2[912.0-2196.0] --> CO_GT[2.9-4.1], NMHC_GT[261.0-341.0], C6H6_GT[18.1-18.1], NOx_GT[332.0-350.0]",Not supported
83,"CO_GT[1.1-1.2], PT08_S1_CO[1694.0-1696.0], C6H6_GT[31.5-49.4], NOx_GT[809.0-811.0], PT08_S3_NOx[2542.0-2683.0], PT08_S4_NO2[1901.0-1921.0] --> NMHC_GT[322.0-481.0], PT08_S2_NMHC[1622.0-1648.0], NO2_GT[80.0-284.0]",Not supported
84,"CO_GT[8.7-9.3], PT08_S1_CO[2040.0-2040.0], NMHC_GT[7.0-27.0], PT08_S2_NMHC[1610.0-1869.0], NO2_GT[240.0-240.0] --> C6H6_GT[47.7-63.7], NOx_GT[51.0-53.0], PT08_S3_NOx[2542.0-2559.0], PT08_S4_NO2[701.0-1221.0]",Not supported
85,"PT08_S1_CO[1917.0-2008.0], NMHC_GT[103.0-103.0], PT08_S2_NMHC[1259.0-1449.0], NOx_GT[678.0-686.0], PT08_S3_NOx[425.0-592.0], NO2_GT[281.0-326.0] --> CO_GT[4.2-4.2], C6H6_GT[50.6-50.8], PT08_S4_NO2[2603.0-2662.0]",Not supported
86,"CO_GT[5.7-6.4], NMHC_GT[124.0-236.0], NOx_GT[311.0-311.0], PT08_S4_NO2[2034.0-2335.0] --> PT08_S1_CO[1342.0-1352.0], C6H6_GT[47.5-63.7], PT08_S2_NMHC[570.0-646.0], PT08_S3_NOx[1738.0-2683.0], NO2_GT[282.0-282.0]",Not supported
87,"PT08_S1_CO[1153.0-1390.0], PT08_S3_NOx[1613.0-1745.0], NO2_GT[225.0-227.0], PT08_S4_NO2[1982.0-2691.0] --> CO_GT[9.5-9.9], NMHC_GT[435.0-1084.0], C6H6_GT[2.3-5.8], PT08_S2_NMHC[1643.0-1869.0], NOx_GT[1155.0-1155.0]",Not supported
88,"CO_GT[1.4-1.6], NMHC_GT[272.0-285.0], C6H6_GT[50.7-50.7], PT08_S2_NMHC[1570.0-1851.0], NO2_GT[209.0-223.0], PT08_S4_NO2[1834.0-1931.0] --> PT08_S1_CO[842.0-899.0], NOx_GT[1186.0-1188.0], PT08_S3_NOx[1803.0-2683.0]",Not supported
89,"NMHC_GT[20.0-122.0], C6H6_GT[49.4-63.7], NOx_GT[112.0-424.0], PT08_S3_NOx[1011.0-1018.0] --> CO_GT[7.3-7.4], PT08_S1_CO[1285.0-1295.0], PT08_S2_NMHC[1636.0-1666.0], NO2_GT[267.0-267.0], PT08_S4_NO2[1189.0-1277.0]",Not supported
90,"CO_GT[1.6-4.8], PT08_S1_CO[1898.0-1898.0], NMHC_GT[36.0-74.0], PT08_S3_NOx[490.0-603.0], PT08_S4_NO2[1548.0-1567.0] --> C6H6_GT[13.9-35.7], PT08_S2_NMHC[496.0-673.0], NOx_GT[606.0-1345.0], NO2_GT[115.0-183.0]",Not supported
91,"CO_GT[1.6-2.4], PT08_S1_CO[1472.0-1875.0], C6H6_GT[7.5-23.6], PT08_S3_NOx[1300.0-1300.0], NO2_GT[282.0-291.0], PT08_S4_NO2[1828.0-1828.0] --> NMHC_GT[706.0-974.0], PT08_S2_NMHC[1754.0-1756.0], NOx_GT[728.0-746.0]",Not supported
92,"PT08_S1_CO[843.0-1393.0], NMHC_GT[157.0-162.0], PT08_S2_NMHC[1544.0-1544.0], NOx_GT[180.0-528.0], NO2_GT[275.0-275.0], PT08_S4_NO2[2319.0-2328.0] --> CO_GT[2.1-3.0], C6H6_GT[6.0-23.2], PT08_S3_NOx[1738.0-1923.0]",Not supported
93,"NMHC_GT[347.0-501.0], PT08_S3_NOx[1900.0-2061.0], PT08_S4_NO2[1638.0-1712.0] --> CO_GT[7.0-7.2], PT08_S1_CO[1258.0-1982.0], C6H6_GT[1.2-2.3], PT08_S2_NMHC[989.0-1211.0], NOx_GT[6.0-39.0], NO2_GT[309.0-326.0]",Not supported
94,"C6H6_GT[32.4-34.3], NOx_GT[343.0-847.0], NO2_GT[65.0-145.0], PT08_S4_NO2[2417.0-2423.0] --> CO_GT[3.2-6.2], PT08_S1_CO[1915.0-1973.0], NMHC_GT[472.0-1189.0], PT08_S2_NMHC[856.0-891.0], PT08_S3_NOx[470.0-521.0]",Not supported
95,"CO_GT[4.3-5.9], NOx_GT[127.0-309.0], NO2_GT[284.0-322.0] --> PT08_S1_CO[900.0-1401.0], NMHC_GT[209.0-209.0], C6H6_GT[11.3-18.3], PT08_S2_NMHC[718.0-757.0], PT08_S3_NOx[1475.0-1479.0], PT08_S4_NO2[909.0-940.0]",Not supported
96,"CO_GT[7.7-10.1], PT08_S1_CO[1486.0-1973.0], NMHC_GT[52.0-270.0], C6H6_GT[50.8-50.8], PT08_S2_NMHC[697.0-1077.0], NOx_GT[601.0-1137.0], PT08_S4_NO2[2182.0-2197.0] --> PT08_S3_NOx[771.0-1699.0], NO2_GT[269.0-272.0]",Not supported
97,"CO_GT[3.6-3.6], PT08_S2_NMHC[1866.0-1877.0], NOx_GT[493.0-1310.0], PT08_S4_NO2[892.0-956.0] --> PT08_S1_CO[713.0-721.0], NMHC_GT[108.0-872.0], C6H6_GT[15.4-15.4], PT08_S3_NOx[492.0-499.0], NO2_GT[30.0-30.0]",Not supported
98,"CO_GT[5.3-6.6], PT08_S2_NMHC[1502.0-1641.0], PT08_S3_NOx[1941.0-2542.0], PT08_S4_NO2[2691.0-2691.0] --> PT08_S1_CO[1093.0-1196.0], NMHC_GT[468.0-599.0], C6H6_GT[9.1-10.7], NOx_GT[426.0-447.0], NO2_GT[115.0-117.0]",Not supported
99,"CO_GT[6.1-9.3], PT08_S1_CO[1956.0-1956.0], NMHC_GT[17.0-63.0], PT08_S2_NMHC[1653.0-1846.0], PT08_S3_NOx[1803.0-2047.0] --> C6H6_GT[35.6-35.8], NOx_GT[580.0-1358.0], NO2_GT[186.0-189.0], PT08_S4_NO2[2413.0-2459.0]",Not supported
100,"CO_GT[1.0-2.2], PT08_S1_CO[1884.0-1884.0], NMHC_GT[19.0-96.0], PT08_S2_NMHC[1805.0-1831.0], NOx_GT[205.0-206.0], PT08_S3_NOx[1460.0-1904.0], NO2_GT[281.0-281.0], PT08_S4_NO2[2047.0-2746.0] --> C6H6_GT[45.0-49.5]",Not supported
101,"CO_GT[5.2-5.4], NMHC_GT[224.0-262.0], C6H6_GT[17.5-18.5], PT08_S4_NO2[2193.0-2691.0] --> PT08_S1_CO[1457.0-1689.0], PT08_S2_NMHC[1519.0-1520.0], NOx_GT[404.0-514.0], PT08_S3_NOx[1604.0-1604.0], NO2_GT[248.0-269.0]",Not supported
102,"CO_GT[7.2-7.7], NMHC_GT[802.0-802.0], NOx_GT[1159.0-1188.0], PT08_S4_NO2[1765.0-1847.0] --> PT08_S1_CO[2040.0-2040.0], C6H6_GT[4.7-17.3], PT08_S2_NMHC[1459.0-1484.0], PT08_S3_NOx[521.0-523.0], NO2_GT[267.0-267.0]",Not supported
103,"CO_GT[3.8-5.4], PT08_S1_CO[1689.0-1908.0], C6H6_GT[3.4-5.7], PT08_S3_NOx[1211.0-2559.0], PT08_S4_NO2[2128.0-2746.0] --> NMHC_GT[388.0-460.0], PT08_S2_NMHC[1492.0-1495.0], NOx_GT[149.0-435.0], NO2_GT[90.0-126.0]",Not supported
104,"CO_GT[3.7-3.7], NMHC_GT[205.0-208.0], NOx_GT[80.0-80.0], NO2_GT[267.0-296.0], PT08_S4_NO2[1753.0-2405.0] --> PT08_S1_CO[2040.0-2040.0], C6H6_GT[17.8-18.5], PT08_S2_NMHC[1897.0-2214.0], PT08_S3_NOx[1489.0-1536.0]",Not supported
105,"CO_GT[8.3-8.3], PT08_S1_CO[2040.0-2040.0], NMHC_GT[60.0-227.0], C6H6_GT[19.8-26.2], PT08_S2_NMHC[492.0-669.0], PT08_S3_NOx[629.0-653.0], NO2_GT[92.0-92.0] --> NOx_GT[488.0-502.0], PT08_S4_NO2[1907.0-2069.0]",Not supported
106,"PT08_S1_CO[1547.0-2040.0], NMHC_GT[235.0-633.0], C6H6_GT[8.1-11.2], NOx_GT[522.0-525.0], PT08_S3_NOx[1423.0-1449.0], NO2_GT[340.0-340.0] --> CO_GT[1.2-1.2], PT08_S2_NMHC[1242.0-1650.0], PT08_S4_NO2[781.0-1308.0]",Not supported
107,"NMHC_GT[349.0-374.0], PT08_S3_NOx[413.0-1075.0] --> CO_GT[7.3-7.6], PT08_S1_CO[1538.0-1569.0], C6H6_GT[4.6-8.4], PT08_S2_NMHC[1669.0-1673.0], NOx_GT[423.0-424.0], NO2_GT[301.0-326.0], PT08_S4_NO2[2060.0-2177.0]",Not supported
108,"CO_GT[4.9-5.3], C6H6_GT[4.0-21.6], PT08_S3_NOx[2327.0-2331.0] --> PT08_S1_CO[786.0-897.0], NMHC_GT[48.0-48.0], PT08_S2_NMHC[1689.0-1711.0], NOx_GT[277.0-277.0], NO2_GT[123.0-146.0], PT08_S4_NO2[1345.0-2092.0]",Not supported
109,"PT08_S1_CO[2040.0-2040.0], NMHC_GT[47.0-73.0], NOx_GT[774.0-1172.0], PT08_S3_NOx[604.0-604.0] --> CO_GT[0.7-1.4], C6H6_GT[33.3-52.1], PT08_S2_NMHC[1536.0-1624.0], NO2_GT[154.0-155.0], PT08_S4_NO2[1822.0-2288.0]",Not supported
110,"PT08_S1_CO[1326.0-1475.0], NMHC_GT[452.0-680.0], C6H6_GT[44.0-63.7], PT08_S3_NOx[1451.0-1678.0], NO2_GT[288.0-288.0], PT08_S4_NO2[2281.0-2460.0] --> CO_GT[5.3-8.0], PT08_S2_NMHC[1706.0-1716.0], NOx_GT[592.0-671.0]",Not supported
111,"CO_GT[9.9-11.9], NMHC_GT[778.0-783.0], C6H6_GT[10.3-24.2], PT08_S3_NOx[2542.0-2542.0], NO2_GT[156.0-173.0], PT08_S4_NO2[2468.0-2641.0] --> PT08_S1_CO[1054.0-1142.0], PT08_S2_NMHC[1511.0-1511.0], NOx_GT[279.0-384.0]",Not supported
112,"PT08_S2_NMHC[825.0-959.0], NOx_GT[188.0-416.0], PT08_S4_NO2[1739.0-1827.0] --> CO_GT[3.6-6.3], PT08_S1_CO[1918.0-1975.0], NMHC_GT[377.0-377.0], C6H6_GT[63.7-63.7], PT08_S3_NOx[692.0-692.0], NO2_GT[44.0-49.0]",Not supported
113,"CO_GT[1.0-2.0], PT08_S2_NMHC[608.0-832.0], PT08_S3_NOx[1473.0-1509.0], NO2_GT[146.0-190.0], PT08_S4_NO2[1803.0-2775.0] --> PT08_S1_CO[800.0-1184.0], NMHC_GT[366.0-435.0], C6H6_GT[8.3-23.8], NOx_GT[392.0-460.0]",Not supported
114,"CO_GT[5.4-5.6], NMHC_GT[245.0-271.0], C6H6_GT[36.5-36.9], PT08_S2_NMHC[934.0-965.0], NOx_GT[358.0-403.0], NO2_GT[285.0-333.0], PT08_S4_NO2[2403.0-2775.0] --> PT08_S1_CO[1009.0-1345.0], PT08_S3_NOx[404.0-458.0]",Not supported
115,"NMHC_GT[386.0-436.0], C6H6_GT[10.5-25.1], NO2_GT[309.0-333.0], PT08_S4_NO2[2404.0-2746.0] --> CO_GT[0.6-0.8], PT08_S1_CO[1706.0-2040.0], PT08_S2_NMHC[1723.0-1731.0], NOx_GT[604.0-638.0], PT08_S3_NOx[1233.0-1822.0]",Not supported
116,"CO_GT[3.8-6.7], PT08_S1_CO[729.0-784.0], C6H6_GT[44.1-44.1], PT08_S2_NMHC[895.0-895.0], PT08_S4_NO2[2464.0-2775.0] --> NMHC_GT[276.0-304.0], NOx_GT[136.0-254.0], PT08_S3_NOx[1001.0-1353.0], NO2_GT[28.0-95.0]",Not supported
117,"NOx_GT[231.0-248.0], PT08_S3_NOx[2331.0-2559.0], NO2_GT[125.0-125.0], PT08_S4_NO2[2572.0-2595.0] --> CO_GT[8.6-9.3], PT08_S1_CO[1361.0-1362.0], NMHC_GT[51.0-228.0], C6H6_GT[25.4-25.4], PT08_S2_NMHC[1465.0-1889.0]",Not supported
118,"CO_GT[3.5-3.8], NMHC_GT[28.0-80.0], NOx_GT[149.0-161.0], NO2_GT[161.0-242.0], PT08_S4_NO2[1949.0-2691.0] --> PT08_S1_CO[1277.0-1321.0], C6H6_GT[3.9-8.7], PT08_S2_NMHC[981.0-991.0], PT08_S3_NOx[1480.0-1539.0]",Not supported
119,"C6H6_GT[4.9-6.3], PT08_S4_NO2[2622.0-2691.0] --> CO_GT[6.6-6.9], PT08_S1_CO[830.0-830.0], NMHC_GT[830.0-836.0], PT08_S2_NMHC[954.0-1024.0], NOx_GT[633.0-756.0], PT08_S3_NOx[1620.0-1643.0], NO2_GT[22.0-35.0]",Not supported
120,"CO_GT[7.8-8.6], PT08_S1_CO[1915.0-1915.0], NMHC_GT[53.0-126.0], C6H6_GT[13.9-17.0], PT08_S3_NOx[503.0-681.0], NO2_GT[220.0-229.0], PT08_S4_NO2[915.0-916.0] --> PT08_S2_NMHC[1637.0-1689.0], NOx_GT[6.0-348.0]",Not supported
121,"PT08_S2_NMHC[578.0-631.0], NOx_GT[374.0-401.0], NO2_GT[275.0-281.0], PT08_S4_NO2[2662.0-2667.0] --> CO_GT[0.7-0.9], PT08_S1_CO[2040.0-2040.0], NMHC_GT[30.0-32.0], C6H6_GT[10.2-13.2], PT08_S3_NOx[1588.0-1803.0]",Not supported
122,"CO_GT[4.6-4.6], NMHC_GT[20.0-232.0], C6H6_GT[36.5-50.7], NOx_GT[874.0-881.0], NO2_GT[326.0-326.0], PT08_S4_NO2[2746.0-2746.0] --> PT08_S1_CO[710.0-1194.0], PT08_S2_NMHC[614.0-1391.0], PT08_S3_NOx[855.0-1476.0]",Not supported
123,"CO_GT[7.0-8.3], C6H6_GT[1.7-1.7], PT08_S3_NOx[756.0-818.0], PT08_S4_NO2[2775.0-2775.0] --> PT08_S1_CO[748.0-754.0], NMHC_GT[501.0-680.0], PT08_S2_NMHC[1455.0-1499.0], NOx_GT[129.0-183.0], NO2_GT[2.0-265.0]",Not supported
124,"CO_GT[4.8-4.8], NMHC_GT[20.0-60.0], PT08_S2_NMHC[1544.0-1701.0], PT08_S3_NOx[2683.0-2683.0], NO2_GT[270.0-270.0], PT08_S4_NO2[2746.0-2775.0] --> PT08_S1_CO[1383.0-1882.0], C6H6_GT[20.8-21.3], NOx_GT[428.0-580.0]",Not supported
125,"PT08_S1_CO[1956.0-1961.0], NMHC_GT[128.0-128.0], C6H6_GT[11.4-12.7], PT08_S2_NMHC[1514.0-1514.0], NOx_GT[339.0-356.0], PT08_S3_NOx[804.0-980.0], NO2_GT[301.0-309.0], PT08_S4_NO2[1245.0-1373.0] --> CO_GT[8.7-9.2]",Not supported
126,"PT08_S1_CO[1882.0-2040.0], NMHC_GT[46.0-143.0], PT08_S2_NMHC[541.0-541.0], PT08_S3_NOx[1054.0-1055.0], PT08_S4_NO2[1308.0-1465.0] --> CO_GT[7.5-8.7], C6H6_GT[18.1-19.2], NOx_GT[77.0-83.0], NO2_GT[301.0-312.0]",Not supported
127,"CO_GT[6.5-6.5], NO2_GT[306.0-326.0], PT08_S4_NO2[1845.0-1873.0] --> PT08_S1_CO[1582.0-1765.0], NMHC_GT[61.0-240.0], C6H6_GT[21.4-47.7], PT08_S2_NMHC[1677.0-2214.0], NOx_GT[487.0-592.0], PT08_S3_NOx[2331.0-2559.0]",Not supported
128,"CO_GT[9.5-9.9], NMHC_GT[114.0-124.0], C6H6_GT[20.6-22.4], PT08_S2_NMHC[445.0-479.0], NOx_GT[143.0-151.0], PT08_S3_NOx[1822.0-2542.0], PT08_S4_NO2[2416.0-2446.0] --> PT08_S1_CO[1043.0-1726.0], NO2_GT[41.0-128.0]",Not supported
129,"CO_GT[5.7-6.8], NMHC_GT[164.0-174.0], PT08_S2_NMHC[1244.0-1326.0], PT08_S4_NO2[2530.0-2679.0] --> PT08_S1_CO[1881.0-2040.0], C6H6_GT[49.4-50.8], NOx_GT[1290.0-1290.0], PT08_S3_NOx[1941.0-2683.0], NO2_GT[39.0-106.0]",Not supported
130,"CO_GT[0.7-4.8], NOx_GT[299.0-1479.0], PT08_S3_NOx[2559.0-2683.0], NO2_GT[28.0-262.0], PT08_S4_NO2[2535.0-2691.0] --> PT08_S1_CO[1433.0-1705.0], NMHC_GT[16.0-17.0], C6H6_GT[8.1-8.2], PT08_S2_NMHC[1461.0-1776.0]",Not supported
131,"PT08_S1_CO[1982.0-2040.0], PT08_S3_NOx[1022.0-1293.0], PT08_S4_NO2[1489.0-2609.0] --> CO_GT[4.9-5.0], NMHC_GT[143.0-155.0], C6H6_GT[35.5-35.6], PT08_S2_NMHC[1690.0-1721.0], NOx_GT[408.0-462.0], NO2_GT[94.0-255.0]",Not supported
132,"PT08_S1_CO[1882.0-2040.0], C6H6_GT[38.4-40.5], NOx_GT[262.0-786.0], PT08_S3_NOx[495.0-704.0], NO2_GT[162.0-162.0] --> CO_GT[4.3-4.5], NMHC_GT[95.0-276.0], PT08_S2_NMHC[1466.0-1851.0], PT08_S4_NO2[1943.0-2397.0]",Not supported
133,"PT08_S1_CO[1493.0-1662.0], C6H6_GT[9.8-12.5], PT08_S3_NOx[1938.0-1938.0], NO2_GT[289.0-309.0], PT08_S4_NO2[2691.0-2691.0] --> CO_GT[1.3-3.2], NMHC_GT[35.0-129.0], PT08_S2_NMHC[1546.0-1588.0], NOx_GT[59.0-460.0]",Not supported
134,"CO_GT[2.7-6.4], NOx_GT[669.0-726.0], PT08_S3_NOx[1441.0-2683.0], PT08_S4_NO2[2691.0-2775.0] --> PT08_S1_CO[1694.0-1802.0], NMHC_GT[1189.0-1189.0], C6H6_GT[28.9-29.5], PT08_S2_NMHC[963.0-1131.0], NO2_GT[159.0-310.0]",Not supported
135,"CO_GT[2.8-2.8], NMHC_GT[685.0-692.0], NOx_GT[83.0-179.0], PT08_S3_NOx[1664.0-1923.0], PT08_S4_NO2[2409.0-2667.0] --> PT08_S1_CO[1310.0-1358.0], C6H6_GT[30.2-39.3], PT08_S2_NMHC[753.0-755.0], NO2_GT[296.0-296.0]",Not supported
136,"CO_GT[2.0-2.9], PT08_S1_CO[1496.0-1509.0], C6H6_GT[18.1-43.7], PT08_S3_NOx[476.0-477.0], NO2_GT[270.0-278.0], PT08_S4_NO2[2746.0-2746.0] --> NMHC_GT[588.0-597.0], PT08_S2_NMHC[1871.0-2007.0], NOx_GT[1310.0-1479.0]",Not supported
137,"PT08_S1_CO[1013.0-1657.0], NMHC_GT[57.0-61.0], NOx_GT[618.0-1120.0], PT08_S3_NOx[1418.0-1418.0], NO2_GT[151.0-312.0] --> CO_GT[0.8-3.4], C6H6_GT[15.8-21.9], PT08_S2_NMHC[1186.0-1610.0], PT08_S4_NO2[699.0-1614.0]",Not supported
138,"CO_GT[0.1-1.1], NMHC_GT[45.0-45.0], C6H6_GT[13.1-13.6], PT08_S2_NMHC[1166.0-1186.0], NOx_GT[401.0-427.0], PT08_S4_NO2[2423.0-2746.0] --> PT08_S1_CO[1547.0-1547.0], PT08_S3_NOx[1442.0-1450.0], NO2_GT[340.0-340.0]",Not supported
139,"CO_GT[1.5-1.5], PT08_S1_CO[1934.0-2040.0], PT08_S2_NMHC[611.0-1018.0], NOx_GT[1189.0-1195.0] --> NMHC_GT[184.0-184.0], C6H6_GT[26.4-33.7], PT08_S3_NOx[1586.0-1586.0], NO2_GT[164.0-164.0], PT08_S4_NO2[1713.0-1756.0]",Not supported
140,"NOx_GT[671.0-759.0], PT08_S3_NOx[488.0-917.0], NO2_GT[340.0-340.0], PT08_S4_NO2[2058.0-2486.0] --> CO_GT[1.3-1.8], PT08_S1_CO[1447.0-1447.0], NMHC_GT[26.0-29.0], C6H6_GT[10.8-11.1], PT08_S2_NMHC[1484.0-1597.0]",Not supported
141,"NMHC_GT[111.0-118.0], NOx_GT[679.0-792.0], PT08_S4_NO2[2555.0-2612.0] --> CO_GT[7.4-7.6], PT08_S1_CO[669.0-870.0], C6H6_GT[10.2-11.5], PT08_S2_NMHC[1622.0-1862.0], PT08_S3_NOx[1525.0-1579.0], NO2_GT[282.0-283.0]",Not supported
142,"CO_GT[0.6-1.6], NMHC_GT[118.0-118.0], NOx_GT[712.0-867.0], PT08_S3_NOx[704.0-710.0], NO2_GT[90.0-190.0], PT08_S4_NO2[2118.0-2125.0] --> PT08_S1_CO[1277.0-1278.0], C6H6_GT[1.1-2.0], PT08_S2_NMHC[770.0-799.0]",Not supported
143,"CO_GT[5.4-5.6], NMHC_GT[148.0-284.0], PT08_S2_NMHC[723.0-1417.0], NOx_GT[198.0-226.0], NO2_GT[306.0-312.0] --> PT08_S1_CO[1521.0-1982.0], C6H6_GT[8.3-8.4], PT08_S3_NOx[1757.0-1757.0], PT08_S4_NO2[798.0-957.0]",Not supported
144,"PT08_S1_CO[1034.0-1074.0], C6H6_GT[38.9-44.0], NO2_GT[283.0-306.0], PT08_S4_NO2[2044.0-2256.0] --> CO_GT[0.8-3.3], NMHC_GT[798.0-798.0], PT08_S2_NMHC[1689.0-1831.0], NOx_GT[661.0-736.0], PT08_S3_NOx[676.0-1369.0]",Not supported
145,"PT08_S1_CO[1898.0-2040.0], C6H6_GT[9.8-22.6], NO2_GT[168.0-173.0], PT08_S4_NO2[2535.0-2545.0] --> CO_GT[6.5-7.5], NMHC_GT[312.0-449.0], PT08_S2_NMHC[1488.0-1500.0], NOx_GT[606.0-1099.0], PT08_S3_NOx[943.0-1008.0]",Not supported
146,"CO_GT[1.5-1.6], NMHC_GT[220.0-252.0], NOx_GT[143.0-190.0], NO2_GT[214.0-239.0], PT08_S4_NO2[2460.0-2485.0] --> PT08_S1_CO[990.0-1052.0], C6H6_GT[47.7-63.7], PT08_S2_NMHC[1889.0-1890.0], PT08_S3_NOx[514.0-772.0]",Not supported
147,"CO_GT[7.4-8.7], PT08_S1_CO[2040.0-2040.0], NMHC_GT[47.0-161.0], C6H6_GT[8.7-8.8], PT08_S2_NMHC[1631.0-1669.0], NO2_GT[90.0-203.0] --> NOx_GT[172.0-215.0], PT08_S3_NOx[2683.0-2683.0], PT08_S4_NO2[642.0-1585.0]",Not supported
148,"PT08_S1_CO[1895.0-1895.0], NMHC_GT[100.0-299.0], C6H6_GT[43.7-49.4], PT08_S3_NOx[832.0-1007.0], NO2_GT[125.0-238.0], PT08_S4_NO2[1067.0-1360.0] --> CO_GT[5.0-5.2], PT08_S2_NMHC[916.0-917.0], NOx_GT[186.0-478.0]",Not supported
149,"C6H6_GT[29.1-29.2], NOx_GT[600.0-639.0], PT08_S3_NOx[1387.0-2327.0], NO2_GT[310.0-322.0], PT08_S4_NO2[2390.0-2775.0] --> CO_GT[2.9-5.5], PT08_S1_CO[1274.0-1320.0], NMHC_GT[304.0-304.0], PT08_S2_NMHC[1831.0-2214.0]",Not supported
150,"CO_GT[6.9-6.9], PT08_S1_CO[1882.0-1884.0], PT08_S2_NMHC[924.0-932.0], PT08_S3_NOx[1745.0-2683.0], NO2_GT[270.0-340.0], PT08_S4_NO2[1979.0-2423.0] --> NMHC_GT[832.0-872.0], C6H6_GT[32.9-38.0], NOx_GT[202.0-206.0]",Not supported
151,"CO_GT[6.9-9.3], PT08_S1_CO[1918.0-1961.0], NMHC_GT[122.0-124.0], C6H6_GT[21.3-21.8], PT08_S2_NMHC[1649.0-2214.0], PT08_S3_NOx[1716.0-2683.0] --> NOx_GT[555.0-636.0], NO2_GT[136.0-147.0], PT08_S4_NO2[1966.0-2775.0]",Not supported
152,"CO_GT[7.8-7.8], NMHC_GT[114.0-168.0], C6H6_GT[63.7-63.7], PT08_S2_NMHC[1531.0-1935.0], NOx_GT[87.0-492.0], NO2_GT[88.0-211.0] --> PT08_S1_CO[2040.0-2040.0], PT08_S3_NOx[791.0-1294.0], PT08_S4_NO2[2775.0-2775.0]",Not supported
153,"CO_GT[8.6-9.2], C6H6_GT[0.4-5.2], PT08_S4_NO2[1772.0-2005.0] --> PT08_S1_CO[1501.0-1693.0], NMHC_GT[506.0-516.0], PT08_S2_NMHC[1473.0-1831.0], NOx_GT[175.0-180.0], PT08_S3_NOx[869.0-1061.0], NO2_GT[158.0-160.0]",Not supported
154,"CO_GT[6.7-9.9], NMHC_GT[655.0-1129.0], PT08_S2_NMHC[1334.0-1397.0], PT08_S4_NO2[642.0-698.0] --> PT08_S1_CO[2040.0-2040.0], C6H6_GT[28.0-44.7], NOx_GT[661.0-1071.0], PT08_S3_NOx[1773.0-2683.0], NO2_GT[113.0-120.0]",Not supported
155,"PT08_S2_NMHC[772.0-1377.0], NOx_GT[295.0-639.0], NO2_GT[73.0-119.0], PT08_S4_NO2[2612.0-2691.0] --> CO_GT[6.9-8.5], PT08_S1_CO[2040.0-2040.0], NMHC_GT[7.0-9.0], C6H6_GT[30.2-35.2], PT08_S3_NOx[606.0-606.0]",Not supported
156,"CO_GT[8.5-8.5], NMHC_GT[438.0-651.0], PT08_S2_NMHC[901.0-978.0], PT08_S3_NOx[1326.0-1517.0], NO2_GT[291.0-322.0] --> PT08_S1_CO[801.0-801.0], C6H6_GT[11.7-13.1], NOx_GT[262.0-304.0], PT08_S4_NO2[1345.0-1409.0]",Not supported
157,"NMHC_GT[23.0-272.0], PT08_S2_NMHC[1897.0-2214.0], NOx_GT[16.0-236.0], PT08_S3_NOx[1434.0-1452.0], PT08_S4_NO2[1872.0-2691.0] --> CO_GT[10.1-10.1], PT08_S1_CO[1606.0-1712.0], C6H6_GT[14.0-14.0], NO2_GT[143.0-177.0]",Not supported
158,"PT08_S2_NMHC[399.0-477.0], NOx_GT[337.0-510.0], PT08_S3_NOx[1580.0-1745.0], NO2_GT[282.0-289.0] --> CO_GT[6.0-6.0], PT08_S1_CO[760.0-761.0], NMHC_GT[759.0-759.0], C6H6_GT[18.6-19.2], PT08_S4_NO2[1561.0-2567.0]",Not supported
159,"CO_GT[8.4-9.2], NMHC_GT[17.0-181.0], C6H6_GT[50.7-63.7], PT08_S2_NMHC[1582.0-1599.0], NOx_GT[42.0-331.0], PT08_S4_NO2[1164.0-1722.0] --> PT08_S1_CO[1918.0-1973.0], PT08_S3_NOx[1286.0-1286.0], NO2_GT[141.0-250.0]",Not supported
160,"NMHC_GT[156.0-162.0], PT08_S2_NMHC[853.0-906.0], NOx_GT[61.0-324.0], PT08_S3_NOx[391.0-685.0], PT08_S4_NO2[1893.0-1897.0] --> CO_GT[6.5-6.9], PT08_S1_CO[2040.0-2040.0], C6H6_GT[15.1-16.4], NO2_GT[174.0-178.0]",Not supported
161,"NMHC_GT[242.0-278.0], PT08_S2_NMHC[1530.0-1619.0] --> CO_GT[2.1-4.7], PT08_S1_CO[1442.0-1961.0], C6H6_GT[13.5-18.9], NOx_GT[582.0-613.0], PT08_S3_NOx[1421.0-2327.0], NO2_GT[267.0-284.0], PT08_S4_NO2[1492.0-2665.0]",Not supported
162,"PT08_S1_CO[2008.0-2040.0], NMHC_GT[220.0-220.0], PT08_S2_NMHC[1577.0-1582.0], PT08_S3_NOx[1105.0-1105.0], NO2_GT[175.0-175.0] --> CO_GT[1.1-1.5], C6H6_GT[32.0-35.4], NOx_GT[236.0-259.0], PT08_S4_NO2[1250.0-1473.0]",Not supported
163,"CO_GT[1.9-3.0], NMHC_GT[76.0-82.0], C6H6_GT[17.7-17.9], PT08_S2_NMHC[429.0-1392.0], PT08_S4_NO2[2089.0-2178.0] --> PT08_S1_CO[731.0-732.0], NOx_GT[285.0-771.0], PT08_S3_NOx[1421.0-1677.0], NO2_GT[333.0-340.0]",Not supported
