,idRule_G,idRule_g,Rule_G,state_G,Rule_g,state_g
362,417,111,"C6H6_GT[0.1-25.5], PT08_S2_NMHC[1451.0-2214.0] --> CO_GT[6.5-11.9]",Not supported,C6H6_GT[0.1-15.1] --> CO_GT[3.3-11.9],Not supported
363,461,111,C6H6_GT[0.1-25.5] --> CO_GT[6.8-11.9],Not supported,C6H6_GT[0.1-15.1] --> CO_GT[3.3-11.9],Not supported
364,285,111,"NMHC_GT[306.0-1189.0], C6H6_GT[0.1-25.5] --> CO_GT[3.3-11.9]",Not supported,C6H6_GT[0.1-15.1] --> CO_GT[3.3-11.9],Not supported
365,345,111,"C6H6_GT[0.1-15.9], PT08_S2_NMHC[1569.0-2214.0], PT08_S4_NO2[1463.0-2775.0] --> CO_GT[3.8-11.9]",Not supported,C6H6_GT[0.1-15.1] --> CO_GT[3.3-11.9],Not supported
366,470,111,"C6H6_GT[0.1-19.9], PT08_S2_NMHC[1627.0-2214.0], PT08_S4_NO2[1699.0-2775.0] --> CO_GT[5.3-11.9]",Not supported,C6H6_GT[0.1-15.1] --> CO_GT[3.3-11.9],Not supported
367,157,73,C6H6_GT[0.1-24.7] --> CO_GT[8.1-11.9],Not supported,C6H6_GT[0.1-21.5] --> CO_GT[6.5-11.9],Not supported
368,332,73,C6H6_GT[0.1-24.7] --> CO_GT[6.5-11.9],Not supported,C6H6_GT[0.1-21.5] --> CO_GT[6.5-11.9],Not supported
369,364,73,C6H6_GT[0.1-25.5] --> CO_GT[7.7-11.9],Not supported,C6H6_GT[0.1-21.5] --> CO_GT[6.5-11.9],Not supported
370,417,73,"C6H6_GT[0.1-25.5], PT08_S2_NMHC[1451.0-2214.0] --> CO_GT[6.5-11.9]",Not supported,C6H6_GT[0.1-21.5] --> CO_GT[6.5-11.9],Not supported
371,461,73,C6H6_GT[0.1-25.5] --> CO_GT[6.8-11.9],Not supported,C6H6_GT[0.1-21.5] --> CO_GT[6.5-11.9],Not supported
372,157,332,C6H6_GT[0.1-24.7] --> CO_GT[8.1-11.9],Not supported,C6H6_GT[0.1-24.7] --> CO_GT[6.5-11.9],Not supported
373,364,332,C6H6_GT[0.1-25.5] --> CO_GT[7.7-11.9],Not supported,C6H6_GT[0.1-24.7] --> CO_GT[6.5-11.9],Not supported
374,417,332,"C6H6_GT[0.1-25.5], PT08_S2_NMHC[1451.0-2214.0] --> CO_GT[6.5-11.9]",Not supported,C6H6_GT[0.1-24.7] --> CO_GT[6.5-11.9],Not supported
375,461,332,C6H6_GT[0.1-25.5] --> CO_GT[6.8-11.9],Not supported,C6H6_GT[0.1-24.7] --> CO_GT[6.5-11.9],Not supported
376,364,461,C6H6_GT[0.1-25.5] --> CO_GT[7.7-11.9],Not supported,C6H6_GT[0.1-25.5] --> CO_GT[6.8-11.9],Not supported
377,54,11,"NMHC_GT[306.0-1189.0], C6H6_GT[0.1-15.1], PT08_S4_NO2[551.0-1285.0] --> NOx_GT[260.0-1479.0]",Not supported,"NMHC_GT[306.0-1189.0], C6H6_GT[0.1-15.1], PT08_S4_NO2[551.0-1028.0] --> NOx_GT[260.0-1479.0]",Not supported
378,72,11,"NMHC_GT[306.0-1189.0], C6H6_GT[0.1-21.5], PT08_S4_NO2[551.0-1669.0] --> NOx_GT[388.0-1479.0]",Not supported,"NMHC_GT[306.0-1189.0], C6H6_GT[0.1-15.1], PT08_S4_NO2[551.0-1028.0] --> NOx_GT[260.0-1479.0]",Not supported
379,54,16,"NMHC_GT[306.0-1189.0], C6H6_GT[0.1-15.1], PT08_S4_NO2[551.0-1285.0] --> NOx_GT[260.0-1479.0]",Not supported,"NMHC_GT[306.0-1189.0], C6H6_GT[0.1-8.7], PT08_S4_NO2[551.0-1060.0] --> NOx_GT[260.0-1479.0]",Not supported
380,72,16,"NMHC_GT[306.0-1189.0], C6H6_GT[0.1-21.5], PT08_S4_NO2[551.0-1669.0] --> NOx_GT[388.0-1479.0]",Not supported,"NMHC_GT[306.0-1189.0], C6H6_GT[0.1-8.7], PT08_S4_NO2[551.0-1060.0] --> NOx_GT[260.0-1479.0]",Not supported
381,72,54,"NMHC_GT[306.0-1189.0], C6H6_GT[0.1-21.5], PT08_S4_NO2[551.0-1669.0] --> NOx_GT[388.0-1479.0]",Not supported,"NMHC_GT[306.0-1189.0], C6H6_GT[0.1-15.1], PT08_S4_NO2[551.0-1285.0] --> NOx_GT[260.0-1479.0]",Not supported
382,72,146,"NMHC_GT[306.0-1189.0], C6H6_GT[0.1-21.5], PT08_S4_NO2[551.0-1669.0] --> NOx_GT[388.0-1479.0]",Not supported,"NMHC_GT[468.0-1189.0], C6H6_GT[0.1-18.3], PT08_S4_NO2[551.0-1349.0] --> NOx_GT[260.0-1479.0]",Not supported
383,299,146,"NMHC_GT[446.0-1189.0], C6H6_GT[0.1-24.8], PT08_S4_NO2[551.0-1691.0] --> NOx_GT[302.0-1479.0]",Not supported,"NMHC_GT[468.0-1189.0], C6H6_GT[0.1-18.3], PT08_S4_NO2[551.0-1349.0] --> NOx_GT[260.0-1479.0]",Not supported
384,395,12,"PT08_S2_NMHC[383.0-1421.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[802.0-1189.0]",Not supported,"PT08_S2_NMHC[383.0-596.0], PT08_S4_NO2[2185.0-2775.0] --> NMHC_GT[658.0-1189.0]",Not supported
385,395,23,"PT08_S2_NMHC[383.0-1421.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[802.0-1189.0]",Not supported,"PT08_S2_NMHC[383.0-1060.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[589.0-1189.0]",Not supported
386,395,31,"PT08_S2_NMHC[383.0-1421.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[802.0-1189.0]",Not supported,"PT08_S2_NMHC[383.0-1156.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[306.0-1189.0]",Not supported
387,34,31,"PT08_S2_NMHC[383.0-1413.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[456.0-1189.0]",Not supported,"PT08_S2_NMHC[383.0-1156.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[306.0-1189.0]",Not supported
388,395,34,"PT08_S2_NMHC[383.0-1421.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[802.0-1189.0]",Not supported,"PT08_S2_NMHC[383.0-1413.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[456.0-1189.0]",Not supported
389,395,74,"PT08_S2_NMHC[383.0-1421.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[802.0-1189.0]",Not supported,"PT08_S2_NMHC[383.0-1156.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[143.0-1189.0]",Not supported
390,34,74,"PT08_S2_NMHC[383.0-1413.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[456.0-1189.0]",Not supported,"PT08_S2_NMHC[383.0-1156.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[143.0-1189.0]",Not supported
391,31,74,"PT08_S2_NMHC[383.0-1156.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[306.0-1189.0]",Not supported,"PT08_S2_NMHC[383.0-1156.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[143.0-1189.0]",Not supported
392,142,74,"PT08_S2_NMHC[383.0-1413.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[143.0-1189.0]",Not supported,"PT08_S2_NMHC[383.0-1156.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[143.0-1189.0]",Not supported
393,395,106,"PT08_S2_NMHC[383.0-1421.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[802.0-1189.0]",Not supported,"PT08_S2_NMHC[383.0-1301.0], PT08_S4_NO2[2397.0-2775.0] --> NMHC_GT[296.0-1189.0]",Not supported
394,34,106,"PT08_S2_NMHC[383.0-1413.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[456.0-1189.0]",Not supported,"PT08_S2_NMHC[383.0-1301.0], PT08_S4_NO2[2397.0-2775.0] --> NMHC_GT[296.0-1189.0]",Not supported
395,236,106,"PT08_S2_NMHC[383.0-1446.0], PT08_S4_NO2[2025.0-2775.0] --> NMHC_GT[325.0-1189.0]",Not supported,"PT08_S2_NMHC[383.0-1301.0], PT08_S4_NO2[2397.0-2775.0] --> NMHC_GT[296.0-1189.0]",Not supported
396,324,106,"PT08_S2_NMHC[383.0-1446.0], PT08_S4_NO2[1889.0-2775.0] --> NMHC_GT[468.0-1189.0]",Not supported,"PT08_S2_NMHC[383.0-1301.0], PT08_S4_NO2[2397.0-2775.0] --> NMHC_GT[296.0-1189.0]",Not supported
397,377,106,"PT08_S2_NMHC[383.0-1446.0], PT08_S4_NO2[2163.0-2775.0] --> NMHC_GT[296.0-1189.0]",Not supported,"PT08_S2_NMHC[383.0-1301.0], PT08_S4_NO2[2397.0-2775.0] --> NMHC_GT[296.0-1189.0]",Not supported
398,447,106,"PT08_S2_NMHC[383.0-1446.0], PT08_S4_NO2[1942.0-2775.0] --> NMHC_GT[347.0-1189.0]",Not supported,"PT08_S2_NMHC[383.0-1301.0], PT08_S4_NO2[2397.0-2775.0] --> NMHC_GT[296.0-1189.0]",Not supported
399,395,142,"PT08_S2_NMHC[383.0-1421.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[802.0-1189.0]",Not supported,"PT08_S2_NMHC[383.0-1413.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[143.0-1189.0]",Not supported
400,34,142,"PT08_S2_NMHC[383.0-1413.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[456.0-1189.0]",Not supported,"PT08_S2_NMHC[383.0-1413.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[143.0-1189.0]",Not supported
401,33,13,"NMHC_GT[306.0-1189.0], C6H6_GT[0.1-18.3] --> PT08_S3_NOx[322.0-553.0]",Not supported,C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-553.0],Not supported
402,36,13,"C6H6_GT[0.1-21.5], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-553.0]",Not supported,C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-553.0],Not supported
403,68,13,"NMHC_GT[306.0-1189.0], C6H6_GT[0.1-21.5] --> PT08_S3_NOx[322.0-553.0]",Not supported,C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-553.0],Not supported
404,92,13,"C6H6_GT[0.1-24.7], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-553.0]",Not supported,C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-553.0],Not supported
405,145,13,"C6H6_GT[0.1-18.3], PT08_S2_NMHC[383.0-900.0] --> PT08_S3_NOx[322.0-553.0]",Not supported,C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-553.0],Not supported
406,164,13,"PT08_S1_CO[647.0-698.0], NMHC_GT[306.0-1189.0], C6H6_GT[0.1-24.7] --> PT08_S3_NOx[322.0-553.0]",Not supported,C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-553.0],Not supported
407,33,410,"NMHC_GT[306.0-1189.0], C6H6_GT[0.1-18.3] --> PT08_S3_NOx[322.0-553.0]",Not supported,C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-809.0],Not confident
408,36,410,"C6H6_GT[0.1-21.5], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-553.0]",Not supported,C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-809.0],Not confident
409,68,410,"NMHC_GT[306.0-1189.0], C6H6_GT[0.1-21.5] --> PT08_S3_NOx[322.0-553.0]",Not supported,C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-809.0],Not confident
410,92,410,"C6H6_GT[0.1-24.7], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-553.0]",Not supported,C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-809.0],Not confident
411,145,410,"C6H6_GT[0.1-18.3], PT08_S2_NMHC[383.0-900.0] --> PT08_S3_NOx[322.0-553.0]",Not supported,C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-809.0],Not confident
412,164,410,"PT08_S1_CO[647.0-698.0], NMHC_GT[306.0-1189.0], C6H6_GT[0.1-24.7] --> PT08_S3_NOx[322.0-553.0]",Not supported,C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-809.0],Not confident
413,219,410,"NMHC_GT[658.0-1189.0], C6H6_GT[0.1-24.7] --> PT08_S3_NOx[322.0-681.0]",Not supported,C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-809.0],Not confident
414,245,410,"NMHC_GT[559.0-1189.0], C6H6_GT[0.1-25.5] --> PT08_S3_NOx[322.0-809.0]",Not supported,C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-809.0],Not confident
415,162,410,"C6H6_GT[0.1-24.7], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-809.0]",Not supported,C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-809.0],Not confident
416,347,410,"C6H6_GT[0.1-20.7], PT08_S2_NMHC[383.0-645.0] --> PT08_S3_NOx[322.0-569.0]",Not supported,C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-809.0],Not confident
417,349,410,"C6H6_GT[0.1-21.5], PT08_S2_NMHC[383.0-900.0] --> PT08_S3_NOx[322.0-809.0]",Not confident,C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-809.0],Not confident
418,13,410,C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-553.0],Not supported,C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-809.0],Not confident
419,458,410,"C6H6_GT[0.1-18.3], PT08_S4_NO2[551.0-759.0] --> PT08_S3_NOx[322.0-809.0]",Not supported,C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-809.0],Not confident
420,36,112,"C6H6_GT[0.1-21.5], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-553.0]",Not supported,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-445.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
421,92,112,"C6H6_GT[0.1-24.7], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-553.0]",Not supported,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-445.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
422,145,112,"C6H6_GT[0.1-18.3], PT08_S2_NMHC[383.0-900.0] --> PT08_S3_NOx[322.0-553.0]",Not supported,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-445.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
423,150,112,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-516.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-445.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
424,162,112,"C6H6_GT[0.1-24.7], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-809.0]",Not supported,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-445.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
425,172,112,"C6H6_GT[0.1-21.5], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-445.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
426,306,112,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-836.0] --> PT08_S3_NOx[322.0-1065.0]",Not confident,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-445.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
427,347,112,"C6H6_GT[0.1-20.7], PT08_S2_NMHC[383.0-645.0] --> PT08_S3_NOx[322.0-569.0]",Not supported,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-445.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
428,349,112,"C6H6_GT[0.1-21.5], PT08_S2_NMHC[383.0-900.0] --> PT08_S3_NOx[322.0-809.0]",Not confident,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-445.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
429,397,112,"C6H6_GT[0.1-24.7], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-445.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
430,419,112,"C6H6_GT[0.1-21.5], PT08_S2_NMHC[383.0-900.0] --> PT08_S3_NOx[322.0-1065.0]",Not confident,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-445.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
431,432,112,"C6H6_GT[0.1-22.9], PT08_S2_NMHC[383.0-900.0], NO2_GT[190.0-340.0] --> PT08_S3_NOx[322.0-841.0]",Not supported,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-445.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
432,494,112,"PT08_S1_CO[647.0-1447.0], NMHC_GT[7.0-220.0], C6H6_GT[0.1-25.3], PT08_S2_NMHC[383.0-932.0], PT08_S4_NO2[551.0-1317.0] --> PT08_S3_NOx[322.0-969.0]",Not supported,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-445.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
433,495,112,"C6H6_GT[0.1-24.7], PT08_S2_NMHC[383.0-900.0] --> PT08_S3_NOx[322.0-1065.0]",Not confident,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-445.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
434,36,150,"C6H6_GT[0.1-21.5], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-553.0]",Not supported,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-516.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
435,92,150,"C6H6_GT[0.1-24.7], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-553.0]",Not supported,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-516.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
436,145,150,"C6H6_GT[0.1-18.3], PT08_S2_NMHC[383.0-900.0] --> PT08_S3_NOx[322.0-553.0]",Not supported,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-516.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
437,162,150,"C6H6_GT[0.1-24.7], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-809.0]",Not supported,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-516.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
438,172,150,"C6H6_GT[0.1-21.5], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-516.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
439,306,150,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-836.0] --> PT08_S3_NOx[322.0-1065.0]",Not confident,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-516.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
440,347,150,"C6H6_GT[0.1-20.7], PT08_S2_NMHC[383.0-645.0] --> PT08_S3_NOx[322.0-569.0]",Not supported,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-516.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
441,349,150,"C6H6_GT[0.1-21.5], PT08_S2_NMHC[383.0-900.0] --> PT08_S3_NOx[322.0-809.0]",Not confident,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-516.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
442,397,150,"C6H6_GT[0.1-24.7], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-516.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
443,419,150,"C6H6_GT[0.1-21.5], PT08_S2_NMHC[383.0-900.0] --> PT08_S3_NOx[322.0-1065.0]",Not confident,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-516.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
444,432,150,"C6H6_GT[0.1-22.9], PT08_S2_NMHC[383.0-900.0], NO2_GT[190.0-340.0] --> PT08_S3_NOx[322.0-841.0]",Not supported,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-516.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
445,494,150,"PT08_S1_CO[647.0-1447.0], NMHC_GT[7.0-220.0], C6H6_GT[0.1-25.3], PT08_S2_NMHC[383.0-932.0], PT08_S4_NO2[551.0-1317.0] --> PT08_S3_NOx[322.0-969.0]",Not supported,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-516.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
446,495,150,"C6H6_GT[0.1-24.7], PT08_S2_NMHC[383.0-900.0] --> PT08_S3_NOx[322.0-1065.0]",Not confident,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-516.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
447,36,172,"C6H6_GT[0.1-21.5], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-553.0]",Not supported,"C6H6_GT[0.1-21.5], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
448,92,172,"C6H6_GT[0.1-24.7], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-553.0]",Not supported,"C6H6_GT[0.1-21.5], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
449,162,172,"C6H6_GT[0.1-24.7], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-809.0]",Not supported,"C6H6_GT[0.1-21.5], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
450,349,172,"C6H6_GT[0.1-21.5], PT08_S2_NMHC[383.0-900.0] --> PT08_S3_NOx[322.0-809.0]",Not confident,"C6H6_GT[0.1-21.5], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
451,397,172,"C6H6_GT[0.1-24.7], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported,"C6H6_GT[0.1-21.5], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
452,419,172,"C6H6_GT[0.1-21.5], PT08_S2_NMHC[383.0-900.0] --> PT08_S3_NOx[322.0-1065.0]",Not confident,"C6H6_GT[0.1-21.5], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
453,432,172,"C6H6_GT[0.1-22.9], PT08_S2_NMHC[383.0-900.0], NO2_GT[190.0-340.0] --> PT08_S3_NOx[322.0-841.0]",Not supported,"C6H6_GT[0.1-21.5], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
454,494,172,"PT08_S1_CO[647.0-1447.0], NMHC_GT[7.0-220.0], C6H6_GT[0.1-25.3], PT08_S2_NMHC[383.0-932.0], PT08_S4_NO2[551.0-1317.0] --> PT08_S3_NOx[322.0-969.0]",Not supported,"C6H6_GT[0.1-21.5], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
455,495,172,"C6H6_GT[0.1-24.7], PT08_S2_NMHC[383.0-900.0] --> PT08_S3_NOx[322.0-1065.0]",Not confident,"C6H6_GT[0.1-21.5], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported
456,36,252,"C6H6_GT[0.1-21.5], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-553.0]",Not supported,"C6H6_GT[0.1-16.3], PT08_S2_NMHC[383.0-516.0] --> PT08_S3_NOx[322.0-1329.0]",Not supported
457,92,252,"C6H6_GT[0.1-24.7], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-553.0]",Not supported,"C6H6_GT[0.1-16.3], PT08_S2_NMHC[383.0-516.0] --> PT08_S3_NOx[322.0-1329.0]",Not supported
458,145,252,"C6H6_GT[0.1-18.3], PT08_S2_NMHC[383.0-900.0] --> PT08_S3_NOx[322.0-553.0]",Not supported,"C6H6_GT[0.1-16.3], PT08_S2_NMHC[383.0-516.0] --> PT08_S3_NOx[322.0-1329.0]",Not supported
459,162,252,"C6H6_GT[0.1-24.7], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-809.0]",Not supported,"C6H6_GT[0.1-16.3], PT08_S2_NMHC[383.0-516.0] --> PT08_S3_NOx[322.0-1329.0]",Not supported
460,172,252,"C6H6_GT[0.1-21.5], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported,"C6H6_GT[0.1-16.3], PT08_S2_NMHC[383.0-516.0] --> PT08_S3_NOx[322.0-1329.0]",Not supported
461,347,252,"C6H6_GT[0.1-20.7], PT08_S2_NMHC[383.0-645.0] --> PT08_S3_NOx[322.0-569.0]",Not supported,"C6H6_GT[0.1-16.3], PT08_S2_NMHC[383.0-516.0] --> PT08_S3_NOx[322.0-1329.0]",Not supported
462,349,252,"C6H6_GT[0.1-21.5], PT08_S2_NMHC[383.0-900.0] --> PT08_S3_NOx[322.0-809.0]",Not confident,"C6H6_GT[0.1-16.3], PT08_S2_NMHC[383.0-516.0] --> PT08_S3_NOx[322.0-1329.0]",Not supported
463,397,252,"C6H6_GT[0.1-24.7], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-1065.0]",Not supported,"C6H6_GT[0.1-16.3], PT08_S2_NMHC[383.0-516.0] --> PT08_S3_NOx[322.0-1329.0]",Not supported
464,419,252,"C6H6_GT[0.1-21.5], PT08_S2_NMHC[383.0-900.0] --> PT08_S3_NOx[322.0-1065.0]",Not confident,"C6H6_GT[0.1-16.3], PT08_S2_NMHC[383.0-516.0] --> PT08_S3_NOx[322.0-1329.0]",Not supported
465,432,252,"C6H6_GT[0.1-22.9], PT08_S2_NMHC[383.0-900.0], NO2_GT[190.0-340.0] --> PT08_S3_NOx[322.0-841.0]",Not supported,"C6H6_GT[0.1-16.3], PT08_S2_NMHC[383.0-516.0] --> PT08_S3_NOx[322.0-1329.0]",Not supported
466,494,252,"PT08_S1_CO[647.0-1447.0], NMHC_GT[7.0-220.0], C6H6_GT[0.1-25.3], PT08_S2_NMHC[383.0-932.0], PT08_S4_NO2[551.0-1317.0] --> PT08_S3_NOx[322.0-969.0]",Not supported,"C6H6_GT[0.1-16.3], PT08_S2_NMHC[383.0-516.0] --> PT08_S3_NOx[322.0-1329.0]",Not supported
467,495,252,"C6H6_GT[0.1-24.7], PT08_S2_NMHC[383.0-900.0] --> PT08_S3_NOx[322.0-1065.0]",Not confident,"C6H6_GT[0.1-16.3], PT08_S2_NMHC[383.0-516.0] --> PT08_S3_NOx[322.0-1329.0]",Not supported
468,391,252,"C6H6_GT[0.1-21.5], PT08_S2_NMHC[383.0-644.0] --> PT08_S3_NOx[322.0-1097.0]",Not supported,"C6H6_GT[0.1-16.3], PT08_S2_NMHC[383.0-516.0] --> PT08_S3_NOx[322.0-1329.0]",Not supported
