idRule,Rule,state
186,"PT08_S1_CO[647.0-1479.0], C6H6_GT[12.9-63.7] --> PT08_S4_NO2[1731.0-2775.0]",Not confident
187,"PT08_S1_CO[647.0-1479.0], NMHC_GT[7.0-193.0], PT08_S3_NOx[322.0-1065.0] --> NO2_GT[267.0-340.0]",Not supported
188,"PT08_S2_NMHC[383.0-900.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S3_NOx[1420.0-2683.0]",Not supported
189,"CO_GT[0.1-3.2], NO2_GT[134.0-340.0], PT08_S4_NO2[1731.0-2775.0] --> NOx_GT[2.0-416.0], PT08_S3_NOx[322.0-553.0]",Not supported
190,"NOx_GT[132.0-1479.0] --> PT08_S1_CO[1881.0-2040.0], NMHC_GT[143.0-1189.0], C6H6_GT[0.1-15.1], PT08_S3_NOx[322.0-1065.0], NO2_GT[267.0-340.0]",Not supported
191,"CO_GT[0.1-3.2], PT08_S1_CO[1207.0-2040.0], C6H6_GT[0.1-15.1], NOx_GT[2.0-416.0] --> PT08_S2_NMHC[383.0-644.0]",Not supported
192,"NOx_GT[2.0-416.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S2_NMHC[1451.0-2214.0]",Not supported
193,"C6H6_GT[0.1-15.1], NOx_GT[2.0-416.0], NO2_GT[267.0-340.0] --> NMHC_GT[7.0-193.0]",Not supported
194,"NO2_GT[267.0-340.0] --> NOx_GT[2.0-416.0], PT08_S3_NOx[322.0-809.0], PT08_S4_NO2[551.0-1285.0]",Not supported
195,"CO_GT[6.5-11.9], PT08_S4_NO2[1731.0-2775.0] --> NOx_GT[2.0-416.0]",Not supported
196,"NMHC_GT[7.0-193.0], PT08_S4_NO2[1219.0-1541.0] --> C6H6_GT[25.7-63.7], PT08_S3_NOx[322.0-553.0], NO2_GT[2.0-32.0]",Not supported
197,PT08_S4_NO2[1219.0-2775.0] --> NO2_GT[2.0-32.0],Not supported
198,"PT08_S2_NMHC[383.0-644.0] --> PT08_S1_CO[1881.0-2040.0], NMHC_GT[7.0-193.0]",Not supported
199,"PT08_S2_NMHC[1451.0-2214.0] --> PT08_S1_CO[1881.0-2040.0], NMHC_GT[7.0-193.0]",Not supported
200,"CO_GT[6.5-11.9], NOx_GT[517.0-1479.0] --> C6H6_GT[25.7-63.7]",Not supported
201,"PT08_S1_CO[647.0-698.0], PT08_S2_NMHC[1451.0-2214.0], NO2_GT[2.0-160.0] --> C6H6_GT[0.1-15.1], PT08_S3_NOx[322.0-553.0]",Not supported
202,"C6H6_GT[0.1-15.1] --> PT08_S1_CO[1881.0-2040.0], NOx_GT[2.0-416.0]",Not supported
203,"CO_GT[6.5-11.9], C6H6_GT[25.7-63.7] --> NOx_GT[2.0-686.0]",Not supported
204,"NMHC_GT[7.0-193.0], NOx_GT[2.0-416.0] --> PT08_S1_CO[951.0-2040.0], C6H6_GT[25.7-63.7], PT08_S3_NOx[322.0-553.0], NO2_GT[2.0-160.0], PT08_S4_NO2[551.0-1797.0]",Not supported
205,"PT08_S1_CO[647.0-698.0], PT08_S3_NOx[322.0-553.0] --> NO2_GT[2.0-32.0]",Not supported
206,"PT08_S2_NMHC[383.0-1156.0], PT08_S4_NO2[2397.0-2775.0] --> PT08_S3_NOx[1420.0-2683.0], NO2_GT[134.0-160.0]",Not supported
207,"PT08_S1_CO[647.0-1223.0], PT08_S2_NMHC[1451.0-2214.0] --> NOx_GT[2.0-416.0], PT08_S3_NOx[1420.0-2683.0]",Not supported
208,PT08_S4_NO2[1219.0-2775.0] --> CO_GT[6.5-11.9],Not supported
209,"CO_GT[0.1-3.2], PT08_S2_NMHC[383.0-644.0], NOx_GT[2.0-416.0] --> NO2_GT[267.0-340.0]",Not supported
210,"NMHC_GT[306.0-1189.0], NOx_GT[517.0-1479.0] --> PT08_S3_NOx[322.0-1065.0], PT08_S4_NO2[551.0-1285.0]",Not supported
211,"NO2_GT[267.0-340.0] --> PT08_S1_CO[1881.0-2040.0], PT08_S3_NOx[322.0-1065.0]",Not supported
212,"PT08_S1_CO[647.0-1479.0], NMHC_GT[306.0-1189.0], PT08_S2_NMHC[1451.0-2214.0] --> NO2_GT[267.0-340.0], PT08_S4_NO2[551.0-1285.0]",Not supported
213,"PT08_S1_CO[647.0-698.0], PT08_S2_NMHC[1451.0-2214.0], PT08_S3_NOx[869.0-2683.0], NO2_GT[2.0-160.0] --> CO_GT[0.1-3.2]",Not supported
214,"NMHC_GT[7.0-193.0] --> CO_GT[0.1-3.2], PT08_S3_NOx[322.0-1065.0]",Not supported
215,"NOx_GT[2.0-686.0], PT08_S4_NO2[551.0-759.0] --> C6H6_GT[25.7-63.7]",Not supported
216,"NO2_GT[2.0-32.0] --> CO_GT[0.1-3.2], PT08_S3_NOx[322.0-553.0]",Not supported
217,"C6H6_GT[0.1-15.1], NO2_GT[267.0-340.0] --> PT08_S3_NOx[322.0-1065.0], PT08_S4_NO2[551.0-1285.0]",Not supported
218,"NOx_GT[2.0-416.0], PT08_S3_NOx[869.0-2683.0] --> NMHC_GT[7.0-401.0]",Not confident
219,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-1223.0] --> NMHC_GT[7.0-193.0], PT08_S4_NO2[1219.0-1285.0]",Not supported
220,"CO_GT[0.1-3.2], NOx_GT[2.0-416.0] --> PT08_S1_CO[647.0-1223.0], C6H6_GT[0.1-2.3]",Not confident
221,PT08_S3_NOx[869.0-2683.0] --> NO2_GT[2.0-32.0],Not supported
222,"NMHC_GT[7.0-193.0], C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-1065.0], PT08_S4_NO2[551.0-759.0]",Not supported
223,"PT08_S1_CO[647.0-1479.0], NMHC_GT[7.0-193.0], C6H6_GT[0.1-15.1] --> PT08_S2_NMHC[383.0-644.0], NO2_GT[267.0-340.0]",Not supported
224,"NMHC_GT[7.0-193.0], NOx_GT[2.0-686.0], PT08_S4_NO2[960.0-1028.0] --> C6H6_GT[25.7-63.7]",Not supported
225,"PT08_S1_CO[647.0-1479.0], C6H6_GT[0.1-15.1], NOx_GT[2.0-416.0] --> PT08_S2_NMHC[383.0-644.0], NO2_GT[267.0-340.0], PT08_S4_NO2[551.0-1797.0]",Not supported
226,"PT08_S1_CO[647.0-1223.0], PT08_S2_NMHC[1451.0-2214.0] --> CO_GT[0.1-3.2], NMHC_GT[7.0-193.0]",Not supported
227,"C6H6_GT[0.1-15.1], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[7.0-193.0], NOx_GT[2.0-416.0]",Not supported
228,"PT08_S3_NOx[1420.0-2683.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-967.0]",Not supported
229,"PT08_S1_CO[647.0-1223.0], C6H6_GT[25.7-63.7], PT08_S3_NOx[322.0-553.0] --> NMHC_GT[143.0-193.0], NO2_GT[38.0-340.0]",Not supported
230,"C6H6_GT[25.7-63.7], NOx_GT[2.0-416.0] --> PT08_S1_CO[1881.0-2040.0]",Not supported
231,"NMHC_GT[7.0-401.0], NOx_GT[2.0-416.0] --> PT08_S2_NMHC[1451.0-2214.0]",Not supported
232,"PT08_S1_CO[647.0-698.0], PT08_S3_NOx[1420.0-2683.0] --> NO2_GT[134.0-340.0]",Not supported
233,"CO_GT[0.1-3.2], NOx_GT[2.0-416.0] --> PT08_S3_NOx[322.0-553.0]",Not supported
234,"CO_GT[6.5-11.9], NOx_GT[260.0-1479.0] --> PT08_S1_CO[647.0-698.0]",Not supported
235,"PT08_S3_NOx[1420.0-2683.0] --> CO_GT[6.5-11.9], NO2_GT[267.0-340.0]",Not supported
236,"PT08_S2_NMHC[383.0-644.0], NOx_GT[517.0-1479.0] --> PT08_S3_NOx[322.0-1329.0], NO2_GT[2.0-32.0], PT08_S4_NO2[551.0-1285.0]",Not supported
237,"CO_GT[0.1-3.2] --> PT08_S1_CO[1881.0-2040.0], PT08_S2_NMHC[1451.0-2214.0], PT08_S3_NOx[322.0-553.0]",Not supported
238,"PT08_S1_CO[647.0-698.0], C6H6_GT[12.9-63.7], PT08_S3_NOx[322.0-553.0] --> PT08_S2_NMHC[383.0-644.0]",Not supported
239,"CO_GT[6.5-11.9], NOx_GT[2.0-416.0] --> PT08_S2_NMHC[383.0-644.0]",Not supported
240,"PT08_S1_CO[647.0-1223.0], C6H6_GT[0.1-15.1], PT08_S2_NMHC[1451.0-2214.0] --> PT08_S4_NO2[551.0-1285.0]",Not supported
241,"PT08_S2_NMHC[1451.0-2214.0] --> PT08_S1_CO[1881.0-2040.0], PT08_S3_NOx[322.0-1065.0]",Not supported
242,"PT08_S2_NMHC[383.0-1413.0], NOx_GT[517.0-1479.0], PT08_S4_NO2[1731.0-2775.0] --> CO_GT[0.1-3.2], PT08_S1_CO[647.0-1479.0]",Not supported
243,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-1413.0], PT08_S4_NO2[1731.0-2775.0] --> CO_GT[0.1-3.2]",Not supported
244,"PT08_S1_CO[647.0-698.0], C6H6_GT[12.9-63.7], NOx_GT[2.0-416.0], PT08_S3_NOx[322.0-553.0] --> PT08_S2_NMHC[1451.0-2214.0]",Not supported
245,"PT08_S2_NMHC[383.0-1413.0], PT08_S3_NOx[1420.0-2683.0], PT08_S4_NO2[1731.0-2775.0] --> CO_GT[0.1-3.2]",Not supported
246,"CO_GT[0.1-3.2], C6H6_GT[12.9-63.7], NOx_GT[2.0-416.0] --> PT08_S4_NO2[1731.0-2775.0]",Not supported
247,"PT08_S3_NOx[322.0-553.0] --> CO_GT[6.5-11.9], NOx_GT[2.0-416.0]",Not supported
248,"PT08_S3_NOx[1420.0-2683.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0]",Not supported
249,PT08_S4_NO2[551.0-1541.0] --> PT08_S1_CO[1207.0-2040.0],Not confident
250,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-1223.0], NMHC_GT[306.0-1189.0], PT08_S2_NMHC[1451.0-2214.0] --> C6H6_GT[25.7-63.7]",Not supported
251,"PT08_S1_CO[647.0-1479.0], NMHC_GT[306.0-1189.0], PT08_S3_NOx[322.0-1065.0] --> CO_GT[6.5-11.9], NO2_GT[267.0-340.0]",Not supported
252,"PT08_S1_CO[647.0-1617.0], NMHC_GT[306.0-1189.0], PT08_S2_NMHC[1451.0-2214.0] --> CO_GT[0.1-3.2], NO2_GT[267.0-340.0], PT08_S4_NO2[551.0-1285.0]",Not supported
253,"PT08_S1_CO[647.0-1223.0], PT08_S4_NO2[1731.0-2775.0] --> CO_GT[0.1-3.2], PT08_S2_NMHC[1451.0-2214.0], PT08_S3_NOx[322.0-553.0]",Not supported
254,"NMHC_GT[7.0-193.0] --> PT08_S2_NMHC[383.0-1156.0], NOx_GT[2.0-416.0], PT08_S3_NOx[322.0-1065.0], PT08_S4_NO2[551.0-1285.0]",Not supported
255,"PT08_S1_CO[647.0-1223.0], PT08_S2_NMHC[1451.0-2214.0] --> NO2_GT[2.0-32.0]",Not supported
256,"CO_GT[0.1-3.2], NOx_GT[2.0-416.0] --> PT08_S3_NOx[869.0-2683.0]",Not confident
257,"NOx_GT[517.0-1479.0], NO2_GT[2.0-32.0] --> PT08_S1_CO[1207.0-2040.0], PT08_S2_NMHC[1451.0-2214.0]",Not supported
258,PT08_S4_NO2[551.0-1285.0] --> NMHC_GT[7.0-193.0],Not supported
259,"CO_GT[0.1-3.2], C6H6_GT[0.1-15.1], NOx_GT[2.0-416.0] --> NO2_GT[267.0-340.0]",Not supported
260,"NO2_GT[267.0-340.0] --> CO_GT[0.1-3.2], PT08_S2_NMHC[383.0-1156.0], NOx_GT[2.0-160.0], PT08_S3_NOx[322.0-1065.0], PT08_S4_NO2[551.0-1285.0]",Not supported
261,"NOx_GT[517.0-1479.0] --> PT08_S1_CO[1207.0-2040.0], PT08_S2_NMHC[383.0-644.0]",Not supported
262,"NOx_GT[517.0-1479.0] --> PT08_S1_CO[1207.0-2040.0], PT08_S4_NO2[1731.0-2775.0]",Not supported
263,"NOx_GT[2.0-160.0], PT08_S3_NOx[1420.0-2683.0] --> C6H6_GT[0.1-15.1]",Not supported
264,"NMHC_GT[143.0-1189.0], NOx_GT[2.0-686.0], PT08_S4_NO2[1475.0-2775.0] --> PT08_S2_NMHC[383.0-1156.0], NO2_GT[2.0-160.0]",Not supported
265,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-1223.0], NOx_GT[517.0-1479.0], PT08_S3_NOx[1420.0-2683.0] --> PT08_S2_NMHC[383.0-1156.0]",Not supported
266,"PT08_S1_CO[647.0-698.0], C6H6_GT[25.7-63.7] --> CO_GT[6.5-11.9]",Not supported
267,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-698.0], PT08_S2_NMHC[1451.0-2214.0] --> PT08_S4_NO2[960.0-2775.0]",Not supported
268,"PT08_S1_CO[647.0-1223.0] --> NMHC_GT[7.0-193.0], NOx_GT[2.0-416.0], NO2_GT[70.0-340.0]",Not supported
269,"C6H6_GT[0.1-15.1], NOx_GT[517.0-1479.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[7.0-193.0]",Not supported
270,"CO_GT[0.1-3.2] --> PT08_S1_CO[1881.0-2040.0], NOx_GT[2.0-416.0]",Not supported
271,CO_GT[0.1-3.2] --> NO2_GT[2.0-32.0],Not supported
272,"C6H6_GT[0.1-15.1], PT08_S4_NO2[1731.0-2775.0] --> PT08_S3_NOx[1420.0-2683.0]",Not supported
273,C6H6_GT[0.1-15.1] --> PT08_S1_CO[1881.0-2040.0],Not supported
274,"CO_GT[0.1-6.4], C6H6_GT[0.1-15.1], NOx_GT[2.0-416.0] --> PT08_S1_CO[647.0-967.0]",Not confident
275,"PT08_S1_CO[647.0-698.0], C6H6_GT[12.9-63.7], PT08_S3_NOx[322.0-553.0] --> NO2_GT[134.0-340.0]",Not supported
276,"PT08_S1_CO[647.0-1223.0], PT08_S4_NO2[551.0-1285.0] --> CO_GT[0.1-3.2], NMHC_GT[306.0-1189.0], PT08_S2_NMHC[1451.0-2214.0]",Not supported
277,"PT08_S1_CO[647.0-698.0], NO2_GT[134.0-340.0] --> C6H6_GT[0.1-15.1]",Not supported
278,"PT08_S1_CO[647.0-1223.0], NO2_GT[2.0-160.0] --> PT08_S4_NO2[1731.0-2775.0]",Not supported
279,"PT08_S2_NMHC[383.0-1156.0], PT08_S4_NO2[1731.0-2775.0] --> CO_GT[0.1-6.4]",Not supported
280,"NOx_GT[2.0-416.0], PT08_S4_NO2[551.0-1285.0] --> PT08_S1_CO[1881.0-2040.0], NO2_GT[2.0-224.0]",Not supported
281,"C6H6_GT[0.1-2.3] --> PT08_S3_NOx[322.0-1329.0], PT08_S4_NO2[551.0-1285.0]",Not supported
282,"CO_GT[0.1-3.2], NOx_GT[2.0-416.0] --> PT08_S1_CO[647.0-1479.0], NMHC_GT[7.0-193.0], C6H6_GT[0.1-2.3], PT08_S2_NMHC[383.0-644.0]",Not supported
283,"NMHC_GT[143.0-1189.0], PT08_S4_NO2[551.0-1541.0] --> NOx_GT[517.0-1479.0]",Not supported
284,PT08_S3_NOx[1420.0-2683.0] --> NO2_GT[2.0-160.0],Not supported
285,"NMHC_GT[7.0-401.0], NOx_GT[2.0-416.0], PT08_S3_NOx[869.0-2683.0] --> PT08_S4_NO2[551.0-1285.0]",Not supported
286,"C6H6_GT[0.1-15.1] --> PT08_S2_NMHC[1451.0-2214.0], NOx_GT[517.0-1479.0], PT08_S3_NOx[322.0-553.0]",Not supported
287,NO2_GT[267.0-340.0] --> CO_GT[6.5-11.9],Not supported
288,"NMHC_GT[143.0-1189.0], NOx_GT[2.0-686.0], PT08_S4_NO2[551.0-759.0] --> NO2_GT[2.0-32.0]",Not supported
289,NMHC_GT[7.0-193.0] --> CO_GT[3.3-11.9],Not supported
290,"NMHC_GT[7.0-55.0], PT08_S2_NMHC[383.0-1156.0], PT08_S4_NO2[2397.0-2775.0] --> NOx_GT[2.0-416.0]",Not supported
291,"PT08_S1_CO[647.0-967.0], PT08_S2_NMHC[1451.0-2214.0], NOx_GT[517.0-1479.0], PT08_S3_NOx[322.0-553.0] --> CO_GT[0.1-3.2]",Not supported
292,"PT08_S1_CO[647.0-1223.0], PT08_S2_NMHC[1451.0-2214.0], NOx_GT[517.0-1479.0], PT08_S3_NOx[322.0-553.0] --> CO_GT[0.1-3.2]",Not supported
293,"PT08_S1_CO[647.0-1223.0], C6H6_GT[25.7-63.7] --> NMHC_GT[7.0-193.0], PT08_S4_NO2[1219.0-2775.0]",Not supported
294,"CO_GT[3.3-11.9] --> PT08_S1_CO[1881.0-2040.0], NOx_GT[2.0-416.0]",Not supported
295,"PT08_S1_CO[647.0-698.0], C6H6_GT[25.7-63.7], PT08_S2_NMHC[383.0-644.0], PT08_S4_NO2[551.0-1797.0] --> NMHC_GT[143.0-274.0], NO2_GT[134.0-340.0]",Not supported
296,"NOx_GT[2.0-416.0], PT08_S3_NOx[869.0-2683.0] --> NO2_GT[267.0-340.0]",Not supported
297,"CO_GT[0.1-3.2], PT08_S4_NO2[1475.0-2775.0] --> NMHC_GT[306.0-1189.0]",Not supported
298,"PT08_S2_NMHC[936.0-2214.0] --> PT08_S1_CO[1881.0-2040.0], PT08_S3_NOx[322.0-1065.0]",Not supported
299,"PT08_S1_CO[647.0-698.0], C6H6_GT[12.9-63.7], NOx_GT[2.0-416.0], PT08_S3_NOx[322.0-553.0] --> PT08_S2_NMHC[936.0-2214.0]",Not supported
300,"NMHC_GT[7.0-401.0], PT08_S2_NMHC[383.0-644.0], NOx_GT[2.0-416.0] --> C6H6_GT[25.7-63.7]",Not supported
301,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-1223.0], C6H6_GT[0.1-15.1] --> NMHC_GT[7.0-193.0], NO2_GT[134.0-340.0]",Not supported
302,"C6H6_GT[25.7-63.7], NOx_GT[2.0-416.0] --> NMHC_GT[7.0-193.0]",Not supported
303,PT08_S4_NO2[551.0-759.0] --> NMHC_GT[306.0-1189.0],Not supported
304,C6H6_GT[25.7-63.7] --> PT08_S3_NOx[322.0-553.0],Not supported
305,NOx_GT[2.0-416.0] --> PT08_S2_NMHC[1451.0-2214.0],Not supported
306,NMHC_GT[7.0-193.0] --> C6H6_GT[0.1-15.1],Confident
307,"CO_GT[0.1-6.4], NOx_GT[2.0-160.0] --> PT08_S3_NOx[1420.0-2683.0]",Not supported
308,"NMHC_GT[143.0-1189.0] --> PT08_S1_CO[1881.0-2040.0], PT08_S3_NOx[322.0-553.0]",Not supported
309,"NO2_GT[2.0-160.0] --> CO_GT[0.1-3.2], PT08_S2_NMHC[1451.0-2214.0], PT08_S3_NOx[322.0-553.0]",Not supported
310,"PT08_S1_CO[647.0-1223.0], C6H6_GT[16.1-63.7], NOx_GT[2.0-416.0], PT08_S3_NOx[322.0-553.0] --> PT08_S2_NMHC[552.0-2214.0]",Not supported
311,"PT08_S3_NOx[1420.0-2683.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0]",Not supported
312,"NMHC_GT[7.0-584.0], PT08_S2_NMHC[383.0-644.0] --> CO_GT[6.5-11.9], PT08_S1_CO[1881.0-2040.0]",Not supported
313,PT08_S4_NO2[551.0-759.0] --> PT08_S3_NOx[1420.0-2683.0],Not supported
314,"C6H6_GT[25.7-63.7], PT08_S4_NO2[1475.0-2775.0] --> NO2_GT[2.0-160.0]",Not supported
315,"PT08_S1_CO[647.0-1223.0], NOx_GT[517.0-1479.0] --> NMHC_GT[7.0-193.0], PT08_S3_NOx[322.0-553.0], NO2_GT[102.0-340.0], PT08_S4_NO2[1219.0-2775.0]",Not supported
316,"CO_GT[0.1-3.2], NOx_GT[2.0-481.0], PT08_S4_NO2[551.0-1285.0] --> PT08_S3_NOx[1420.0-2683.0]",Not supported
317,"PT08_S1_CO[647.0-1223.0], PT08_S2_NMHC[1451.0-2214.0] --> C6H6_GT[0.1-15.1]",Not supported
318,"PT08_S1_CO[647.0-698.0], C6H6_GT[25.7-63.7] --> NO2_GT[134.0-340.0]",Not supported
319,"NMHC_GT[7.0-401.0] --> PT08_S3_NOx[1420.0-2683.0], PT08_S4_NO2[551.0-1285.0]",Not supported
320,"C6H6_GT[12.9-15.1], NOx_GT[2.0-416.0], PT08_S3_NOx[1420.0-2683.0] --> NO2_GT[134.0-340.0]",Not supported
321,"PT08_S2_NMHC[383.0-644.0], NOx_GT[2.0-416.0] --> NMHC_GT[7.0-193.0]",Not supported
322,"CO_GT[0.1-3.2], NOx_GT[2.0-416.0], NO2_GT[134.0-340.0] --> PT08_S1_CO[647.0-1223.0], C6H6_GT[0.1-2.3], PT08_S2_NMHC[383.0-644.0]",Not supported
323,PT08_S4_NO2[551.0-1285.0] --> PT08_S2_NMHC[383.0-644.0],Not confident
324,PT08_S1_CO[1207.0-2040.0] --> CO_GT[6.5-11.9],Not supported
325,"NOx_GT[2.0-416.0], PT08_S4_NO2[2397.0-2775.0] --> NO2_GT[134.0-340.0]",Not supported
326,"CO_GT[0.1-3.2], C6H6_GT[0.1-15.1] --> PT08_S3_NOx[322.0-1065.0], PT08_S4_NO2[551.0-759.0]",Not supported
327,"NMHC_GT[7.0-401.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0]",Not supported
328,"C6H6_GT[0.1-34.9], NOx_GT[517.0-1479.0] --> CO_GT[6.5-11.9]",Not supported
329,"CO_GT[1.7-3.2], PT08_S2_NMHC[383.0-644.0], NOx_GT[2.0-416.0] --> NO2_GT[2.0-160.0], PT08_S4_NO2[551.0-1285.0]",Not supported
330,"PT08_S1_CO[1207.0-1223.0] --> NMHC_GT[7.0-193.0], NO2_GT[134.0-340.0], PT08_S4_NO2[1219.0-2775.0]",Not supported
331,"CO_GT[0.1-3.2], PT08_S2_NMHC[383.0-644.0], PT08_S4_NO2[551.0-1541.0] --> PT08_S1_CO[647.0-698.0]",Not supported
332,"C6H6_GT[0.1-15.1], NOx_GT[2.0-416.0], PT08_S4_NO2[1219.0-2775.0] --> NMHC_GT[143.0-193.0]",Not supported
333,"CO_GT[0.1-3.2], PT08_S1_CO[1207.0-2040.0], C6H6_GT[0.1-15.1], NOx_GT[2.0-32.0] --> NMHC_GT[143.0-1189.0]",Not supported
334,"PT08_S1_CO[647.0-1223.0], NO2_GT[134.0-340.0] --> NMHC_GT[7.0-193.0], NOx_GT[517.0-1479.0]",Not supported
335,"PT08_S1_CO[647.0-1223.0], C6H6_GT[25.7-63.7], NOx_GT[517.0-1479.0] --> PT08_S3_NOx[1420.0-2683.0]",Not supported
