idRule,Rule,state
222,"PT08_S1_CO[647.0-967.0], PT08_S2_NMHC[383.0-644.0], PT08_S4_NO2[551.0-1285.0] --> NO2_GT[2.0-224.0]",Not confident
223,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1617.0], NOx_GT[2.0-32.0]",Not supported
224,"PT08_S2_NMHC[383.0-1124.0], PT08_S3_NOx[322.0-913.0], PT08_S4_NO2[2622.0-2775.0] --> NMHC_GT[658.0-1189.0]",Not supported
225,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-481.0] --> NMHC_GT[7.0-274.0]",Not supported
226,"PT08_S3_NOx[1420.0-2683.0], PT08_S4_NO2[1926.0-2775.0] --> PT08_S1_CO[647.0-1499.0]",Not supported
227,"CO_GT[0.1-4.0], PT08_S1_CO[647.0-1351.0], NOx_GT[2.0-32.0] --> C6H6_GT[0.1-2.3]",Not supported
228,"CO_GT[0.1-1.6] --> C6H6_GT[0.1-19.9], PT08_S2_NMHC[383.0-516.0], NOx_GT[2.0-160.0], NO2_GT[2.0-192.0]",Not supported
229,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-1512.0], NOx_GT[2.0-48.0] --> PT08_S2_NMHC[383.0-1413.0]",Confident
230,"NO2_GT[2.0-160.0] --> PT08_S1_CO[647.0-1722.0], NOx_GT[2.0-416.0]",Confident
231,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1617.0], NOx_GT[2.0-416.0]",Not supported
232,PT08_S1_CO[647.0-1479.0] --> PT08_S2_NMHC[383.0-1156.0],Confident
233,"NO2_GT[2.0-96.0] --> PT08_S1_CO[647.0-967.0], NOx_GT[2.0-32.0]",Not supported
234,PT08_S1_CO[647.0-903.0] --> PT08_S2_NMHC[383.0-644.0],Not confident
235,"C6H6_GT[25.7-63.7], PT08_S2_NMHC[383.0-644.0], PT08_S4_NO2[1731.0-2775.0] --> NOx_GT[517.0-1479.0]",Not supported
236,"CO_GT[0.1-4.0], PT08_S1_CO[647.0-1479.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-15.1]",Confident
237,"PT08_S3_NOx[1471.0-2683.0] --> PT08_S1_CO[647.0-843.0], NOx_GT[2.0-435.0]",Not supported
238,"PT08_S1_CO[647.0-1255.0], NMHC_GT[7.0-55.0] --> PT08_S2_NMHC[383.0-772.0], NO2_GT[2.0-80.0]",Not supported
239,"PT08_S3_NOx[1705.0-2683.0] --> PT08_S1_CO[647.0-1479.0], NOx_GT[2.0-128.0]",Not supported
240,"NO2_GT[2.0-96.0] --> PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-128.0]",Not confident
241,"PT08_S1_CO[647.0-1580.0], NMHC_GT[7.0-265.0] --> CO_GT[0.1-6.1], PT08_S2_NMHC[1889.0-2214.0]",Not supported
242,PT08_S4_NO2[1731.0-2775.0] --> CO_GT[6.5-11.9],Not supported
243,"C6H6_GT[0.1-18.3], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[456.0-1189.0]",Not supported
244,"NMHC_GT[7.0-274.0] --> PT08_S1_CO[647.0-698.0], NOx_GT[2.0-288.0]",Not supported
245,"PT08_S3_NOx[322.0-809.0] --> CO_GT[6.5-11.9], C6H6_GT[35.9-63.7], NOx_GT[2.0-80.0]",Not supported
246,PT08_S4_NO2[2503.0-2775.0] --> PT08_S1_CO[647.0-1512.0],Not supported
247,"PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1662.0], NOx_GT[2.0-416.0]",Not supported
248,"NMHC_GT[7.0-193.0] --> NOx_GT[2.0-416.0], NO2_GT[2.0-96.0]",Not supported
249,PT08_S3_NOx[322.0-1065.0] --> PT08_S2_NMHC[383.0-644.0],Not supported
250,"CO_GT[0.1-6.4], PT08_S1_CO[647.0-839.0], NOx_GT[2.0-160.0] --> NMHC_GT[7.0-206.0]",Not supported
251,"CO_GT[0.1-2.4], PT08_S1_CO[647.0-775.0], NOx_GT[2.0-497.0] --> C6H6_GT[0.1-21.5]",Not supported
252,"PT08_S1_CO[647.0-1479.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-18.3]",Confident
253,"NMHC_GT[7.0-193.0] --> PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-416.0]",Not supported
254,"CO_GT[6.5-11.9], PT08_S1_CO[647.0-1223.0] --> PT08_S2_NMHC[383.0-1413.0], NO2_GT[2.0-160.0]",Not supported
255,PT08_S1_CO[647.0-1479.0] --> NMHC_GT[456.0-1189.0],Not supported
256,"NMHC_GT[7.0-231.0], PT08_S4_NO2[1885.0-2775.0] --> PT08_S1_CO[647.0-1323.0]",Not supported
257,"CO_GT[0.1-6.4], PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-416.0] --> NMHC_GT[7.0-274.0]",Not supported
258,PT08_S1_CO[647.0-775.0] --> PT08_S2_NMHC[383.0-740.0],Not supported
259,"NO2_GT[2.0-256.0] --> PT08_S1_CO[647.0-1479.0], NOx_GT[2.0-32.0]",Not supported
260,"NMHC_GT[7.0-116.0] --> NOx_GT[2.0-408.0], NO2_GT[2.0-168.0]",Not supported
261,"CO_GT[0.1-4.8], PT08_S1_CO[647.0-1447.0], NOx_GT[2.0-288.0] --> NMHC_GT[7.0-34.0]",Not supported
262,PT08_S4_NO2[2450.0-2775.0] --> PT08_S1_CO[647.0-1544.0],Not supported
263,"PT08_S4_NO2[2450.0-2775.0] --> PT08_S1_CO[647.0-1617.0], PT08_S2_NMHC[383.0-644.0]",Not supported
264,"PT08_S1_CO[647.0-815.0] --> PT08_S2_NMHC[383.0-1092.0], NO2_GT[2.0-160.0]",Not supported
265,"NMHC_GT[7.0-210.0] --> PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-352.0]",Not supported
266,"C6H6_GT[0.1-15.1], PT08_S2_NMHC[383.0-644.0] --> NMHC_GT[7.0-193.0]",Not supported
267,"NO2_GT[2.0-208.0] --> PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-224.0]",Not confident
268,PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1479.0],Not supported
269,"CO_GT[0.1-4.8], PT08_S1_CO[647.0-1351.0], NOx_GT[2.0-416.0] --> NMHC_GT[7.0-120.0]",Not supported
270,"PT08_S4_NO2[2388.0-2775.0] --> PT08_S1_CO[647.0-1722.0], NOx_GT[2.0-416.0]",Not supported
271,"PT08_S3_NOx[1420.0-2683.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1223.0]",Not supported
272,"C6H6_GT[0.1-15.1], PT08_S4_NO2[551.0-759.0] --> PT08_S2_NMHC[383.0-644.0]",Not supported
273,"NMHC_GT[7.0-274.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S2_NMHC[383.0-1028.0]",Not supported
274,"CO_GT[0.1-0.5], PT08_S1_CO[647.0-1479.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-2.3]",Not supported
275,"NO2_GT[2.0-64.0] --> PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-160.0]",Confident
276,"NMHC_GT[7.0-83.0] --> NOx_GT[2.0-160.0], NO2_GT[2.0-224.0]",Not supported
277,"PT08_S1_CO[647.0-1287.0], PT08_S2_NMHC[383.0-516.0] --> NO2_GT[2.0-238.0]",Not supported
278,PT08_S1_CO[647.0-775.0] --> PT08_S2_NMHC[383.0-900.0],Not supported
279,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-1617.0], NOx_GT[2.0-160.0] --> NMHC_GT[7.0-274.0]",Not confident
280,"PT08_S1_CO[647.0-1722.0], NOx_GT[2.0-278.0] --> NO2_GT[267.0-340.0]",Not supported
281,C6H6_GT[0.1-16.2] --> NO2_GT[295.0-340.0],Not supported
282,"PT08_S1_CO[647.0-927.0] --> PT08_S2_NMHC[383.0-900.0], NO2_GT[2.0-224.0]",Not confident
283,"PT08_S1_CO[647.0-839.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-5.5]",Confident
284,"PT08_S1_CO[647.0-1617.0], NOx_GT[2.0-32.0] --> C6H6_GT[0.1-18.3]",Not supported
285,C6H6_GT[0.1-15.1] --> PT08_S2_NMHC[383.0-900.0],Not confident
286,"PT08_S1_CO[647.0-1479.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-15.1]",Confident
287,"CO_GT[0.1-6.4], PT08_S1_CO[647.0-919.0], NOx_GT[2.0-302.0] --> C6H6_GT[0.1-2.3]",Not supported
288,NMHC_GT[658.0-1189.0] --> NOx_GT[2.0-513.0],Not supported
289,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-967.0], NOx_GT[2.0-224.0] --> PT08_S2_NMHC[383.0-964.0]",Confident
290,"CO_GT[6.5-11.9], PT08_S1_CO[647.0-1617.0], NOx_GT[2.0-416.0] --> PT08_S2_NMHC[383.0-644.0]",Not supported
291,PT08_S4_NO2[551.0-1317.0] --> NMHC_GT[7.0-193.0],Not supported
292,PT08_S1_CO[647.0-967.0] --> PT08_S2_NMHC[383.0-900.0],Confident
293,"CO_GT[0.1-1.6], PT08_S1_CO[647.0-951.0], NOx_GT[2.0-310.0] --> C6H6_GT[0.1-0.7]",Not supported
294,NMHC_GT[7.0-193.0] --> NO2_GT[267.0-340.0],Not supported
295,C6H6_GT[0.1-2.3] --> CO_GT[0.1-6.4],Not confident
296,PT08_S4_NO2[2746.0-2775.0] --> PT08_S1_CO[647.0-1548.0],Not supported
297,"NMHC_GT[7.0-274.0] --> PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-288.0]",Not confident
298,"C6H6_GT[0.1-15.1], PT08_S3_NOx[1705.0-2683.0], PT08_S4_NO2[551.0-1477.0] --> PT08_S2_NMHC[383.0-1028.0]",Not supported
299,"PT08_S1_CO[647.0-967.0] --> PT08_S2_NMHC[383.0-1156.0], PT08_S3_NOx[322.0-553.0]",Not supported
300,PT08_S1_CO[647.0-903.0] --> PT08_S2_NMHC[383.0-836.0],Confident
301,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-1580.0], NOx_GT[2.0-288.0] --> NMHC_GT[7.0-55.0], PT08_S2_NMHC[1451.0-2214.0]",Not supported
302,"CO_GT[6.9-11.9], PT08_S1_CO[647.0-1351.0] --> PT08_S2_NMHC[383.0-1381.0], NO2_GT[2.0-64.0]",Not supported
303,"PT08_S1_CO[647.0-1544.0] --> PT08_S2_NMHC[383.0-1110.0], NO2_GT[267.0-340.0]",Not supported
304,"CO_GT[0.1-4.8], PT08_S1_CO[647.0-1351.0], NOx_GT[2.0-352.0] --> C6H6_GT[0.1-2.3]",Not confident
305,"PT08_S3_NOx[322.0-553.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-967.0]",Not supported
306,"NO2_GT[2.0-96.0] --> PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-416.0]",Confident
307,PT08_S1_CO[647.0-839.0] --> PT08_S2_NMHC[383.0-644.0],Not confident
308,"PT08_S1_CO[647.0-839.0], PT08_S2_NMHC[383.0-1156.0] --> NO2_GT[2.0-208.0]",Not confident
309,"PT08_S2_NMHC[383.0-644.0] --> PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-416.0]",Not confident
310,"NO2_GT[2.0-136.0] --> PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-224.0]",Not confident
311,"C6H6_GT[0.1-18.3], PT08_S2_NMHC[383.0-1156.0] --> CO_GT[0.1-6.4], PT08_S1_CO[647.0-775.0]",Not supported
312,"NMHC_GT[7.0-274.0] --> NOx_GT[2.0-449.0], NO2_GT[2.0-167.0]",Confident
313,PT08_S4_NO2[1876.0-2775.0] --> PT08_S1_CO[647.0-1435.0],Not confident
314,"NO2_GT[2.0-64.0] --> NOx_GT[2.0-416.0], PT08_S4_NO2[551.0-1285.0]",Not supported
315,"NMHC_GT[7.0-274.0] --> PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-352.0]",Not confident
316,"CO_GT[0.1-4.9], C6H6_GT[42.8-63.7] --> PT08_S3_NOx[322.0-1093.0]",Not supported
317,"PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1495.0], NOx_GT[2.0-513.0]",Not confident
318,C6H6_GT[25.7-63.7] --> NO2_GT[2.0-32.0],Not supported
319,"CO_GT[0.1-6.4], PT08_S1_CO[647.0-1287.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-5.5]",Not confident
320,"CO_GT[0.1-2.4], PT08_S1_CO[647.0-1617.0], NOx_GT[2.0-481.0] --> NMHC_GT[7.0-55.0]",Not supported
321,"NMHC_GT[7.0-55.0] --> CO_GT[0.1-4.8], NOx_GT[2.0-160.0], PT08_S3_NOx[322.0-1065.0], PT08_S4_NO2[551.0-1541.0]",Not supported
322,"PT08_S1_CO[647.0-1223.0], C6H6_GT[0.1-15.1] --> NO2_GT[2.0-192.0]",Not confident
323,"CO_GT[0.1-6.4], PT08_S1_CO[647.0-1351.0], NOx_GT[2.0-416.0] --> NMHC_GT[7.0-274.0]",Not confident
324,"PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-288.0] --> PT08_S2_NMHC[383.0-900.0]",Not confident
325,"PT08_S2_NMHC[383.0-481.0] --> PT08_S3_NOx[322.0-1329.0], NO2_GT[2.0-150.0]",Not supported
326,"PT08_S3_NOx[1420.0-2683.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S1_CO[647.0-1479.0]",Not supported
327,NMHC_GT[7.0-274.0] --> NO2_GT[309.0-340.0],Not supported
328,"PT08_S1_CO[647.0-1512.0], NOx_GT[2.0-104.0] --> C6H6_GT[0.1-21.5]",Confident
329,"NO2_GT[2.0-96.0] --> PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-176.0]",Confident
330,"NOx_GT[690.0-1479.0], PT08_S4_NO2[1731.0-2775.0] --> C6H6_GT[50.8-63.7]",Not supported
331,"PT08_S1_CO[647.0-839.0], PT08_S2_NMHC[383.0-900.0] --> NO2_GT[2.0-144.0]",Not confident
332,"PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-5.5]",Confident
333,PT08_S4_NO2[1893.0-2775.0] --> PT08_S1_CO[647.0-1371.0],Not supported
334,"NMHC_GT[7.0-147.0], C6H6_GT[0.1-18.3], PT08_S4_NO2[1926.0-2775.0] --> NOx_GT[2.0-412.0]",Not supported
335,"PT08_S1_CO[647.0-1351.0], NOx_GT[816.0-1479.0] --> PT08_S2_NMHC[383.0-580.0], NO2_GT[2.0-64.0]",Not supported
336,"CO_GT[0.1-4.0], PT08_S1_CO[647.0-1617.0], NOx_GT[2.0-32.0] --> NMHC_GT[7.0-193.0]",Not supported
337,"CO_GT[0.1-6.4], PT08_S1_CO[647.0-1544.0], NOx_GT[2.0-160.0] --> NMHC_GT[7.0-193.0]",Not supported
338,NMHC_GT[306.0-1189.0] --> NOx_GT[2.0-513.0],Not supported
339,"PT08_S1_CO[647.0-935.0], PT08_S4_NO2[551.0-1389.0] --> PT08_S2_NMHC[383.0-864.0], NO2_GT[2.0-33.0]",Not supported
340,"C6H6_GT[0.1-5.5], PT08_S4_NO2[1860.0-2775.0] --> NOx_GT[2.0-416.0]",Not supported
341,NOx_GT[653.0-1479.0] --> NO2_GT[340.0-340.0],Not supported
342,"PT08_S3_NOx[2683.0-2683.0] --> PT08_S1_CO[647.0-1320.0], NOx_GT[2.0-352.0]",Not supported
343,"PT08_S1_CO[647.0-871.0] --> PT08_S2_NMHC[383.0-1156.0], NO2_GT[2.0-256.0]",Not confident
344,"PT08_S1_CO[647.0-1095.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-10.3]",Confident
345,"C6H6_GT[29.8-63.7] --> CO_GT[0.1-6.4], PT08_S1_CO[647.0-698.0], NOx_GT[2.0-32.0]",Not supported
346,"CO_GT[9.3-11.9], PT08_S1_CO[647.0-1223.0] --> PT08_S2_NMHC[383.0-1381.0], NO2_GT[2.0-224.0]",Not supported
347,"PT08_S1_CO[647.0-1223.0], NO2_GT[267.0-340.0] --> NOx_GT[816.0-1479.0]",Not supported
348,"NO2_GT[2.0-32.0] --> PT08_S1_CO[647.0-1479.0], NOx_GT[2.0-64.0]",Not supported
349,"PT08_S2_NMHC[1451.0-2214.0], PT08_S4_NO2[551.0-1285.0] --> PT08_S1_CO[647.0-1479.0]",Not supported
350,"NO2_GT[2.0-160.0] --> PT08_S1_CO[647.0-1722.0], NOx_GT[2.0-288.0]",Not confident
351,"PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-360.0] --> C6H6_GT[0.1-7.1]",Not confident
352,"PT08_S1_CO[647.0-705.0], NOx_GT[517.0-1479.0] --> NMHC_GT[7.0-55.0], PT08_S2_NMHC[383.0-1124.0]",Not supported
353,"PT08_S3_NOx[322.0-553.0] --> NOx_GT[2.0-416.0], NO2_GT[2.0-32.0]",Not supported
354,"PT08_S2_NMHC[383.0-1284.0] --> CO_GT[0.1-3.6], NOx_GT[1148.0-1479.0]",Not supported
355,"PT08_S1_CO[647.0-698.0], NMHC_GT[7.0-274.0] --> PT08_S4_NO2[551.0-1285.0]",Not supported
356,PT08_S1_CO[647.0-698.0] --> CO_GT[0.1-6.4],Not supported
357,"NOx_GT[816.0-1479.0], PT08_S4_NO2[1731.0-2775.0] --> C6H6_GT[25.7-63.7]",Not supported
358,"NMHC_GT[7.0-114.0] --> PT08_S1_CO[647.0-1227.0], NOx_GT[2.0-148.0]",Not supported
359,"PT08_S4_NO2[2141.0-2775.0] --> PT08_S1_CO[647.0-1804.0], NOx_GT[2.0-160.0]",Not supported
360,"PT08_S1_CO[647.0-1544.0], NMHC_GT[7.0-156.0] --> CO_GT[0.1-3.0]",Not supported
361,"NMHC_GT[7.0-274.0] --> CO_GT[0.1-1.6], PT08_S1_CO[647.0-1570.0], NOx_GT[2.0-224.0]",Not supported
362,"CO_GT[0.1-6.4], PT08_S1_CO[647.0-903.0], NOx_GT[2.0-513.0] --> C6H6_GT[0.1-15.1]",Confident
363,"CO_GT[0.1-1.0], PT08_S1_CO[647.0-1127.0], NOx_GT[2.0-172.0] --> C6H6_GT[0.1-11.0]",Confident
364,"PT08_S1_CO[647.0-967.0], C6H6_GT[0.1-15.1] --> PT08_S2_NMHC[383.0-644.0], NO2_GT[2.0-64.0]",Not confident
365,PT08_S4_NO2[2397.0-2775.0] --> PT08_S3_NOx[1420.0-2683.0],Not supported
366,"PT08_S3_NOx[1705.0-2683.0] --> PT08_S1_CO[647.0-1255.0], NOx_GT[2.0-288.0]",Not supported
367,NOx_GT[653.0-1479.0] --> NO2_GT[295.0-340.0],Not supported
368,"PT08_S1_CO[647.0-1479.0], C6H6_GT[0.1-2.3] --> NO2_GT[2.0-192.0]",Not confident
369,"CO_GT[0.1-0.4], PT08_S4_NO2[1835.0-2775.0] --> PT08_S1_CO[647.0-738.0]",Not supported
370,"NOx_GT[728.0-1479.0], PT08_S4_NO2[1731.0-2775.0] --> C6H6_GT[42.8-63.7]",Not supported
371,PT08_S1_CO[647.0-1617.0] --> NMHC_GT[456.0-1189.0],Not supported
372,"PT08_S1_CO[647.0-839.0] --> NMHC_GT[7.0-193.0], PT08_S2_NMHC[383.0-1156.0]",Not supported
373,"PT08_S1_CO[647.0-967.0], NOx_GT[2.0-416.0] --> C6H6_GT[0.1-8.3]",Confident
374,"PT08_S1_CO[647.0-1479.0], C6H6_GT[0.1-15.1] --> PT08_S2_NMHC[383.0-644.0]",Not confident
375,"CO_GT[0.1-2.1], PT08_S1_CO[647.0-1167.0], NOx_GT[2.0-478.0], NO2_GT[2.0-154.0] --> PT08_S2_NMHC[383.0-518.0]",Not supported
376,"CO_GT[0.1-0.9], PT08_S1_CO[647.0-1231.0], NOx_GT[2.0-481.0] --> C6H6_GT[0.1-16.7]",Confident
377,PT08_S1_CO[647.0-1127.0] --> PT08_S2_NMHC[383.0-900.0],Not confident
378,"PT08_S1_CO[647.0-1223.0], NMHC_GT[7.0-274.0] --> PT08_S2_NMHC[383.0-644.0], NO2_GT[2.0-80.0]",Not supported
379,PT08_S1_CO[647.0-1544.0] --> PT08_S2_NMHC[383.0-1284.0],Confident
380,"C6H6_GT[0.1-15.1], NO2_GT[2.0-32.0] --> CO_GT[0.1-3.2], PT08_S1_CO[647.0-1223.0]",Not supported
381,"PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0] --> C6H6_GT[0.1-5.1]",Confident
382,"PT08_S1_CO[647.0-1255.0], NOx_GT[2.0-419.0] --> C6H6_GT[0.1-23.1]",Confident
383,"CO_GT[0.1-6.4], PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-160.0], PT08_S3_NOx[322.0-553.0] --> NMHC_GT[7.0-301.0]",Not supported
384,"PT08_S1_CO[647.0-1479.0], C6H6_GT[0.1-11.9] --> NO2_GT[2.0-196.0]",Not confident
385,"NO2_GT[2.0-64.0] --> PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-112.0]",Confident
386,"PT08_S1_CO[647.0-807.0], PT08_S2_NMHC[383.0-1413.0] --> NO2_GT[2.0-96.0]",Not supported
387,"PT08_S1_CO[647.0-1617.0], NOx_GT[2.0-481.0] --> NO2_GT[267.0-340.0]",Not supported
388,"CO_GT[9.5-11.9], PT08_S1_CO[647.0-1544.0] --> PT08_S2_NMHC[383.0-1250.0]",Not supported
389,"CO_GT[0.1-4.2], PT08_S1_CO[647.0-1351.0], NOx_GT[2.0-288.0] --> NMHC_GT[7.0-138.0]",Not supported
390,"NMHC_GT[7.0-274.0] --> NOx_GT[2.0-32.0], NO2_GT[2.0-96.0]",Not supported
391,PT08_S4_NO2[2568.0-2775.0] --> PT08_S1_CO[647.0-1553.0],Not supported
392,"CO_GT[0.1-6.4], PT08_S1_CO[647.0-1223.0], NOx_GT[2.0-352.0] --> PT08_S2_NMHC[383.0-644.0]",Not confident
393,"PT08_S1_CO[647.0-839.0], PT08_S3_NOx[322.0-553.0] --> PT08_S2_NMHC[383.0-1413.0], NOx_GT[2.0-416.0]",Not supported
394,"PT08_S1_CO[647.0-791.0] --> PT08_S2_NMHC[383.0-1316.0], NO2_GT[2.0-160.0]",Not supported
395,"PT08_S1_CO[647.0-1479.0], NMHC_GT[306.0-1189.0] --> NO2_GT[2.0-128.0]",Not supported
396,PT08_S1_CO[647.0-968.0] --> PT08_S2_NMHC[383.0-932.0],Confident
397,"CO_GT[0.1-1.0], PT08_S1_CO[647.0-807.0], NOx_GT[2.0-70.0] --> PT08_S2_NMHC[383.0-772.0]",Not supported
398,"NO2_GT[2.0-64.0] --> PT08_S1_CO[647.0-967.0], NOx_GT[2.0-240.0]",Not confident
399,"CO_GT[0.1-5.6], PT08_S1_CO[647.0-1411.0], NOx_GT[2.0-224.0] --> C6H6_GT[0.1-5.5]",Not confident
400,"CO_GT[0.1-4.8], PT08_S1_CO[647.0-903.0], NOx_GT[2.0-224.0] --> C6H6_GT[0.1-5.5]",Confident
401,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-1512.0], NOx_GT[2.0-160.0] --> NMHC_GT[7.0-210.0], PT08_S2_NMHC[1569.0-2214.0]",Not supported
402,"PT08_S3_NOx[1420.0-2683.0], PT08_S4_NO2[1860.0-2775.0] --> PT08_S1_CO[647.0-1544.0]",Not supported
403,"PT08_S4_NO2[551.0-1669.0] --> CO_GT[0.1-3.2], C6H6_GT[42.8-63.7]",Not supported
404,"PT08_S3_NOx[1420.0-2683.0] --> PT08_S1_CO[647.0-967.0], NOx_GT[2.0-160.0]",Not supported
405,"CO_GT[6.9-11.9], PT08_S1_CO[647.0-1617.0], NOx_GT[2.0-16.0] --> C6H6_GT[0.1-22.3]",Not supported
406,"PT08_S1_CO[647.0-967.0], NOx_GT[2.0-481.0] --> C6H6_GT[0.1-10.3]",Confident
407,"NO2_GT[2.0-160.0] --> PT08_S1_CO[647.0-1095.0], NOx_GT[2.0-416.0]",Not confident
408,PT08_S1_CO[647.0-983.0] --> PT08_S2_NMHC[383.0-1020.0],Confident
409,"CO_GT[0.1-0.1], PT08_S1_CO[647.0-807.0], NOx_GT[2.0-398.0] --> PT08_S2_NMHC[383.0-601.0]",Not supported
410,"PT08_S3_NOx[1420.0-2683.0], PT08_S4_NO2[1991.0-2775.0] --> PT08_S1_CO[647.0-1580.0]",Not supported
411,"PT08_S2_NMHC[383.0-1156.0], PT08_S3_NOx[322.0-1065.0], PT08_S4_NO2[1731.0-2775.0] --> NMHC_GT[306.0-1189.0]",Not supported
412,"C6H6_GT[0.1-2.1], PT08_S2_NMHC[383.0-1284.0] --> NO2_GT[2.0-80.0]",Not supported
413,"NO2_GT[2.0-224.0] --> PT08_S1_CO[647.0-1159.0], NOx_GT[2.0-352.0]",Not confident
414,"CO_GT[6.5-11.9], PT08_S1_CO[647.0-1544.0], NOx_GT[2.0-32.0] --> C6H6_GT[0.1-22.9]",Not supported
415,"NO2_GT[2.0-96.0] --> PT08_S1_CO[647.0-967.0], NOx_GT[2.0-288.0]",Not confident
416,"CO_GT[0.1-6.0], PT08_S1_CO[647.0-1159.0], NOx_GT[2.0-224.0] --> C6H6_GT[0.1-2.3]",Not confident
417,"C6H6_GT[0.1-15.1], PT08_S4_NO2[551.0-1285.0] --> PT08_S2_NMHC[383.0-1156.0]",Confident
418,"PT08_S1_CO[647.0-967.0], NOx_GT[2.0-162.0] --> C6H6_GT[0.1-6.2]",Confident
419,"PT08_S4_NO2[2531.0-2775.0] --> PT08_S1_CO[647.0-1804.0], C6H6_GT[42.8-63.7]",Not supported
420,"NMHC_GT[7.0-193.0] --> PT08_S2_NMHC[383.0-644.0], NOx_GT[2.0-416.0], NO2_GT[2.0-160.0]",Not supported
421,"PT08_S1_CO[647.0-775.0], NMHC_GT[7.0-210.0] --> CO_GT[0.1-1.2], PT08_S2_NMHC[1451.0-2214.0]",Not supported
422,"PT08_S1_CO[647.0-1351.0] --> PT08_S2_NMHC[383.0-1413.0], NO2_GT[267.0-340.0]",Not supported
423,"PT08_S1_CO[647.0-1351.0], NOx_GT[2.0-128.0] --> C6H6_GT[0.1-14.9]",Confident
424,"C6H6_GT[0.1-15.1], PT08_S4_NO2[551.0-1285.0] --> PT08_S1_CO[647.0-698.0]",Not supported
425,"CO_GT[0.1-3.2], C6H6_GT[0.1-2.3], PT08_S2_NMHC[383.0-1156.0], NO2_GT[2.0-160.0] --> PT08_S4_NO2[551.0-759.0]",Not supported
426,"PT08_S1_CO[647.0-1617.0], NOx_GT[2.0-352.0] --> C6H6_GT[0.1-15.1]",Confident
427,"CO_GT[0.1-3.2], PT08_S1_CO[647.0-1031.0], NOx_GT[2.0-288.0] --> NMHC_GT[7.0-301.0]",Not supported
428,"CO_GT[0.1-0.9], PT08_S1_CO[647.0-1549.0], NOx_GT[2.0-481.0] --> NMHC_GT[7.0-165.0], PT08_S2_NMHC[1782.0-2214.0]",Not supported
429,PT08_S4_NO2[2141.0-2775.0] --> PT08_S1_CO[647.0-1512.0],Not supported
430,"PT08_S3_NOx[322.0-1065.0], NO2_GT[2.0-160.0], PT08_S4_NO2[1731.0-2775.0] --> PT08_S2_NMHC[383.0-1156.0]",Not supported
431,"CO_GT[9.3-11.9], PT08_S1_CO[647.0-1479.0] --> PT08_S2_NMHC[383.0-1348.0], NO2_GT[2.0-80.0]",Not supported
432,"C6H6_GT[0.1-5.5], PT08_S2_NMHC[383.0-644.0] --> CO_GT[0.1-3.2]",Not confident
433,PT08_S1_CO[647.0-1479.0] --> NMHC_GT[306.0-1189.0],Not supported
434,"CO_GT[0.1-6.0], PT08_S1_CO[647.0-1239.0], NOx_GT[2.0-224.0] --> NMHC_GT[7.0-71.0]",Not supported
