idRule,V,L,U,Side
86,NO2_GT,265,265,Y
87,PT08_S1_CO,458,695,X
87,PT08_S3_NOx,1127,1163,X
87,NO2_GT,219,221,X
87,PT08_S4_NO2,1271,1600,X
87,CO_GT,90,91,Y
87,NMHC_GT,309,426,Y
87,C6H6_GT,22,57,Y
87,PT08_S2_NMHC,1161,1229,Y
87,NOx_GT,897,897,Y
88,CO_GT,13,15,X
88,NMHC_GT,235,244,X
88,C6H6_GT,403,403,X
88,PT08_S2_NMHC,1121,1224,X
88,NO2_GT,203,217,X
88,PT08_S4_NO2,1127,1221,X
88,PT08_S1_CO,147,204,Y
88,NOx_GT,902,903,Y
88,PT08_S3_NOx,1180,1220,Y
89,NMHC_GT,10,109,X
89,C6H6_GT,400,406,X
89,NOx_GT,108,420,X
89,PT08_S3_NOx,654,661,X
89,CO_GT,72,73,Y
89,PT08_S1_CO,590,600,Y
89,PT08_S2_NMHC,1157,1170,Y
89,NO2_GT,256,256,Y
89,PT08_S4_NO2,482,570,Y
90,CO_GT,15,47,X
90,PT08_S1_CO,1028,1028,X
90,NMHC_GT,26,63,X
90,PT08_S3_NOx,133,246,X
90,PT08_S4_NO2,841,860,X
90,C6H6_GT,138,350,Y
90,PT08_S2_NMHC,74,249,Y
90,NOx_GT,599,920,Y
90,NO2_GT,109,177,Y
91,CO_GT,15,23,X
91,PT08_S1_CO,777,1023,X
91,C6H6_GT,74,235,X
91,PT08_S3_NOx,936,936,X
91,NO2_GT,265,271,X
91,PT08_S4_NO2,1121,1121,X
91,NMHC_GT,396,424,Y
91,PT08_S2_NMHC,1212,1213,Y
91,NOx_GT,704,720,Y
92,PT08_S1_CO,148,698,X
92,NMHC_GT,141,145,X
92,PT08_S2_NMHC,1104,1104,X
92,NOx_GT,176,522,X
92,NO2_GT,261,261,X
92,PT08_S4_NO2,1506,1510,X
92,CO_GT,20,29,Y
92,C6H6_GT,59,231,Y
92,PT08_S3_NOx,1162,1196,Y
93,NMHC_GT,281,339,X
93,PT08_S3_NOx,1191,1208,X
93,PT08_S4_NO2,931,1005,X
93,CO_GT,69,71,Y
93,PT08_S1_CO,563,1038,Y
93,C6H6_GT,11,22,Y
93,PT08_S2_NMHC,565,787,Y
93,NOx_GT,2,35,Y
93,NO2_GT,276,280,Y
94,C6H6_GT,322,338,X
94,NOx_GT,339,788,X
94,NO2_GT,59,139,X
94,PT08_S4_NO2,1545,1546,X
94,CO_GT,31,61,Y
94,PT08_S1_CO,1030,1036,Y
94,NMHC_GT,331,428,Y
94,PT08_S2_NMHC,432,467,Y
94,PT08_S3_NOx,114,164,Y
95,CO_GT,42,58,X
95,NOx_GT,123,305,X
95,NO2_GT,267,279,X
95,PT08_S1_CO,205,706,Y
95,NMHC_GT,187,187,Y
95,C6H6_GT,112,182,Y
95,PT08_S2_NMHC,294,333,Y
95,PT08_S3_NOx,1060,1063,Y
95,PT08_S4_NO2,206,236,Y
96,CO_GT,76,92,X
96,PT08_S1_CO,791,1036,X
96,NMHC_GT,41,233,X
96,C6H6_GT,404,404,X
96,PT08_S2_NMHC,273,653,X
96,NOx_GT,594,894,X
96,PT08_S4_NO2,1438,1449,X
96,PT08_S3_NOx,414,1149,Y
96,NO2_GT,257,259,Y
97,CO_GT,35,35,X
97,PT08_S2_NMHC,1228,1231,X
97,NOx_GT,488,919,X
97,PT08_S4_NO2,189,252,X
97,PT08_S1_CO,25,33,Y
97,NMHC_GT,96,420,Y
97,C6H6_GT,153,153,Y
97,PT08_S3_NOx,135,142,Y
97,NO2_GT,24,24,Y
98,CO_GT,52,65,X
98,PT08_S2_NMHC,1071,1160,X
98,PT08_S3_NOx,1200,1218,X
98,PT08_S4_NO2,1600,1600,X
98,PT08_S1_CO,398,501,Y
98,NMHC_GT,328,371,Y
98,C6H6_GT,90,106,Y
98,NOx_GT,422,442,Y
98,NO2_GT,109,111,Y
99,CO_GT,60,88,X
99,PT08_S1_CO,1034,1034,X
99,NMHC_GT,7,52,X
99,PT08_S2_NMHC,1165,1223,X
99,PT08_S3_NOx,1180,1207,X
99,C6H6_GT,349,351,Y
99,NOx_GT,573,921,Y
99,NO2_GT,180,183,Y
99,PT08_S4_NO2,1542,1555,Y
100,CO_GT,9,21,X
100,PT08_S1_CO,1026,1026,X
100,NMHC_GT,9,84,X
100,PT08_S2_NMHC,1220,1222,X
100,NOx_GT,201,202,X
100,PT08_S3_NOx,1051,1192,X
100,NO2_GT,264,264,X
100,PT08_S4_NO2,1331,1601,X
100,C6H6_GT,393,401,Y
101,CO_GT,51,53,X
101,NMHC_GT,199,227,X
101,C6H6_GT,174,184,X
101,PT08_S4_NO2,1445,1600,X
101,PT08_S1_CO,762,958,Y
101,PT08_S2_NMHC,1086,1087,Y
101,NOx_GT,400,509,Y
101,PT08_S3_NOx,1125,1125,Y
101,NO2_GT,242,257,Y
102,CO_GT,71,76,X
102,NMHC_GT,411,411,X
102,NOx_GT,898,903,X
102,PT08_S4_NO2,1058,1139,X
102,PT08_S1_CO,1040,1040,Y
102,C6H6_GT,46,172,Y
102,PT08_S2_NMHC,1031,1054,Y
102,PT08_S3_NOx,164,166,Y
102,NO2_GT,256,256,Y
103,CO_GT,37,53,X
103,PT08_S1_CO,958,1029,X
103,C6H6_GT,33,56,X
103,PT08_S3_NOx,853,1219,X
103,PT08_S4_NO2,1399,1601,X
103,NMHC_GT,297,324,Y
103,PT08_S2_NMHC,1061,1064,Y
103,NOx_GT,145,431,Y
103,NO2_GT,84,120,Y
104,CO_GT,36,36,X
104,NMHC_GT,183,186,X
104,NOx_GT,76,76,X
104,NO2_GT,256,273,X
104,PT08_S4_NO2,1046,1540,X
104,PT08_S1_CO,1040,1040,Y
104,C6H6_GT,177,184,Y
104,PT08_S2_NMHC,1234,1244,Y
104,PT08_S3_NOx,1071,1094,Y
105,CO_GT,81,81,X
105,PT08_S1_CO,1040,1040,X
105,NMHC_GT,49,201,X
105,C6H6_GT,197,261,X
105,PT08_S2_NMHC,70,245,X
105,PT08_S3_NOx,272,296,X
105,NO2_GT,86,86,X
105,NOx_GT,483,497,Y
105,PT08_S4_NO2,1198,1353,Y
106,PT08_S1_CO,851,1040,X
106,NMHC_GT,208,375,X
106,C6H6_GT,80,111,X
106,NOx_GT,516,519,X
106,PT08_S3_NOx,1026,1043,X
106,NO2_GT,282,282,X
106,CO_GT,11,11,Y
106,PT08_S2_NMHC,818,1164,Y
106,PT08_S4_NO2,87,601,Y
107,NMHC_GT,282,292,X
107,PT08_S3_NOx,58,718,X
107,CO_GT,72,75,Y
107,PT08_S1_CO,842,871,Y
107,C6H6_GT,45,83,Y
107,PT08_S2_NMHC,1173,1175,Y
107,NOx_GT,419,420,Y
107,NO2_GT,274,280,Y
107,PT08_S4_NO2,1344,1433,Y
108,CO_GT,48,52,X
108,C6H6_GT,39,215,X
108,PT08_S3_NOx,1216,1217,X
108,PT08_S1_CO,91,202,Y
108,NMHC_GT,37,37,Y
108,PT08_S2_NMHC,1187,1197,Y
108,NOx_GT,273,273,Y
108,NO2_GT,117,140,Y
108,PT08_S4_NO2,638,1370,Y
109,PT08_S1_CO,1040,1040,X
109,NMHC_GT,36,62,X
109,NOx_GT,740,899,X
109,PT08_S3_NOx,247,247,X
109,CO_GT,6,13,Y
109,C6H6_GT,330,405,Y
109,PT08_S2_NMHC,1100,1151,Y
109,NO2_GT,148,149,Y
109,PT08_S4_NO2,1115,1494,Y
110,PT08_S1_CO,631,780,X
110,NMHC_GT,318,390,X
110,C6H6_GT,388,406,X
110,PT08_S3_NOx,1045,1145,X
110,NO2_GT,269,269,X
110,PT08_S4_NO2,1491,1556,X
110,CO_GT,52,79,Y
110,PT08_S2_NMHC,1195,1200,Y
110,NOx_GT,585,655,Y
111,CO_GT,91,95,X
111,NMHC_GT,405,406,X
111,C6H6_GT,102,241,X
111,PT08_S3_NOx,1218,1218,X
111,NO2_GT,150,167,X
111,PT08_S4_NO2,1558,1593,X
111,PT08_S1_CO,359,447,Y
111,PT08_S2_NMHC,1079,1079,Y
111,NOx_GT,275,380,Y
112,PT08_S2_NMHC,401,535,X
112,NOx_GT,184,412,X
112,PT08_S4_NO2,1032,1120,X
112,CO_GT,35,62,Y
112,PT08_S1_CO,1032,1037,Y
112,NMHC_GT,294,294,Y
112,C6H6_GT,406,406,Y
112,PT08_S3_NOx,335,335,Y
112,NO2_GT,38,43,Y
113,CO_GT,9,19,X
113,PT08_S2_NMHC,184,408,X
113,PT08_S3_NOx,1058,1081,X
113,NO2_GT,140,184,X
113,PT08_S4_NO2,1096,1602,X
113,PT08_S1_CO,105,489,Y
113,NMHC_GT,288,309,Y
113,C6H6_GT,82,237,Y
113,NOx_GT,388,455,Y
114,CO_GT,53,55,X
114,NMHC_GT,215,234,X
114,C6H6_GT,358,361,X
114,PT08_S2_NMHC,510,541,X
114,NOx_GT,354,399,X
114,NO2_GT,268,281,X
114,PT08_S4_NO2,1538,1602,X
114,PT08_S1_CO,314,650,Y
114,PT08_S3_NOx,51,102,Y
115,NMHC_GT,296,310,X
115,C6H6_GT,104,250,X
115,NO2_GT,276,281,X
115,PT08_S4_NO2,1539,1601,X
115,CO_GT,5,7,Y
115,PT08_S1_CO,968,1040,Y
115,PT08_S2_NMHC,1203,1207,Y
115,NOx_GT,597,627,Y
115,PT08_S3_NOx,873,1186,Y
116,CO_GT,37,66,X
116,PT08_S1_CO,39,89,X
116,C6H6_GT,389,389,X
116,PT08_S2_NMHC,471,471,X
116,PT08_S4_NO2,1557,1602,X
116,NMHC_GT,238,254,Y
116,NOx_GT,132,250,Y
116,PT08_S3_NOx,644,981,Y
116,NO2_GT,22,89,Y
117,NOx_GT,227,244,X
117,PT08_S3_NOx,1217,1219,X
117,NO2_GT,119,119,X
117,PT08_S4_NO2,1585,1586,X
117,CO_GT,84,88,Y
117,PT08_S1_CO,666,667,Y
117,NMHC_GT,40,202,Y
117,C6H6_GT,253,253,Y
117,PT08_S2_NMHC,1037,1232,Y
118,CO_GT,34,37,X
118,NMHC_GT,18,69,X
118,NOx_GT,145,157,X
118,NO2_GT,155,236,X
118,PT08_S4_NO2,1239,1600,X
118,PT08_S1_CO,582,626,Y
118,C6H6_GT,38,86,Y
118,PT08_S2_NMHC,557,567,Y
118,PT08_S3_NOx,1064,1095,Y
119,C6H6_GT,48,62,X
119,PT08_S4_NO2,1592,1600,X
119,CO_GT,65,68,Y
119,PT08_S1_CO,135,135,Y
119,NMHC_GT,416,418,Y
119,PT08_S2_NMHC,530,600,Y
119,NOx_GT,622,726,Y
119,PT08_S3_NOx,1129,1134,Y
119,NO2_GT,16,29,Y
120,CO_GT,77,84,X
120,PT08_S1_CO,1030,1030,X
120,NMHC_GT,42,112,X
120,C6H6_GT,138,169,X
120,PT08_S3_NOx,146,324,X
120,NO2_GT,214,223,X
120,PT08_S4_NO2,212,213,X
120,PT08_S2_NMHC,1158,1187,Y
120,NOx_GT,2,344,Y
121,PT08_S2_NMHC,154,207,X
121,NOx_GT,370,397,X
121,NO2_GT,261,264,X
121,PT08_S4_NO2,1595,1597,X
121,CO_GT,6,8,Y
121,PT08_S1_CO,1040,1040,Y
121,NMHC_GT,20,22,Y
121,C6H6_GT,101,131,Y
121,PT08_S3_NOx,1119,1180,Y
122,CO_GT,45,45,X
122,NMHC_GT,10,205,X
122,C6H6_GT,358,403,X
122,NOx_GT,806,810,X
122,NO2_GT,280,280,X
122,PT08_S4_NO2,1601,1601,X
122,PT08_S1_CO,23,499,Y
122,PT08_S2_NMHC,190,966,Y
122,PT08_S3_NOx,498,1061,Y
123,CO_GT,69,81,X
123,C6H6_GT,16,16,X
123,PT08_S3_NOx,399,461,X
123,PT08_S4_NO2,1602,1602,X
123,PT08_S1_CO,56,61,Y
123,NMHC_GT,339,390,Y
123,PT08_S2_NMHC,1028,1068,Y
123,NOx_GT,125,179,Y
123,NO2_GT,0,255,Y
124,CO_GT,47,47,X
124,NMHC_GT,10,49,X
124,PT08_S2_NMHC,1104,1193,X
124,PT08_S3_NOx,1220,1220,X
124,NO2_GT,258,258,X
124,PT08_S4_NO2,1601,1602,X
124,PT08_S1_CO,688,1025,Y
124,C6H6_GT,207,212,Y
124,NOx_GT,424,573,Y
125,PT08_S1_CO,1034,1035,X
125,NMHC_GT,114,114,X
125,C6H6_GT,113,126,X
125,PT08_S2_NMHC,1081,1081,X
125,NOx_GT,335,352,X
125,PT08_S3_NOx,447,623,X
125,NO2_GT,274,276,X
125,PT08_S4_NO2,538,666,X
125,CO_GT,85,87,Y
126,PT08_S1_CO,1025,1040,X
126,NMHC_GT,35,128,X
126,PT08_S2_NMHC,117,117,X
126,PT08_S3_NOx,697,698,X
126,PT08_S4_NO2,601,758,X
126,CO_GT,74,85,Y
126,C6H6_GT,180,191,Y
126,NOx_GT,73,79,Y
126,NO2_GT,274,278,Y
127,CO_GT,64,64,X
127,NO2_GT,275,280,X
127,PT08_S4_NO2,1137,1165,X
127,PT08_S1_CO,882,997,Y
127,NMHC_GT,50,213,Y
127,C6H6_GT,213,398,Y
127,PT08_S2_NMHC,1177,1244,Y
127,NOx_GT,482,585,Y
127,PT08_S3_NOx,1217,1219,Y
128,CO_GT,90,91,X
128,NMHC_GT,102,110,X
128,C6H6_GT,205,223,X
128,PT08_S2_NMHC,28,58,X
128,NOx_GT,139,147,X
128,PT08_S3_NOx,1186,1218,X
128,PT08_S4_NO2,1544,1550,X
128,PT08_S1_CO,348,979,Y
128,NO2_GT,35,122,Y
129,CO_GT,56,67,X
129,NMHC_GT,147,157,X
129,PT08_S2_NMHC,820,902,X
129,PT08_S4_NO2,1571,1598,X
129,PT08_S1_CO,1024,1040,Y
129,C6H6_GT,400,404,Y
129,NOx_GT,917,917,Y
129,PT08_S3_NOx,1200,1220,Y
129,NO2_GT,33,100,Y
130,CO_GT,6,47,X
130,NOx_GT,295,924,X
130,PT08_S3_NOx,1219,1220,X
130,NO2_GT,22,254,X
130,PT08_S4_NO2,1573,1600,X
130,PT08_S1_CO,738,967,Y
130,NMHC_GT,6,7,Y
130,C6H6_GT,80,81,Y
130,PT08_S2_NMHC,1033,1216,Y
131,PT08_S1_CO,1038,1040,X
131,PT08_S3_NOx,665,930,X
131,PT08_S4_NO2,782,1589,X
131,CO_GT,48,49,Y
131,NMHC_GT,128,139,Y
131,C6H6_GT,348,349,Y
131,PT08_S2_NMHC,1188,1202,Y
131,NOx_GT,404,457,Y
131,NO2_GT,88,249,Y
132,PT08_S1_CO,1025,1040,X
132,C6H6_GT,372,380,X
132,NOx_GT,258,746,X
132,PT08_S3_NOx,138,347,X
132,NO2_GT,156,156,X
132,CO_GT,42,44,Y
132,NMHC_GT,83,238,Y
132,PT08_S2_NMHC,1038,1224,Y
132,PT08_S4_NO2,1233,1536,Y
133,PT08_S1_CO,798,944,X
133,C6H6_GT,97,124,X
133,PT08_S3_NOx,1199,1199,X
133,NO2_GT,270,276,X
133,PT08_S4_NO2,1600,1600,X
133,CO_GT,12,31,Y
133,NMHC_GT,25,115,Y
133,PT08_S2_NMHC,1105,1132,Y
133,NOx_GT,55,455,Y
134,CO_GT,26,63,X
134,NOx_GT,653,702,X
134,PT08_S3_NOx,1038,1220,X
134,PT08_S4_NO2,1600,1602,X
134,PT08_S1_CO,960,1007,Y
134,NMHC_GT,428,428,Y
134,C6H6_GT,288,294,Y
134,PT08_S2_NMHC,539,707,Y
134,NO2_GT,153,277,Y
135,CO_GT,27,27,X
135,NMHC_GT,392,393,X
135,NOx_GT,79,175,X
135,PT08_S3_NOx,1140,1196,X
135,PT08_S4_NO2,1541,1597,X
135,PT08_S1_CO,615,663,Y
135,C6H6_GT,300,376,Y
135,PT08_S2_NMHC,329,331,Y
135,NO2_GT,273,273,Y
136,CO_GT,19,28,X
136,PT08_S1_CO,801,813,X
136,C6H6_GT,180,386,X
136,PT08_S3_NOx,120,121,X
136,NO2_GT,258,263,X
136,PT08_S4_NO2,1601,1601,X
136,NMHC_GT,367,370,Y
136,PT08_S2_NMHC,1230,1243,Y
136,NOx_GT,919,924,Y
137,PT08_S1_CO,318,941,X
137,NMHC_GT,46,50,X
137,NOx_GT,609,890,X
137,PT08_S3_NOx,1022,1022,X
137,NO2_GT,145,278,X
137,CO_GT,7,33,Y
137,C6H6_GT,157,218,Y
137,PT08_S2_NMHC,762,1145,Y
137,PT08_S4_NO2,28,907,Y
138,CO_GT,0,10,X
138,NMHC_GT,34,34,X
138,C6H6_GT,130,135,X
138,PT08_S2_NMHC,742,762,X
138,NOx_GT,397,423,X
138,PT08_S4_NO2,1546,1601,X
138,PT08_S1_CO,851,851,Y
138,PT08_S3_NOx,1039,1044,Y
138,NO2_GT,282,282,Y
139,CO_GT,14,14,X
139,PT08_S1_CO,1033,1040,X
139,PT08_S2_NMHC,187,594,X
139,NOx_GT,904,905,X
139,NMHC_GT,165,165,Y
139,C6H6_GT,263,334,Y
139,PT08_S3_NOx,1117,1117,Y
139,NO2_GT,158,158,Y
139,PT08_S4_NO2,1006,1049,Y
140,NOx_GT,655,729,X
140,PT08_S3_NOx,131,560,X
140,NO2_GT,282,282,X
140,PT08_S4_NO2,1342,1565,X
140,CO_GT,12,17,Y
140,PT08_S1_CO,752,752,Y
140,NMHC_GT,16,19,Y
140,C6H6_GT,107,110,Y
140,PT08_S2_NMHC,1054,1137,Y
141,NMHC_GT,99,106,X
141,NOx_GT,661,750,X
141,PT08_S4_NO2,1578,1590,X
141,CO_GT,73,75,Y
141,PT08_S1_CO,4,175,Y
141,C6H6_GT,101,114,Y
141,PT08_S2_NMHC,1150,1227,Y
141,PT08_S3_NOx,1087,1113,Y
141,NO2_GT,265,266,Y
142,CO_GT,5,15,X
142,NMHC_GT,106,106,X
142,NOx_GT,690,802,X
142,PT08_S3_NOx,347,353,X
142,NO2_GT,84,184,X
142,PT08_S4_NO2,1393,1397,X
142,PT08_S1_CO,582,583,Y
142,C6H6_GT,10,19,Y
142,PT08_S2_NMHC,346,375,Y
143,CO_GT,53,55,X
143,NMHC_GT,133,243,X
143,PT08_S2_NMHC,299,992,X
143,NOx_GT,194,222,X
143,NO2_GT,275,278,X
143,PT08_S1_CO,825,1038,Y
143,C6H6_GT,82,83,Y
143,PT08_S3_NOx,1167,1167,Y
143,PT08_S4_NO2,102,253,Y
144,PT08_S1_CO,339,379,X
144,C6H6_GT,374,388,X
144,NO2_GT,266,275,X
144,PT08_S4_NO2,1329,1477,X
144,CO_GT,7,32,Y
144,NMHC_GT,410,410,Y
144,PT08_S2_NMHC,1187,1222,Y
144,NOx_GT,646,710,Y
144,PT08_S3_NOx,319,991,Y
145,PT08_S1_CO,1028,1040,X
145,C6H6_GT,97,225,X
145,NO2_GT,162,167,X
145,PT08_S4_NO2,1573,1576,X
145,CO_GT,64,74,Y
145,NMHC_GT,259,315,Y
145,PT08_S2_NMHC,1058,1069,Y
145,NOx_GT,599,888,Y
145,PT08_S3_NOx,586,651,Y
146,CO_GT,14,15,X
146,NMHC_GT,196,219,X
146,NOx_GT,139,186,X
146,NO2_GT,208,233,X
146,PT08_S4_NO2,1556,1564,X
146,PT08_S1_CO,295,357,Y
146,C6H6_GT,398,406,Y
146,PT08_S2_NMHC,1232,1233,Y
146,PT08_S3_NOx,157,415,Y
147,CO_GT,73,85,X
147,PT08_S1_CO,1040,1040,X
147,NMHC_GT,36,144,X
147,C6H6_GT,86,87,X
147,PT08_S2_NMHC,1154,1173,X
147,NO2_GT,84,197,X
147,NOx_GT,168,211,Y
147,PT08_S3_NOx,1220,1220,Y
147,PT08_S4_NO2,10,878,Y
148,PT08_S1_CO,1027,1027,X
148,NMHC_GT,88,250,X
148,C6H6_GT,386,400,X
148,PT08_S3_NOx,475,650,X
148,NO2_GT,119,232,X
148,PT08_S4_NO2,361,653,X
148,CO_GT,49,51,Y
148,PT08_S2_NMHC,492,493,Y
148,NOx_GT,182,473,Y
149,C6H6_GT,290,291,X
149,NOx_GT,593,628,X
149,PT08_S3_NOx,1004,1216,X
149,NO2_GT,277,279,X
149,PT08_S4_NO2,1533,1602,X
149,CO_GT,28,54,Y
149,PT08_S1_CO,579,625,Y
149,NMHC_GT,254,254,Y
149,PT08_S2_NMHC,1222,1244,Y
150,CO_GT,68,68,X
150,PT08_S1_CO,1025,1026,X
150,PT08_S2_NMHC,500,508,X
150,PT08_S3_NOx,1163,1220,X
150,NO2_GT,258,282,X
150,PT08_S4_NO2,1268,1546,X
150,NMHC_GT,417,420,Y
150,C6H6_GT,326,369,Y
150,NOx_GT,198,202,Y
151,CO_GT,68,88,X
151,PT08_S1_CO,1032,1035,X
151,NMHC_GT,109,110,X
151,C6H6_GT,212,217,X
151,PT08_S2_NMHC,1163,1244,X
151,PT08_S3_NOx,1154,1220,X
151,NOx_GT,548,625,Y
151,NO2_GT,130,141,Y
151,PT08_S4_NO2,1255,1602,Y
152,CO_GT,77,77,X
152,NMHC_GT,102,151,X
152,C6H6_GT,406,406,X
152,PT08_S2_NMHC,1096,1237,X
152,NOx_GT,83,487,X
152,NO2_GT,82,205,X
152,PT08_S1_CO,1040,1040,Y
152,PT08_S3_NOx,434,931,Y
152,PT08_S4_NO2,1602,1602,Y
153,CO_GT,84,87,X
153,C6H6_GT,3,51,X
153,PT08_S4_NO2,1065,1294,X
153,PT08_S1_CO,806,959,Y
153,NMHC_GT,342,346,Y
153,PT08_S2_NMHC,1044,1222,Y
153,NOx_GT,171,176,Y
153,PT08_S3_NOx,512,704,Y
153,NO2_GT,152,154,Y
154,CO_GT,66,91,X
154,NMHC_GT,382,427,X
154,PT08_S2_NMHC,910,972,X
154,PT08_S4_NO2,10,27,X
154,PT08_S1_CO,1040,1040,Y
154,C6H6_GT,279,391,Y
154,NOx_GT,646,881,Y
154,PT08_S3_NOx,1170,1220,Y
154,NO2_GT,107,114,Y
155,PT08_S2_NMHC,348,952,X
155,NOx_GT,291,628,X
155,NO2_GT,67,113,X
155,PT08_S4_NO2,1590,1600,X
155,CO_GT,68,83,Y
155,PT08_S1_CO,1040,1040,Y
155,NMHC_GT,0,2,Y
155,C6H6_GT,300,345,Y
155,PT08_S3_NOx,249,249,Y
156,CO_GT,83,83,X
156,NMHC_GT,312,381,X
156,PT08_S2_NMHC,477,554,X
156,PT08_S3_NOx,961,1084,X
156,NO2_GT,271,279,X
156,PT08_S1_CO,106,106,Y
156,C6H6_GT,116,130,Y
156,NOx_GT,258,300,Y
156,PT08_S4_NO2,638,702,Y
157,NMHC_GT,13,235,X
157,PT08_S2_NMHC,1234,1244,X
157,NOx_GT,12,232,X
157,PT08_S3_NOx,1032,1046,X
157,PT08_S4_NO2,1164,1600,X
157,CO_GT,92,92,Y
157,PT08_S1_CO,903,971,Y
157,C6H6_GT,139,139,Y
157,NO2_GT,137,171,Y
158,PT08_S2_NMHC,5,56,X
158,NOx_GT,333,505,X
158,PT08_S3_NOx,1114,1163,X
158,NO2_GT,265,270,X
158,CO_GT,59,59,Y
158,PT08_S1_CO,66,67,Y
158,NMHC_GT,403,403,Y
158,C6H6_GT,185,191,Y
158,PT08_S4_NO2,854,1583,Y
159,CO_GT,82,87,X
159,NMHC_GT,7,163,X
159,C6H6_GT,403,406,X
159,PT08_S2_NMHC,1127,1138,X
159,NOx_GT,38,327,X
159,PT08_S4_NO2,457,1015,X
159,PT08_S1_CO,1032,1036,Y
159,PT08_S3_NOx,924,924,Y
159,NO2_GT,135,244,Y
160,NMHC_GT,140,145,X
160,PT08_S2_NMHC,429,482,X
160,NOx_GT,57,320,X
160,PT08_S3_NOx,41,328,X
160,PT08_S4_NO2,1184,1188,X
160,CO_GT,64,68,Y
160,PT08_S1_CO,1040,1040,Y
160,C6H6_GT,150,163,Y
160,NO2_GT,168,172,Y
161,NMHC_GT,214,240,X
161,PT08_S2_NMHC,1095,1149,X
161,CO_GT,20,46,Y
161,PT08_S1_CO,747,1035,Y
161,C6H6_GT,134,188,Y
161,NOx_GT,575,605,Y
161,PT08_S3_NOx,1025,1216,Y
161,NO2_GT,256,267,Y
161,PT08_S4_NO2,785,1596,Y
162,PT08_S1_CO,1039,1040,X
162,NMHC_GT,196,196,X
162,PT08_S2_NMHC,1125,1127,X
162,PT08_S3_NOx,748,748,X
162,NO2_GT,169,169,X
162,CO_GT,10,14,Y
162,C6H6_GT,318,347,Y
162,NOx_GT,232,255,Y
162,PT08_S4_NO2,543,766,Y
163,CO_GT,18,29,X
163,NMHC_GT,65,71,X
163,C6H6_GT,176,178,X
163,PT08_S2_NMHC,19,967,X
163,PT08_S4_NO2,1368,1434,X
163,PT08_S1_CO,41,42,Y
163,NOx_GT,281,737,Y
163,PT08_S3_NOx,1025,1144,Y
163,NO2_GT,281,282,Y
164,CO_GT,64,64,X
164,PT08_S1_CO,1040,1040,X
164,NMHC_GT,219,233,X
164,PT08_S2_NMHC,1139,1148,X
164,NOx_GT,897,898,X
164,PT08_S3_NOx,1182,1182,X
164,NO2_GT,260,262,X
164,PT08_S4_NO2,1036,1288,X
164,C6H6_GT,118,119,Y
165,NMHC_GT,199,221,X
165,PT08_S2_NMHC,1098,1218,X
165,CO_GT,33,44,Y
165,PT08_S1_CO,1031,1040,Y
165,C6H6_GT,67,130,Y
165,NOx_GT,305,336,Y
165,PT08_S3_NOx,1069,1069,Y
165,NO2_GT,273,275,Y
165,PT08_S4_NO2,504,949,Y
166,PT08_S1_CO,330,378,X
166,C6H6_GT,402,402,X
166,PT08_S2_NMHC,655,1001,X
166,NO2_GT,266,275,X
166,PT08_S4_NO2,1382,1536,X
166,CO_GT,12,55,Y
166,NMHC_GT,171,184,Y
166,NOx_GT,898,908,Y
166,PT08_S3_NOx,827,1191,Y
167,C6H6_GT,4,88,X
167,PT08_S3_NOx,1109,1216,X
167,NO2_GT,181,183,X
167,PT08_S4_NO2,1411,1450,X
167,CO_GT,77,77,Y
167,PT08_S1_CO,850,855,Y
167,NMHC_GT,374,426,Y
167,PT08_S2_NMHC,1166,1241,Y
167,NOx_GT,42,279,Y
168,CO_GT,38,43,X
168,PT08_S1_CO,245,290,X
168,NMHC_GT,423,428,X
168,NOx_GT,226,229,X
168,PT08_S3_NOx,1052,1216,X
168,NO2_GT,257,257,X
168,C6H6_GT,151,252,Y
168,PT08_S2_NMHC,235,404,Y
168,PT08_S4_NO2,1096,1128,Y
169,CO_GT,0,7,X
169,NMHC_GT,76,227,X
169,C6H6_GT,39,137,X
169,PT08_S2_NMHC,487,523,X
169,NO2_GT,77,81,X
169,PT08_S4_NO2,1480,1507,X
169,PT08_S1_CO,167,928,Y
169,NOx_GT,589,907,Y
169,PT08_S3_NOx,503,1001,Y
170,CO_GT,58,58,X
170,NOx_GT,698,700,X
170,PT08_S3_NOx,1164,1217,X
170,PT08_S4_NO2,1026,1597,X
170,PT08_S1_CO,887,1004,Y
170,NMHC_GT,36,185,Y
170,C6H6_GT,278,343,Y
170,PT08_S2_NMHC,264,357,Y
170,NO2_GT,256,270,Y
171,CO_GT,72,72,X
171,C6H6_GT,392,396,X
171,PT08_S2_NMHC,1035,1220,X
171,PT08_S4_NO2,1416,1559,X
171,PT08_S1_CO,458,717,Y
171,NMHC_GT,396,398,Y
171,NOx_GT,172,289,Y
171,PT08_S3_NOx,1219,1220,Y
171,NO2_GT,134,276,Y
172,CO_GT,85,87,X
172,NMHC_GT,168,192,X
172,C6H6_GT,225,245,X
172,PT08_S2_NMHC,721,754,X
172,NO2_GT,258,274,X
172,PT08_S4_NO2,951,1011,X
172,PT08_S1_CO,1038,1038,Y
172,NOx_GT,915,919,Y
172,PT08_S3_NOx,54,126,Y
173,CO_GT,33,33,X
173,NMHC_GT,88,226,X
173,C6H6_GT,401,402,X
173,PT08_S2_NMHC,422,431,X
173,NOx_GT,276,353,X
173,PT08_S4_NO2,1561,1561,X
173,PT08_S1_CO,466,467,Y
