idRule,V,L,U,Side
259,PT08_S2_NMHC,0,108,Y
260,CO_GT,0,47,X
260,NOx_GT,0,92,X
260,PT08_S4_NO2,0,970,Y
261,NOx_GT,768,924,X
261,PT08_S2_NMHC,0,1000,Y
262,PT08_S2_NMHC,0,340,X
262,NO2_GT,0,205,X
262,PT08_S4_NO2,1068,1602,X
262,PT08_S3_NOx,0,804,Y
263,C6H6_GT,0,38,X
263,PT08_S2_NMHC,0,348,X
263,PT08_S3_NOx,0,708,Y
264,PT08_S4_NO2,1280,1602,X
264,NOx_GT,0,508,Y
265,PT08_S2_NMHC,0,1020,X
265,PT08_S4_NO2,1536,1602,X
265,NMHC_GT,192,428,Y
266,CO_GT,0,60,X
266,NOx_GT,640,924,X
266,C6H6_GT,256,406,Y
266,PT08_S4_NO2,0,1474,Y
267,CO_GT,0,31,X
267,NOx_GT,608,924,X
267,NMHC_GT,256,428,Y
268,C6H6_GT,0,214,X
268,NOx_GT,0,220,Y
269,C6H6_GT,0,214,X
269,NOx_GT,0,412,Y
270,CO_GT,0,39,X
270,C6H6_GT,320,406,Y
270,PT08_S2_NMHC,0,476,Y
270,NO2_GT,256,282,Y
271,PT08_S2_NMHC,0,988,X
271,NO2_GT,0,26,X
271,PT08_S4_NO2,1024,1602,X
271,PT08_S3_NOx,0,196,Y
272,CO_GT,0,9,X
272,PT08_S4_NO2,0,994,Y
273,C6H6_GT,0,278,X
273,NOx_GT,512,924,Y
273,PT08_S4_NO2,0,66,Y
274,NMHC_GT,304,428,X
274,C6H6_GT,0,254,X
274,NOx_GT,512,924,Y
275,PT08_S1_CO,0,912,X
275,PT08_S3_NOx,1024,1220,X
275,C6H6_GT,0,86,Y
276,CO_GT,0,1,X
276,NOx_GT,544,924,X
276,PT08_S4_NO2,0,1378,Y
277,PT08_S2_NMHC,0,701,X
277,NO2_GT,0,222,X
277,PT08_S4_NO2,1592,1602,X
277,PT08_S3_NOx,0,75,Y
278,CO_GT,0,7,X
278,NOx_GT,528,924,X
278,NMHC_GT,384,428,Y
279,PT08_S1_CO,0,142,X
279,C6H6_GT,365,406,X
279,NOx_GT,671,924,X
279,PT08_S4_NO2,448,1602,X
279,PT08_S3_NOx,1152,1220,Y
280,C6H6_GT,0,54,X
280,PT08_S2_NMHC,0,476,X
280,PT08_S3_NOx,0,708,Y
281,C6H6_GT,0,246,X
281,NOx_GT,0,316,Y
282,NOx_GT,352,924,X
282,PT08_S1_CO,0,784,Y
282,PT08_S2_NMHC,0,508,Y
282,PT08_S4_NO2,0,834,Y
283,NMHC_GT,0,172,X
283,PT08_S2_NMHC,0,732,X
283,NOx_GT,256,924,X
283,PT08_S3_NOx,512,1220,X
283,NO2_GT,128,282,X
283,CO_GT,32,95,Y
284,C6H6_GT,0,94,X
284,PT08_S2_NMHC,0,801,X
284,NO2_GT,272,282,X
284,PT08_S4_NO2,0,1090,Y
285,NMHC_GT,256,428,X
285,C6H6_GT,0,254,X
285,CO_GT,32,95,Y
286,PT08_S4_NO2,512,1602,X
286,NMHC_GT,256,428,Y
286,C6H6_GT,256,406,Y
286,PT08_S2_NMHC,0,604,Y
287,NMHC_GT,0,5,X
287,C6H6_GT,0,15,X
287,PT08_S2_NMHC,0,668,X
287,PT08_S4_NO2,0,594,X
287,PT08_S1_CO,0,808,Y
288,CO_GT,0,23,X
288,C6H6_GT,0,182,X
288,NOx_GT,0,476,Y
289,C6H6_GT,256,406,X
289,PT08_S4_NO2,256,1602,X
289,CO_GT,0,31,Y
290,C6H6_GT,0,254,X
290,NMHC_GT,320,428,Y
290,NOx_GT,0,732,Y
291,NMHC_GT,0,172,X
291,C6H6_GT,0,86,X
291,PT08_S2_NMHC,0,476,X
291,PT08_S1_CO,0,528,Y
292,PT08_S2_NMHC,0,220,X
292,PT08_S4_NO2,1024,1602,X
292,PT08_S1_CO,512,1040,Y
293,CO_GT,0,55,X
293,NMHC_GT,0,105,X
293,PT08_S4_NO2,0,1002,Y
294,NMHC_GT,0,236,X
294,PT08_S2_NMHC,0,604,Y
294,NOx_GT,448,924,Y
294,PT08_S4_NO2,1024,1602,Y
295,PT08_S2_NMHC,0,476,X
295,NO2_GT,0,218,X
295,PT08_S4_NO2,1152,1602,X
295,NMHC_GT,0,236,Y
296,C6H6_GT,0,254,X
296,PT08_S2_NMHC,0,700,X
296,NMHC_GT,352,428,Y
297,C6H6_GT,400,406,X
297,PT08_S2_NMHC,0,740,X
297,NO2_GT,0,238,Y
298,PT08_S1_CO,0,528,X
298,PT08_S4_NO2,0,578,Y
299,NMHC_GT,314,428,X
299,C6H6_GT,0,247,X
299,PT08_S4_NO2,0,984,X
299,NOx_GT,298,924,Y
300,CO_GT,0,31,X
300,PT08_S4_NO2,0,994,Y
301,C6H6_GT,256,406,X
301,PT08_S2_NMHC,0,220,X
301,NO2_GT,0,250,Y
302,C6H6_GT,0,182,X
302,PT08_S2_NMHC,0,924,X
302,NO2_GT,0,154,Y
303,PT08_S4_NO2,1024,1602,X
303,PT08_S1_CO,0,976,Y
304,C6H6_GT,0,214,X
304,NOx_GT,0,476,Y
305,C6H6_GT,256,406,X
305,PT08_S2_NMHC,0,476,X
305,PT08_S1_CO,0,784,Y
306,C6H6_GT,0,150,X
306,PT08_S2_NMHC,0,412,X
306,PT08_S3_NOx,0,708,Y
307,NMHC_GT,405,428,X
307,C6H6_GT,0,255,X
307,NOx_GT,550,924,Y
308,PT08_S2_NMHC,0,28,X
308,NO2_GT,0,234,X
308,PT08_S4_NO2,1504,1602,X
308,NMHC_GT,0,188,Y
309,CO_GT,0,63,X
309,PT08_S4_NO2,0,994,Y
310,C6H6_GT,0,22,X
310,PT08_S2_NMHC,0,476,X
310,NMHC_GT,0,172,Y
311,CO_GT,0,31,X
311,PT08_S4_NO2,0,1010,Y
312,NMHC_GT,288,428,X
312,C6H6_GT,0,254,X
312,PT08_S4_NO2,0,578,X
312,NOx_GT,336,924,Y
313,CO_GT,0,47,X
313,C6H6_GT,256,406,Y
313,PT08_S2_NMHC,0,668,Y
313,NO2_GT,256,282,Y
314,NO2_GT,0,2,X
314,PT08_S4_NO2,1160,1602,X
314,PT08_S2_NMHC,1024,1244,Y
315,CO_GT,0,31,X
315,NOx_GT,512,924,X
315,NO2_GT,0,154,X
315,C6H6_GT,256,406,Y
316,NMHC_GT,368,428,X
316,C6H6_GT,0,254,X
316,PT08_S4_NO2,0,283,X
316,NOx_GT,262,924,Y
317,C6H6_GT,0,246,X
317,NOx_GT,0,348,Y
318,PT08_S3_NOx,1024,1220,X
318,NOx_GT,0,319,Y
319,PT08_S2_NMHC,0,604,X
319,NO2_GT,0,138,X
319,PT08_S4_NO2,1040,1602,X
319,NMHC_GT,0,188,Y
320,C6H6_GT,0,98,X
320,PT08_S2_NMHC,0,476,X
320,PT08_S3_NOx,0,212,Y
321,PT08_S2_NMHC,0,348,X
321,NO2_GT,0,254,X
321,PT08_S4_NO2,1024,1602,X
321,PT08_S3_NOx,0,324,Y
322,PT08_S4_NO2,468,1602,X
322,NMHC_GT,424,428,Y
322,C6H6_GT,368,406,Y
322,PT08_S2_NMHC,0,732,Y
322,PT08_S3_NOx,0,596,Y
323,PT08_S2_NMHC,0,220,X
323,PT08_S4_NO2,0,1090,Y
324,PT08_S2_NMHC,0,1020,X
324,PT08_S4_NO2,1180,1602,X
324,NMHC_GT,328,428,Y
325,CO_GT,0,31,X
325,PT08_S4_NO2,0,1018,Y
326,C6H6_GT,0,22,X
326,PT08_S2_NMHC,0,988,X
326,PT08_S1_CO,0,16,Y
327,C6H6_GT,0,254,X
327,NOx_GT,0,348,Y
328,C6H6_GT,0,143,X
328,PT08_S2_NMHC,0,220,X
328,PT08_S3_NOx,0,964,Y
329,PT08_S4_NO2,1152,1602,X
329,PT08_S1_CO,0,1008,Y
330,CO_GT,0,23,X
330,NOx_GT,512,924,X
330,PT08_S4_NO2,0,1378,Y
331,PT08_S2_NMHC,0,700,X
331,NO2_GT,0,218,X
331,PT08_S4_NO2,1024,1602,X
331,PT08_S3_NOx,0,836,Y
332,C6H6_GT,0,246,X
332,CO_GT,64,95,Y
333,PT08_S2_NMHC,0,60,X
333,PT08_S4_NO2,1584,1602,X
333,C6H6_GT,384,406,Y
334,PT08_S2_NMHC,0,988,X
334,NO2_GT,0,122,X
334,PT08_S4_NO2,1024,1602,X
334,PT08_S3_NOx,0,196,Y
335,CO_GT,0,47,X
335,NOx_GT,512,924,X
335,PT08_S4_NO2,0,1474,Y
336,C6H6_GT,0,76,X
336,PT08_S2_NMHC,0,476,X
336,PT08_S3_NOx,0,308,Y
337,PT08_S4_NO2,1024,1602,X
337,NOx_GT,512,924,Y
338,PT08_S4_NO2,1024,1602,X
338,PT08_S1_CO,0,980,Y
338,PT08_S3_NOx,1064,1220,Y
339,C6H6_GT,274,316,X
339,NOx_GT,0,188,Y
340,C6H6_GT,0,214,X
340,PT08_S2_NMHC,0,220,X
340,NMHC_GT,0,172,Y
341,NMHC_GT,256,428,X
341,C6H6_GT,0,254,X
341,NOx_GT,768,924,Y
342,CO_GT,0,63,X
342,NOx_GT,576,924,X
342,NMHC_GT,256,428,Y
343,CO_GT,0,7,X
343,NOx_GT,737,924,X
343,PT08_S4_NO2,0,1475,Y
344,NMHC_GT,0,172,X
344,C6H6_GT,0,86,X
344,PT08_S2_NMHC,0,860,X
344,NOx_GT,256,924,X
344,PT08_S1_CO,0,16,Y
345,C6H6_GT,0,158,X
345,PT08_S2_NMHC,1120,1244,X
345,PT08_S4_NO2,756,1602,X
345,CO_GT,37,95,Y
346,C6H6_GT,0,232,X
346,PT08_S4_NO2,512,834,X
346,NO2_GT,256,282,Y
347,C6H6_GT,0,206,X
347,PT08_S2_NMHC,0,221,X
347,PT08_S3_NOx,0,212,Y
348,NMHC_GT,0,172,X
348,C6H6_GT,0,214,X
348,PT08_S2_NMHC,0,732,X
348,PT08_S4_NO2,0,834,X
348,PT08_S1_CO,0,16,Y
349,C6H6_GT,0,214,X
349,PT08_S2_NMHC,0,476,X
349,PT08_S3_NOx,0,452,Y
350,C6H6_GT,288,406,X
350,PT08_S2_NMHC,0,732,X
350,CO_GT,64,95,Y
351,C6H6_GT,128,406,X
351,CO_GT,64,95,Y
351,NOx_GT,512,924,Y
351,PT08_S4_NO2,0,66,Y
352,NMHC_GT,0,186,X
352,PT08_S4_NO2,1088,1602,X
352,PT08_S1_CO,0,1016,Y
352,C6H6_GT,356,406,Y
353,PT08_S2_NMHC,0,124,X
353,NO2_GT,0,166,X
353,PT08_S4_NO2,1504,1602,X
353,PT08_S3_NOx,0,996,Y
354,C6H6_GT,256,406,X
354,PT08_S2_NMHC,0,348,X
354,NO2_GT,0,234,Y
355,CO_GT,0,50,X
355,NMHC_GT,0,357,X
355,PT08_S4_NO2,0,1010,Y
356,CO_GT,0,60,X
356,C6H6_GT,404,406,X
356,PT08_S4_NO2,933,1602,Y
357,NO2_GT,0,154,X
357,C6H6_GT,256,406,Y
357,NOx_GT,768,924,Y
357,PT08_S4_NO2,0,66,Y
358,PT08_S2_NMHC,0,1020,X
358,PT08_S4_NO2,0,238,Y
359,PT08_S2_NMHC,0,284,X
359,NO2_GT,0,118,X
359,PT08_S4_NO2,1240,1602,X
359,PT08_S3_NOx,0,980,Y
360,NO2_GT,96,282,X
360,NMHC_GT,256,428,Y
361,NMHC_GT,0,172,X
361,C6H6_GT,0,150,X
361,PT08_S2_NMHC,0,988,X
361,PT08_S4_NO2,0,834,X
361,PT08_S1_CO,0,80,Y
362,NMHC_GT,0,236,X
362,C6H6_GT,0,182,X
362,PT08_S2_NMHC,0,476,X
362,PT08_S4_NO2,0,594,X
362,PT08_S1_CO,0,984,Y
363,C6H6_GT,0,150,X
363,PT08_S3_NOx,0,452,X
363,NO2_GT,0,26,Y
364,C6H6_GT,0,254,X
364,CO_GT,76,95,Y
365,PT08_S2_NMHC,0,972,X
365,NO2_GT,0,26,X
365,PT08_S4_NO2,1024,1602,X
365,PT08_S3_NOx,0,708,Y
366,CO_GT,0,51,X
366,NOx_GT,512,924,X
366,PT08_S4_NO2,0,1346,Y
367,C6H6_GT,0,182,X
367,PT08_S2_NMHC,0,476,X
367,CO_GT,0,63,Y
367,NMHC_GT,0,172,Y
368,NOx_GT,0,412,X
368,PT08_S2_NMHC,0,732,Y
369,PT08_S3_NOx,768,1220,X
369,C6H6_GT,256,406,Y
369,PT08_S2_NMHC,0,220,Y
369,NOx_GT,384,924,Y
370,C6H6_GT,0,150,X
370,PT08_S2_NMHC,0,476,X
370,NMHC_GT,0,172,Y
371,NOx_GT,260,924,X
371,PT08_S1_CO,0,784,Y
371,PT08_S2_NMHC,0,252,Y
371,PT08_S4_NO2,0,610,Y
372,C6H6_GT,0,38,X
372,PT08_S2_NMHC,0,1020,X
372,PT08_S4_NO2,0,514,Y
373,PT08_S2_NMHC,0,1020,X
373,NO2_GT,0,94,X
373,PT08_S4_NO2,1536,1602,X
373,PT08_S3_NOx,0,196,Y
374,C6H6_GT,128,406,X
374,PT08_S4_NO2,0,578,Y
375,CO_GT,0,43,X
375,NOx_GT,0,156,X
375,PT08_S4_NO2,0,1002,Y
376,C6H6_GT,0,254,X
376,NMHC_GT,417,428,Y
377,PT08_S2_NMHC,0,1020,X
377,PT08_S4_NO2,1424,1602,X
377,NMHC_GT,248,428,Y
378,C6H6_GT,256,358,X
378,NOx_GT,0,220,Y
379,C6H6_GT,0,222,X
379,NOx_GT,0,444,Y
380,PT08_S1_CO,0,528,X
380,C6H6_GT,256,406,Y
380,PT08_S2_NMHC,0,988,Y
380,PT08_S3_NOx,0,196,Y
381,NMHC_GT,128,428,X
381,C6H6_GT,0,22,X
381,PT08_S2_NMHC,0,732,X
381,PT08_S4_NO2,0,834,Y
382,PT08_S4_NO2,0,962,X
382,NMHC_GT,384,428,Y
382,C6H6_GT,256,406,Y
382,PT08_S2_NMHC,0,860,Y
383,CO_GT,0,63,X
383,NOx_GT,576,924,X
383,PT08_S4_NO2,0,1346,Y
384,NMHC_GT,0,236,X
384,C6H6_GT,0,22,X
384,PT08_S2_NMHC,0,476,X
384,PT08_S4_NO2,0,598,X
384,PT08_S1_CO,0,784,Y
385,C6H6_GT,0,62,X
385,PT08_S2_NMHC,0,476,X
385,PT08_S3_NOx,0,964,Y
386,C6H6_GT,320,406,X
386,PT08_S2_NMHC,0,476,X
386,NO2_GT,280,282,Y
387,NO2_GT,64,282,X
387,NOx_GT,512,924,Y
388,C6H6_GT,0,182,X
388,PT08_S4_NO2,512,1602,X
388,NOx_GT,0,668,Y
388,NO2_GT,0,218,Y
389,C6H6_GT,400,406,X
389,PT08_S4_NO2,356,1602,X
389,CO_GT,64,95,Y
390,NOx_GT,256,924,X
390,NMHC_GT,0,172,Y
390,PT08_S2_NMHC,0,476,Y
391,C6H6_GT,0,214,X
391,PT08_S2_NMHC,0,220,X
391,PT08_S3_NOx,0,740,Y
392,C6H6_GT,0,224,X
392,NOx_GT,0,350,Y
393,NMHC_GT,0,236,X
393,NO2_GT,128,282,X
393,PT08_S4_NO2,1024,1602,Y
394,PT08_S2_NMHC,0,220,X
394,PT08_S4_NO2,1536,1602,X
394,NO2_GT,0,26,Y
395,PT08_S2_NMHC,0,996,X
395,PT08_S4_NO2,1024,1602,X
395,NMHC_GT,411,428,Y
396,CO_GT,0,31,X
396,C6H6_GT,0,246,X
396,NOx_GT,0,476,Y
397,C6H6_GT,0,246,X
397,PT08_S2_NMHC,0,220,X
397,PT08_S3_NOx,0,708,Y
398,C6H6_GT,320,406,X
398,PT08_S2_NMHC,0,92,X
398,NO2_GT,0,251,Y
399,PT08_S4_NO2,1437,1602,X
399,NO2_GT,272,282,Y
400,PT08_S2_NMHC,0,828,X
400,NO2_GT,0,26,X
400,PT08_S4_NO2,1240,1602,X
400,NMHC_GT,0,188,Y
401,NMHC_GT,0,236,X
401,NOx_GT,0,284,Y
402,PT08_S3_NOx,640,1220,X
402,C6H6_GT,256,406,Y
402,PT08_S2_NMHC,0,220,Y
402,NOx_GT,256,924,Y
403,CO_GT,0,31,X
403,PT08_S3_NOx,0,196,X
403,PT08_S4_NO2,0,1090,Y
404,CO_GT,0,41,X
404,NO2_GT,272,282,X
404,PT08_S4_NO2,0,1009,Y
405,C6H6_GT,0,214,X
405,PT08_S2_NMHC,0,604,X
405,PT08_S4_NO2,1280,1602,Y
406,C6H6_GT,0,214,X
406,PT08_S2_NMHC,0,988,X
406,PT08_S4_NO2,1024,1602,Y
407,C6H6_GT,384,406,X
407,NMHC_GT,0,184,Y
408,C6H6_GT,256,406,X
408,PT08_S2_NMHC,0,988,X
408,CO_GT,64,95,Y
409,NO2_GT,192,282,X
409,PT08_S3_NOx,1152,1220,Y
410,C6H6_GT,0,150,X
410,PT08_S3_NOx,0,452,Y
411,C6H6_GT,256,406,X
411,PT08_S2_NMHC,0,860,X
411,NO2_GT,0,250,Y
412,PT08_S2_NMHC,0,476,X
412,PT08_S4_NO2,0,834,Y
413,C6H6_GT,384,406,X
413,NMHC_GT,0,348,Y
414,C6H6_GT,0,246,X
414,PT08_S4_NO2,512,1602,X
414,NOx_GT,0,668,Y
414,NO2_GT,0,26,Y
415,C6H6_GT,384,406,X
415,PT08_S4_NO2,384,1602,X
415,NOx_GT,736,924,Y
416,NMHC_GT,288,428,X
416,C6H6_GT,0,254,X
416,NOx_GT,704,924,Y
417,C6H6_GT,0,254,X
417,PT08_S2_NMHC,1024,1244,X
417,CO_GT,64,95,Y
418,C6H6_GT,0,86,X
418,PT08_S2_NMHC,0,716,X
418,NOx_GT,0,508,Y
419,C6H6_GT,0,214,X
419,PT08_S2_NMHC,0,476,X
419,PT08_S3_NOx,0,708,Y
420,CO_GT,0,35,X
420,NMHC_GT,0,60,X
420,NOx_GT,0,420,X
420,PT08_S4_NO2,0,1018,Y
421,CO_GT,0,31,X
421,NOx_GT,512,924,X
421,NMHC_GT,0,172,Y
422,C6H6_GT,300,406,X
422,NO2_GT,256,282,Y
423,CO_GT,0,47,X
423,PT08_S1_CO,0,288,X
423,NMHC_GT,0,108,X
423,C6H6_GT,0,214,X
423,PT08_S2_NMHC,0,988,X
423,PT08_S3_NOx,896,1220,Y
424,NMHC_GT,0,300,X
424,PT08_S3_NOx,0,196,X
424,NO2_GT,128,282,X
424,PT08_S4_NO2,0,1090,Y
425,C6H6_GT,0,20,X
425,PT08_S2_NMHC,0,252,X
425,PT08_S3_NOx,0,980,Y
426,NMHC_GT,0,236,X
426,PT08_S4_NO2,1344,1602,X
426,PT08_S2_NMHC,0,732,Y
427,C6H6_GT,320,406,X
427,PT08_S2_NMHC,0,1020,X
427,NO2_GT,0,26,Y
428,NMHC_GT,0,236,X
428,NOx_GT,0,412,Y
429,PT08_S4_NO2,188,1602,X
429,NMHC_GT,328,428,Y
429,C6H6_GT,404,406,Y
429,PT08_S2_NMHC,0,588,Y
429,PT08_S3_NOx,0,24,Y
430,C6H6_GT,0,162,X
430,PT08_S2_NMHC,0,988,X
430,NO2_GT,0,110,Y
431,C6H6_GT,0,150,X
431,PT08_S3_NOx,0,708,X
431,NO2_GT,0,154,Y
432,C6H6_GT,0,228,X
432,PT08_S2_NMHC,0,476,X
432,NO2_GT,184,282,X
432,PT08_S3_NOx,0,484,Y
433,PT08_S2_NMHC,0,988,X
433,NO2_GT,0,82,X
433,PT08_S4_NO2,1024,1602,X
433,PT08_S3_NOx,0,964,Y
434,C6H6_GT,0,214,X
434,PT08_S4_NO2,512,1602,X
434,NO2_GT,0,90,Y
435,PT08_S3_NOx,1152,1220,X
435,NOx_GT,0,348,Y
436,C6H6_GT,256,406,X
436,PT08_S4_NO2,384,1602,X
436,NOx_GT,512,924,Y
437,PT08_S2_NMHC,0,1020,X
437,PT08_S4_NO2,1344,1602,X
437,NMHC_GT,192,428,Y
438,NMHC_GT,266,428,X
438,C6H6_GT,0,248,X
438,PT08_S4_NO2,0,898,X
438,PT08_S1_CO,1024,1040,Y
439,PT08_S2_NMHC,0,988,X
439,NO2_GT,0,218,X
439,PT08_S4_NO2,1024,1602,X
439,PT08_S3_NOx,0,708,Y
440,NMHC_GT,0,204,X
440,C6H6_GT,0,55,X
440,PT08_S2_NMHC,0,476,X
440,NOx_GT,344,924,X
440,NO2_GT,0,232,X
440,PT08_S4_NO2,0,850,Y
441,NMHC_GT,224,428,X
441,C6H6_GT,0,22,X
441,PT08_S2_NMHC,0,668,X
441,PT08_S4_NO2,0,962,Y
442,CO_GT,0,31,X
442,PT08_S3_NOx,0,196,Y
443,NMHC_GT,128,428,X
443,C6H6_GT,0,214,X
443,PT08_S2_NMHC,0,732,X
443,PT08_S4_NO2,0,834,Y
444,CO_GT,0,19,X
444,PT08_S4_NO2,0,1022,Y
445,PT08_S1_CO,0,236,X
445,C6H6_GT,266,273,X
445,NOx_GT,924,924,X
445,CO_GT,0,49,Y
446,C6H6_GT,0,242,X
446,PT08_S2_NMHC,0,12,X
446,PT08_S3_NOx,0,740,Y
447,PT08_S2_NMHC,0,1020,X
447,PT08_S4_NO2,1232,1602,X
447,NMHC_GT,281,428,Y
448,NOx_GT,0,156,X
448,PT08_S2_NMHC,0,988,Y
449,PT08_S1_CO,0,784,X
449,C6H6_GT,320,406,Y
449,PT08_S2_NMHC,0,732,Y
449,PT08_S3_NOx,0,196,Y
450,NO2_GT,256,282,X
450,PT08_S1_CO,0,80,Y
451,PT08_S2_NMHC,0,988,X
451,NO2_GT,0,130,X
451,PT08_S4_NO2,1024,1602,X
451,NMHC_GT,0,236,Y
452,PT08_S2_NMHC,0,636,X
452,NO2_GT,0,194,X
452,PT08_S4_NO2,1024,1602,X
452,NMHC_GT,0,236,Y
453,PT08_S4_NO2,0,1090,X
453,NMHC_GT,256,428,Y
453,C6H6_GT,256,406,Y
453,PT08_S2_NMHC,0,988,Y
454,C6H6_GT,400,406,X
454,PT08_S2_NMHC,0,956,X
454,PT08_S1_CO,0,410,Y
455,C6H6_GT,256,406,X
455,PT08_S3_NOx,0,964,X
455,PT08_S4_NO2,640,1602,X
455,NOx_GT,0,412,Y
456,PT08_S2_NMHC,0,860,X
456,NO2_GT,0,222,X
456,PT08_S4_NO2,1408,1602,X
456,PT08_S3_NOx,0,452,Y
457,C6H6_GT,0,214,X
457,PT08_S2_NMHC,0,476,X
457,CO_GT,0,63,Y
457,NMHC_GT,0,172,Y
458,C6H6_GT,0,182,X
458,PT08_S4_NO2,0,66,X
458,PT08_S3_NOx,0,452,Y
459,CO_GT,0,58,X
459,NOx_GT,558,924,X
459,PT08_S4_NO2,0,1346,Y
460,C6H6_GT,320,406,X
460,PT08_S4_NO2,384,1602,X
460,CO_GT,0,63,Y
461,C6H6_GT,0,254,X
461,CO_GT,67,95,Y
462,C6H6_GT,0,78,X
462,PT08_S2_NMHC,0,316,X
462,NMHC_GT,0,236,Y
463,PT08_S4_NO2,0,1346,X
463,NMHC_GT,328,428,Y
463,C6H6_GT,288,406,Y
463,PT08_S2_NMHC,0,476,Y
464,PT08_S1_CO,0,536,X
464,NOx_GT,587,924,Y
464,PT08_S4_NO2,0,366,Y
465,NMHC_GT,0,172,X
465,PT08_S1_CO,0,16,Y
466,NMHC_GT,0,108,X
466,C6H6_GT,0,2,X
466,PT08_S2_NMHC,0,540,X
466,PT08_S4_NO2,0,962,X
466,PT08_S1_CO,0,144,Y
467,CO_GT,0,31,X
467,NOx_GT,512,924,X
467,NO2_GT,0,26,Y
468,CO_GT,0,17,X
468,NOx_GT,544,924,X
468,PT08_S2_NMHC,1216,1244,Y
469,CO_GT,0,58,X
469,NMHC_GT,0,195,X
469,NOx_GT,0,455,X
469,PT08_S4_NO2,0,998,Y
470,C6H6_GT,0,198,X
470,PT08_S2_NMHC,1152,1244,X
470,PT08_S4_NO2,992,1602,X
470,CO_GT,52,95,Y
471,PT08_S1_CO,1024,1040,X
471,NMHC_GT,352,428,Y
471,C6H6_GT,338,406,Y
471,PT08_S2_NMHC,0,620,Y
472,C6H6_GT,0,54,X
472,PT08_S2_NMHC,0,860,X
472,PT08_S4_NO2,0,834,Y
473,C6H6_GT,0,118,X
473,PT08_S2_NMHC,0,380,X
473,PT08_S3_NOx,0,740,Y
474,PT08_S2_NMHC,0,220,X
474,NO2_GT,0,234,X
474,PT08_S4_NO2,1024,1602,X
474,PT08_S3_NOx,0,964,Y
475,CO_GT,0,15,X
475,NOx_GT,512,924,X
475,NMHC_GT,256,428,Y
476,CO_GT,0,63,X
476,NMHC_GT,0,36,X
476,PT08_S4_NO2,0,1014,Y
477,PT08_S2_NMHC,0,988,X
477,PT08_S4_NO2,1536,1602,X
477,NO2_GT,0,26,Y
478,NO2_GT,192,282,X
478,PT08_S4_NO2,1024,1602,Y
479,C6H6_GT,0,214,X
479,PT08_S2_NMHC,0,988,X
479,NO2_GT,0,154,Y
480,CO_GT,0,63,X
480,NOx_GT,512,924,X
480,PT08_S4_NO2,0,1346,Y
481,PT08_S2_NMHC,0,896,X
481,NO2_GT,0,162,X
481,PT08_S4_NO2,1152,1602,X
481,PT08_S3_NOx,0,980,Y
482,PT08_S4_NO2,0,1218,X
482,NMHC_GT,320,428,Y
482,C6H6_GT,256,406,Y
482,PT08_S2_NMHC,0,732,Y
483,CO_GT,0,59,X
483,NMHC_GT,0,316,X
483,PT08_S4_NO2,0,1010,Y
484,PT08_S2_NMHC,1168,1244,X
484,PT08_S4_NO2,0,850,Y
485,PT08_S2_NMHC,0,988,X
485,NO2_GT,0,226,X
485,PT08_S4_NO2,1408,1602,X
485,NMHC_GT,0,236,Y
486,NOx_GT,256,924,X
486,NMHC_GT,0,172,Y
486,PT08_S2_NMHC,0,732,Y
487,PT08_S4_NO2,0,1122,X
487,NMHC_GT,288,428,Y
487,C6H6_GT,265,406,Y
487,PT08_S2_NMHC,0,503,Y
488,C6H6_GT,256,406,X
488,PT08_S2_NMHC,0,732,X
488,PT08_S1_CO,0,784,Y
489,PT08_S2_NMHC,1088,1244,X
489,C6H6_GT,0,118,Y
489,PT08_S4_NO2,0,866,Y
490,NMHC_GT,0,140,X
490,C6H6_GT,0,182,X
490,PT08_S2_NMHC,0,732,X
490,PT08_S4_NO2,0,962,X
490,PT08_S1_CO,0,528,Y
490,PT08_S3_NOx,0,196,Y
491,NMHC_GT,0,236,X
491,PT08_S2_NMHC,0,540,Y
491,NOx_GT,400,924,Y
491,PT08_S4_NO2,1024,1602,Y
492,PT08_S2_NMHC,0,476,X
492,PT08_S4_NO2,0,962,Y
493,PT08_S4_NO2,1576,1602,X
493,PT08_S1_CO,0,1010,Y
494,PT08_S1_CO,0,752,X
494,NMHC_GT,0,196,X
494,C6H6_GT,0,252,X
494,PT08_S2_NMHC,0,508,X
494,PT08_S4_NO2,0,610,X
494,PT08_S3_NOx,0,612,Y
495,C6H6_GT,0,246,X
495,PT08_S2_NMHC,0,476,X
495,PT08_S3_NOx,0,708,Y
496,CO_GT,54,59,X
496,PT08_S2_NMHC,1024,1244,Y
