idRule,V,L,U,Side
260,NOx_GT,0,404,Y
260,NO2_GT,0,162,Y
261,CO_GT,0,47,X
261,PT08_S1_CO,0,752,X
261,NOx_GT,0,284,X
261,NMHC_GT,0,24,Y
262,PT08_S4_NO2,1552,1602,X
262,PT08_S1_CO,0,848,Y
263,PT08_S4_NO2,1552,1602,X
263,PT08_S1_CO,0,912,Y
263,PT08_S2_NMHC,0,220,Y
264,PT08_S1_CO,0,120,X
264,PT08_S2_NMHC,0,668,Y
264,NO2_GT,0,154,Y
265,NMHC_GT,0,188,X
265,PT08_S1_CO,0,528,Y
265,NOx_GT,0,348,Y
266,C6H6_GT,0,150,X
266,PT08_S2_NMHC,0,220,X
266,NMHC_GT,0,172,Y
267,NO2_GT,0,202,X
267,PT08_S1_CO,0,528,Y
267,NOx_GT,0,220,Y
268,PT08_S4_NO2,1280,1602,X
268,PT08_S1_CO,0,784,Y
269,CO_GT,0,47,X
269,PT08_S1_CO,0,656,X
269,NOx_GT,0,412,X
269,NMHC_GT,0,108,Y
270,PT08_S4_NO2,1532,1602,X
270,PT08_S1_CO,0,976,Y
270,NOx_GT,0,412,Y
271,PT08_S3_NOx,1024,1220,X
271,PT08_S4_NO2,1024,1602,X
271,PT08_S1_CO,0,528,Y
272,C6H6_GT,0,150,X
272,PT08_S4_NO2,0,66,X
272,PT08_S2_NMHC,0,220,Y
273,NMHC_GT,0,236,X
273,PT08_S4_NO2,1024,1602,X
273,PT08_S2_NMHC,0,604,Y
274,CO_GT,0,4,X
274,PT08_S1_CO,0,784,X
274,NOx_GT,0,412,X
274,C6H6_GT,0,22,Y
275,NO2_GT,0,58,X
275,PT08_S1_CO,0,528,Y
275,NOx_GT,0,156,Y
276,NMHC_GT,0,72,X
276,NOx_GT,0,156,Y
276,NO2_GT,0,218,Y
277,PT08_S1_CO,0,592,X
277,PT08_S2_NMHC,0,92,X
277,NO2_GT,0,232,Y
278,PT08_S1_CO,0,80,X
278,PT08_S2_NMHC,0,476,Y
279,CO_GT,0,31,X
279,PT08_S1_CO,0,912,X
279,NOx_GT,0,156,X
279,NMHC_GT,0,236,Y
280,PT08_S1_CO,0,976,X
280,NOx_GT,0,274,X
280,NO2_GT,256,282,Y
281,C6H6_GT,0,161,X
281,NO2_GT,272,282,Y
282,PT08_S1_CO,0,232,X
282,PT08_S2_NMHC,0,476,Y
282,NO2_GT,0,218,Y
283,PT08_S1_CO,0,144,X
283,NOx_GT,0,412,X
283,C6H6_GT,0,54,Y
284,PT08_S1_CO,0,912,X
284,NOx_GT,0,28,X
284,C6H6_GT,0,182,Y
285,C6H6_GT,0,150,X
285,PT08_S2_NMHC,0,476,Y
286,PT08_S1_CO,0,784,X
286,NOx_GT,0,412,X
286,C6H6_GT,0,150,Y
287,CO_GT,0,63,X
287,PT08_S1_CO,0,224,X
287,NOx_GT,0,298,X
287,C6H6_GT,0,22,Y
288,NMHC_GT,384,428,X
288,NOx_GT,0,508,Y
289,CO_GT,0,31,X
289,PT08_S1_CO,0,272,X
289,NOx_GT,0,220,X
289,PT08_S2_NMHC,0,540,Y
290,CO_GT,64,95,X
290,PT08_S1_CO,0,912,X
290,NOx_GT,0,412,X
290,PT08_S2_NMHC,0,220,Y
291,PT08_S4_NO2,0,610,X
291,NMHC_GT,0,172,Y
292,PT08_S1_CO,0,272,X
292,PT08_S2_NMHC,0,476,Y
293,CO_GT,0,15,X
293,PT08_S1_CO,0,256,X
293,NOx_GT,0,306,X
293,C6H6_GT,0,6,Y
294,NMHC_GT,0,172,X
294,NO2_GT,256,282,Y
295,C6H6_GT,0,22,X
295,CO_GT,0,63,Y
296,PT08_S4_NO2,1601,1602,X
296,PT08_S1_CO,0,852,Y
297,NMHC_GT,0,236,X
297,PT08_S1_CO,0,528,Y
297,NOx_GT,0,284,Y
298,C6H6_GT,0,150,X
298,PT08_S3_NOx,1152,1220,X
298,PT08_S4_NO2,0,770,X
298,PT08_S2_NMHC,0,604,Y
299,PT08_S1_CO,0,272,X
299,PT08_S2_NMHC,0,732,Y
299,PT08_S3_NOx,0,196,Y
300,PT08_S1_CO,0,208,X
300,PT08_S2_NMHC,0,412,Y
301,CO_GT,0,31,X
301,PT08_S1_CO,0,880,X
301,NOx_GT,0,284,X
301,NMHC_GT,0,44,Y
301,PT08_S2_NMHC,1024,1244,Y
302,CO_GT,68,95,X
302,PT08_S1_CO,0,656,X
302,PT08_S2_NMHC,0,956,Y
302,NO2_GT,0,58,Y
303,PT08_S1_CO,0,848,X
303,PT08_S2_NMHC,0,686,Y
303,NO2_GT,256,282,Y
304,CO_GT,0,47,X
304,PT08_S1_CO,0,656,X
304,NOx_GT,0,348,X
304,C6H6_GT,0,22,Y
305,PT08_S3_NOx,0,196,X
305,PT08_S4_NO2,1024,1602,X
305,PT08_S1_CO,0,272,Y
306,NO2_GT,0,90,X
306,PT08_S1_CO,0,528,Y
306,NOx_GT,0,412,Y
307,PT08_S1_CO,0,144,X
307,PT08_S2_NMHC,0,220,Y
308,PT08_S1_CO,0,144,X
308,PT08_S2_NMHC,0,732,X
308,NO2_GT,0,202,Y
309,PT08_S2_NMHC,0,220,X
309,PT08_S1_CO,0,528,Y
309,NOx_GT,0,412,Y
310,NO2_GT,0,130,X
310,PT08_S1_CO,0,528,Y
310,NOx_GT,0,220,Y
311,C6H6_GT,0,182,X
311,PT08_S2_NMHC,0,732,X
311,CO_GT,0,63,Y
311,PT08_S1_CO,0,80,Y
312,NMHC_GT,0,236,X
312,NOx_GT,0,444,Y
312,NO2_GT,0,161,Y
313,PT08_S4_NO2,1168,1602,X
313,PT08_S1_CO,0,740,Y
314,NO2_GT,0,58,X
314,NOx_GT,0,412,Y
314,PT08_S4_NO2,0,578,Y
315,NMHC_GT,0,236,X
315,PT08_S1_CO,0,528,Y
315,NOx_GT,0,348,Y
316,CO_GT,0,48,X
316,C6H6_GT,384,406,X
316,PT08_S3_NOx,0,736,Y
317,PT08_S4_NO2,1024,1602,X
317,PT08_S1_CO,0,800,Y
317,NOx_GT,0,508,Y
318,C6H6_GT,256,406,X
318,NO2_GT,0,26,Y
319,CO_GT,0,63,X
319,PT08_S1_CO,0,592,X
319,NOx_GT,0,156,X
319,C6H6_GT,0,54,Y
320,CO_GT,0,23,X
320,PT08_S1_CO,0,912,X
320,NOx_GT,0,476,X
320,NMHC_GT,0,44,Y
321,NMHC_GT,0,44,X
321,CO_GT,0,47,Y
321,NOx_GT,0,156,Y
321,PT08_S3_NOx,0,708,Y
321,PT08_S4_NO2,0,834,Y
322,PT08_S1_CO,0,528,X
322,C6H6_GT,0,150,X
322,NO2_GT,0,186,Y
323,CO_GT,0,63,X
323,PT08_S1_CO,0,656,X
323,NOx_GT,0,412,X
323,NMHC_GT,0,236,Y
324,PT08_S1_CO,0,528,X
324,NOx_GT,0,284,X
324,PT08_S2_NMHC,0,476,Y
325,PT08_S2_NMHC,0,60,X
325,PT08_S3_NOx,0,964,Y
325,NO2_GT,0,144,Y
326,PT08_S3_NOx,1024,1220,X
326,PT08_S4_NO2,1024,1602,X
326,PT08_S1_CO,0,784,Y
327,NMHC_GT,0,236,X
327,NO2_GT,276,282,Y
328,PT08_S1_CO,0,816,X
328,NOx_GT,0,100,X
328,C6H6_GT,0,214,Y
329,NO2_GT,0,90,X
329,PT08_S1_CO,0,528,Y
329,NOx_GT,0,172,Y
330,NOx_GT,672,924,X
330,PT08_S4_NO2,1024,1602,X
330,C6H6_GT,404,406,Y
331,PT08_S1_CO,0,144,X
331,PT08_S2_NMHC,0,476,X
331,NO2_GT,0,138,Y
332,PT08_S1_CO,0,272,X
332,NOx_GT,0,156,X
332,C6H6_GT,0,54,Y
333,PT08_S4_NO2,1184,1602,X
333,PT08_S1_CO,0,676,Y
334,NMHC_GT,0,132,X
334,C6H6_GT,0,182,X
334,PT08_S4_NO2,1216,1602,X
334,NOx_GT,0,408,Y
335,PT08_S1_CO,0,656,X
335,NOx_GT,768,924,X
335,PT08_S2_NMHC,0,156,Y
335,NO2_GT,0,58,Y
336,CO_GT,0,39,X
336,PT08_S1_CO,0,912,X
336,NOx_GT,0,28,X
336,NMHC_GT,0,172,Y
337,CO_GT,0,63,X
337,PT08_S1_CO,0,848,X
337,NOx_GT,0,156,X
337,NMHC_GT,0,172,Y
338,NMHC_GT,256,428,X
338,NOx_GT,0,508,Y
339,PT08_S1_CO,0,240,X
339,PT08_S4_NO2,0,682,X
339,PT08_S2_NMHC,0,440,Y
339,NO2_GT,0,27,Y
340,C6H6_GT,0,54,X
340,PT08_S4_NO2,1152,1602,X
340,NOx_GT,0,412,Y
341,NOx_GT,640,924,X
341,NO2_GT,282,282,Y
342,PT08_S3_NOx,1220,1220,X
342,PT08_S1_CO,0,625,Y
342,NOx_GT,0,348,Y
343,PT08_S1_CO,0,176,X
343,PT08_S2_NMHC,0,732,Y
343,NO2_GT,0,250,Y
344,PT08_S1_CO,0,400,X
344,NOx_GT,0,412,X
344,C6H6_GT,0,102,Y
345,C6H6_GT,296,406,X
345,CO_GT,0,63,Y
345,PT08_S1_CO,0,16,Y
345,NOx_GT,0,28,Y
346,CO_GT,88,95,X
346,PT08_S1_CO,0,528,X
346,PT08_S2_NMHC,0,956,Y
346,NO2_GT,0,218,Y
347,PT08_S1_CO,0,528,X
347,NO2_GT,256,282,X
347,NOx_GT,768,924,Y
348,NO2_GT,0,26,X
348,PT08_S1_CO,0,784,Y
348,NOx_GT,0,60,Y
349,PT08_S2_NMHC,1024,1244,X
349,PT08_S4_NO2,0,578,X
349,PT08_S1_CO,0,784,Y
350,NO2_GT,0,154,X
350,PT08_S1_CO,0,976,Y
350,NOx_GT,0,284,Y
351,PT08_S1_CO,0,528,X
351,NOx_GT,0,356,X
351,C6H6_GT,0,70,Y
352,PT08_S1_CO,0,20,X
352,NOx_GT,512,924,X
352,NMHC_GT,0,44,Y
352,PT08_S2_NMHC,0,700,Y
353,PT08_S3_NOx,0,196,X
353,NOx_GT,0,412,Y
353,NO2_GT,0,26,Y
354,PT08_S2_NMHC,0,860,X
354,CO_GT,0,35,Y
354,NOx_GT,896,924,Y
355,PT08_S1_CO,0,16,X
355,NMHC_GT,0,236,X
355,PT08_S4_NO2,0,578,Y
356,PT08_S1_CO,0,16,X
356,CO_GT,0,63,Y
357,NOx_GT,768,924,X
357,PT08_S4_NO2,1024,1602,X
357,C6H6_GT,256,406,Y
358,NMHC_GT,0,102,X
358,PT08_S1_CO,0,532,Y
358,NOx_GT,0,144,Y
359,PT08_S4_NO2,1408,1602,X
359,PT08_S1_CO,0,1008,Y
359,NOx_GT,0,156,Y
360,PT08_S1_CO,0,848,X
360,NMHC_GT,0,140,X
360,CO_GT,0,29,Y
361,NMHC_GT,0,236,X
361,CO_GT,0,15,Y
361,PT08_S1_CO,0,872,Y
361,NOx_GT,0,220,Y
362,CO_GT,0,63,X
362,PT08_S1_CO,0,208,X
362,NOx_GT,0,508,X
362,C6H6_GT,0,150,Y
363,CO_GT,0,9,X
363,PT08_S1_CO,0,432,X
363,NOx_GT,0,168,X
363,C6H6_GT,0,109,Y
364,PT08_S1_CO,0,272,X
364,C6H6_GT,0,150,X
364,PT08_S2_NMHC,0,220,Y
364,NO2_GT,0,58,Y
365,PT08_S4_NO2,1536,1602,X
365,PT08_S3_NOx,1024,1220,Y
366,PT08_S3_NOx,1152,1220,X
366,PT08_S1_CO,0,560,Y
366,NOx_GT,0,284,Y
367,NOx_GT,640,924,X
367,NO2_GT,272,282,Y
368,PT08_S1_CO,0,784,X
368,C6H6_GT,0,22,X
368,NO2_GT,0,186,Y
369,CO_GT,0,3,X
369,PT08_S4_NO2,1128,1602,X
369,PT08_S1_CO,0,48,Y
370,NOx_GT,704,924,X
370,PT08_S4_NO2,1024,1602,X
370,C6H6_GT,384,406,Y
371,PT08_S1_CO,0,912,X
371,NMHC_GT,320,428,Y
372,PT08_S1_CO,0,144,X
372,NMHC_GT,0,172,Y
372,PT08_S2_NMHC,0,732,Y
373,PT08_S1_CO,0,272,X
373,NOx_GT,0,412,X
373,C6H6_GT,0,82,Y
374,PT08_S1_CO,0,784,X
374,C6H6_GT,0,150,X
374,PT08_S2_NMHC,0,220,Y
375,CO_GT,0,20,X
375,PT08_S1_CO,0,472,X
375,NOx_GT,0,473,X
375,NO2_GT,0,148,X
375,PT08_S2_NMHC,0,94,Y
376,CO_GT,0,8,X
376,PT08_S1_CO,0,536,X
376,NOx_GT,0,476,X
376,C6H6_GT,0,166,Y
377,PT08_S1_CO,0,432,X
377,PT08_S2_NMHC,0,476,Y
378,PT08_S1_CO,0,528,X
378,NMHC_GT,0,236,X
378,PT08_S2_NMHC,0,220,Y
378,NO2_GT,0,74,Y
379,PT08_S1_CO,0,848,X
379,PT08_S2_NMHC,0,860,Y
380,C6H6_GT,0,150,X
380,NO2_GT,0,26,X
380,CO_GT,0,31,Y
380,PT08_S1_CO,0,528,Y
381,PT08_S1_CO,0,272,X
381,NOx_GT,0,156,X
381,C6H6_GT,0,50,Y
382,PT08_S1_CO,0,560,X
382,NOx_GT,0,415,X
382,C6H6_GT,0,230,Y
383,CO_GT,0,63,X
383,PT08_S1_CO,0,528,X
383,NOx_GT,0,156,X
383,PT08_S3_NOx,0,196,X
383,NMHC_GT,0,252,Y
384,PT08_S1_CO,0,784,X
384,C6H6_GT,0,118,X
384,NO2_GT,0,190,Y
385,NO2_GT,0,58,X
385,PT08_S1_CO,0,528,Y
385,NOx_GT,0,108,Y
386,PT08_S1_CO,0,112,X
386,PT08_S2_NMHC,0,988,X
386,NO2_GT,0,90,Y
387,PT08_S1_CO,0,912,X
387,NOx_GT,0,476,X
387,NO2_GT,256,282,Y
388,CO_GT,90,95,X
388,PT08_S1_CO,0,848,X
388,PT08_S2_NMHC,0,826,Y
389,CO_GT,0,41,X
389,PT08_S1_CO,0,656,X
389,NOx_GT,0,284,X
389,NMHC_GT,0,124,Y
390,NMHC_GT,0,236,X
390,NOx_GT,0,28,Y
390,NO2_GT,0,90,Y
391,PT08_S4_NO2,1584,1602,X
391,PT08_S1_CO,0,856,Y
392,CO_GT,0,63,X
392,PT08_S1_CO,0,528,X
392,NOx_GT,0,348,X
392,PT08_S2_NMHC,0,220,Y
393,PT08_S1_CO,0,144,X
393,PT08_S3_NOx,0,196,X
393,PT08_S2_NMHC,0,988,Y
393,NOx_GT,0,412,Y
394,PT08_S1_CO,0,96,X
394,PT08_S2_NMHC,0,892,Y
394,NO2_GT,0,154,Y
395,PT08_S1_CO,0,784,X
395,NMHC_GT,256,428,X
395,NO2_GT,0,122,Y
396,PT08_S1_CO,0,273,X
396,PT08_S2_NMHC,0,508,Y
397,CO_GT,0,9,X
397,PT08_S1_CO,0,112,X
397,NOx_GT,0,66,X
397,PT08_S2_NMHC,0,348,Y
398,NO2_GT,0,58,X
398,PT08_S1_CO,0,272,Y
398,NOx_GT,0,236,Y
399,CO_GT,0,55,X
399,PT08_S1_CO,0,716,X
399,NOx_GT,0,220,X
399,C6H6_GT,0,54,Y
400,CO_GT,0,47,X
400,PT08_S1_CO,0,208,X
400,NOx_GT,0,220,X
400,C6H6_GT,0,54,Y
401,CO_GT,0,31,X
401,PT08_S1_CO,0,816,X
401,NOx_GT,0,156,X
401,NMHC_GT,0,188,Y
401,PT08_S2_NMHC,1120,1244,Y
402,PT08_S3_NOx,1024,1220,X
402,PT08_S4_NO2,1152,1602,X
402,PT08_S1_CO,0,848,Y
403,PT08_S4_NO2,0,962,X
403,CO_GT,0,31,Y
403,C6H6_GT,384,406,Y
404,PT08_S3_NOx,1024,1220,X
404,PT08_S1_CO,0,272,Y
404,NOx_GT,0,156,Y
405,CO_GT,68,95,X
405,PT08_S1_CO,0,912,X
405,NOx_GT,0,12,X
405,C6H6_GT,0,222,Y
406,PT08_S1_CO,0,272,X
406,NOx_GT,0,476,X
406,C6H6_GT,0,102,Y
407,NO2_GT,0,154,X
407,PT08_S1_CO,0,400,Y
407,NOx_GT,0,412,Y
408,PT08_S1_CO,0,288,X
408,PT08_S2_NMHC,0,596,Y
409,CO_GT,0,0,X
409,PT08_S1_CO,0,112,X
409,NOx_GT,0,394,X
409,PT08_S2_NMHC,0,177,Y
410,PT08_S3_NOx,1024,1220,X
410,PT08_S4_NO2,1280,1602,X
410,PT08_S1_CO,0,880,Y
411,PT08_S2_NMHC,0,732,X
411,PT08_S3_NOx,0,708,X
411,PT08_S4_NO2,1024,1602,X
411,NMHC_GT,256,428,Y
412,C6H6_GT,0,20,X
412,PT08_S2_NMHC,0,860,X
412,NO2_GT,0,74,Y
413,NO2_GT,0,218,X
413,PT08_S1_CO,0,464,Y
413,NOx_GT,0,348,Y
414,CO_GT,64,95,X
414,PT08_S1_CO,0,848,X
414,NOx_GT,0,28,X
414,C6H6_GT,0,228,Y
415,NO2_GT,0,90,X
415,PT08_S1_CO,0,272,Y
415,NOx_GT,0,284,Y
416,CO_GT,0,59,X
416,PT08_S1_CO,0,464,X
416,NOx_GT,0,220,X
416,C6H6_GT,0,22,Y
417,C6H6_GT,0,150,X
417,PT08_S4_NO2,0,578,X
417,PT08_S2_NMHC,0,732,Y
418,PT08_S1_CO,0,272,X
418,NOx_GT,0,158,X
418,C6H6_GT,0,61,Y
419,PT08_S4_NO2,1572,1602,X
419,PT08_S1_CO,0,1008,Y
419,C6H6_GT,384,406,Y
420,NMHC_GT,0,172,X
420,PT08_S2_NMHC,0,220,Y
420,NOx_GT,0,412,Y
420,NO2_GT,0,154,Y
421,PT08_S1_CO,0,80,X
421,NMHC_GT,0,188,X
421,CO_GT,0,11,Y
421,PT08_S2_NMHC,1024,1244,Y
422,PT08_S1_CO,0,656,X
422,PT08_S2_NMHC,0,988,Y
422,NO2_GT,256,282,Y
423,PT08_S1_CO,0,656,X
423,NOx_GT,0,124,X
423,C6H6_GT,0,148,Y
424,C6H6_GT,0,150,X
424,PT08_S4_NO2,0,578,X
424,PT08_S1_CO,0,16,Y
425,CO_GT,0,31,X
425,C6H6_GT,0,22,X
425,PT08_S2_NMHC,0,732,X
425,NO2_GT,0,154,X
425,PT08_S4_NO2,0,66,Y
426,PT08_S1_CO,0,912,X
426,NOx_GT,0,348,X
426,C6H6_GT,0,150,Y
427,CO_GT,0,31,X
427,PT08_S1_CO,0,336,X
427,NOx_GT,0,284,X
427,NMHC_GT,0,252,Y
428,CO_GT,0,8,X
428,PT08_S1_CO,0,853,X
428,NOx_GT,0,476,X
428,NMHC_GT,0,148,Y
428,PT08_S2_NMHC,1217,1244,Y
429,PT08_S4_NO2,1408,1602,X
429,PT08_S1_CO,0,816,Y
430,PT08_S3_NOx,0,708,X
430,NO2_GT,0,154,X
430,PT08_S4_NO2,1024,1602,X
430,PT08_S2_NMHC,0,732,Y
431,CO_GT,88,95,X
431,PT08_S1_CO,0,784,X
431,PT08_S2_NMHC,0,924,Y
431,NO2_GT,0,74,Y
432,C6H6_GT,0,54,X
432,PT08_S2_NMHC,0,220,X
432,CO_GT,0,31,Y
433,PT08_S1_CO,0,784,X
433,NMHC_GT,256,428,Y
434,CO_GT,0,59,X
434,PT08_S1_CO,0,544,X
434,NOx_GT,0,220,X
434,NMHC_GT,0,60,Y
435,PT08_S1_CO,0,240,X
435,C6H6_GT,0,22,X
435,NOx_GT,0,156,X
435,NO2_GT,0,90,Y
436,CO_GT,0,31,X
436,C6H6_GT,256,406,Y
436,NOx_GT,0,412,Y
437,PT08_S3_NOx,1024,1220,X
437,PT08_S1_CO,0,920,Y
437,NOx_GT,0,236,Y
438,PT08_S1_CO,0,62,X
438,NO2_GT,0,186,Y
439,NO2_GT,0,136,X
439,PT08_S1_CO,0,560,Y
439,NOx_GT,0,48,Y
440,PT08_S1_CO,0,816,X
440,C6H6_GT,320,406,X
440,NMHC_GT,256,428,Y
440,PT08_S2_NMHC,0,180,Y
441,CO_GT,0,63,X
441,PT08_S1_CO,0,912,X
441,PT08_S2_NMHC,0,476,Y
441,NOx_GT,768,924,Y
441,NO2_GT,0,58,Y
442,NMHC_GT,0,236,X
442,PT08_S4_NO2,1024,1602,X
442,PT08_S2_NMHC,0,732,Y
443,CO_GT,0,39,X
443,PT08_S1_CO,0,272,X
443,NOx_GT,0,508,X
443,C6H6_GT,0,170,Y
444,PT08_S1_CO,0,136,X
444,PT08_S2_NMHC,0,220,Y
444,NO2_GT,0,214,Y
445,PT08_S4_NO2,1280,1602,X
445,PT08_S1_CO,0,848,Y
446,PT08_S1_CO,0,784,X
446,C6H6_GT,0,150,X
446,NOx_GT,0,284,X
446,NO2_GT,0,26,Y
447,PT08_S1_CO,0,592,X
447,NOx_GT,0,428,X
447,C6H6_GT,0,150,Y
448,PT08_S1_CO,0,144,X
448,PT08_S2_NMHC,0,988,Y
448,NO2_GT,0,218,Y
449,NOx_GT,512,924,X
449,PT08_S4_NO2,1024,1602,X
449,C6H6_GT,256,406,Y
450,PT08_S1_CO,0,528,X
450,NOx_GT,0,412,X
450,C6H6_GT,0,118,Y
451,CO_GT,64,95,X
451,PT08_S1_CO,0,912,X
451,PT08_S2_NMHC,0,732,Y
451,NO2_GT,0,26,Y
452,C6H6_GT,0,118,X
452,PT08_S2_NMHC,0,220,X
452,NO2_GT,0,218,Y
453,CO_GT,91,95,X
453,PT08_S1_CO,0,856,X
453,PT08_S2_NMHC,0,104,Y
454,CO_GT,0,47,X
454,PT08_S1_CO,0,720,X
454,NOx_GT,0,412,X
454,NMHC_GT,0,36,Y
455,PT08_S1_CO,0,16,X
455,NOx_GT,0,412,X
455,NO2_GT,0,250,X
455,PT08_S3_NOx,0,708,Y
456,PT08_S3_NOx,1024,1220,X
456,PT08_S1_CO,0,528,Y
456,NOx_GT,0,412,Y
457,NOx_GT,0,160,X
457,NO2_GT,256,282,Y
458,CO_GT,0,59,X
458,PT08_S1_CO,0,24,X
458,NOx_GT,0,508,X
458,NMHC_GT,0,36,Y
459,NOx_GT,576,924,X
459,NO2_GT,272,282,Y
460,PT08_S4_NO2,1280,1602,X
460,PT08_S3_NOx,1024,1220,Y
461,NO2_GT,0,26,X
461,PT08_S4_NO2,1024,1602,X
461,PT08_S1_CO,0,624,Y
461,C6H6_GT,0,150,Y
462,PT08_S4_NO2,1280,1602,X
462,PT08_S1_CO,0,880,Y
463,CO_GT,64,95,X
463,PT08_S1_CO,0,784,X
463,NOx_GT,0,412,X
463,C6H6_GT,0,54,Y
464,PT08_S1_CO,0,464,X
464,PT08_S2_NMHC,0,124,X
464,NO2_GT,0,90,Y
465,PT08_S1_CO,0,528,X
465,NOx_GT,0,412,X
465,C6H6_GT,0,102,Y
466,PT08_S4_NO2,1216,1602,X
466,PT08_S3_NOx,1152,1220,Y
467,CO_GT,0,15,X
467,PT08_S1_CO,0,400,X
467,NOx_GT,0,284,X
467,PT08_S2_NMHC,0,220,Y
468,C6H6_GT,320,406,X
468,NO2_GT,0,154,X
468,PT08_S1_CO,0,816,Y
468,NOx_GT,0,284,Y
469,NMHC_GT,0,92,X
469,C6H6_GT,0,214,X
469,PT08_S4_NO2,1280,1602,X
469,NOx_GT,0,310,Y
470,PT08_S2_NMHC,1024,1244,X
470,PT08_S4_NO2,0,66,X
470,NO2_GT,0,26,Y
471,NO2_GT,0,58,X
471,PT08_S1_CO,0,320,Y
471,NOx_GT,0,316,Y
472,C6H6_GT,0,22,X
472,PT08_S4_NO2,0,578,X
472,CO_GT,0,31,Y
473,PT08_S1_CO,0,144,X
473,PT08_S2_NMHC,0,348,Y
473,NO2_GT,0,224,Y
474,PT08_S1_CO,0,624,X
474,NOx_GT,0,164,X
474,C6H6_GT,0,146,Y
475,PT08_S1_CO,0,84,X
475,PT08_S2_NMHC,0,94,Y
476,PT08_S1_CO,0,508,X
476,NOx_GT,512,924,X
476,PT08_S2_NMHC,0,732,Y
476,NO2_GT,0,186,Y
477,NO2_GT,0,90,X
477,PT08_S1_CO,0,784,Y
477,NOx_GT,0,92,Y
478,PT08_S3_NOx,1024,1220,X
478,PT08_S4_NO2,1216,1602,X
478,PT08_S1_CO,0,880,Y
479,PT08_S1_CO,0,272,X
479,PT08_S2_NMHC,0,476,Y
479,NOx_GT,512,924,Y
480,CO_GT,0,3,X
480,PT08_S1_CO,0,846,X
480,NOx_GT,0,92,X
480,C6H6_GT,0,22,Y
481,NOx_GT,512,924,X
481,PT08_S4_NO2,1152,1602,X
481,PT08_S1_CO,0,848,Y
481,PT08_S2_NMHC,0,732,Y
482,NMHC_GT,0,172,X
482,PT08_S1_CO,0,784,Y
482,NOx_GT,0,156,Y
483,PT08_S1_CO,0,656,X
483,PT08_S4_NO2,0,66,X
483,NO2_GT,0,202,Y
484,CO_GT,0,24,X
484,PT08_S1_CO,0,1015,X
484,NOx_GT,0,301,X
484,NMHC_GT,0,180,Y
484,PT08_S2_NMHC,1216,1244,Y
485,NMHC_GT,0,44,X
485,PT08_S4_NO2,1472,1602,X
485,PT08_S1_CO,0,976,Y
485,NOx_GT,0,252,Y
486,CO_GT,64,95,X
486,PT08_S1_CO,0,720,X
486,PT08_S2_NMHC,0,860,Y
486,NO2_GT,0,26,Y
487,PT08_S3_NOx,1180,1220,X
487,PT08_S4_NO2,1119,1602,X
487,PT08_S1_CO,0,896,Y
488,PT08_S1_CO,0,784,X
488,PT08_S3_NOx,0,196,X
488,NO2_GT,0,218,Y
489,PT08_S1_CO,0,784,X
489,NMHC_GT,0,236,X
489,NOx_GT,0,412,X
489,NO2_GT,0,154,X
489,PT08_S3_NOx,0,4,Y
490,CO_GT,0,31,X
490,PT08_S1_CO,0,656,X
490,NOx_GT,0,156,X
490,NMHC_GT,0,236,Y
491,PT08_S3_NOx,1024,1220,X
491,PT08_S1_CO,0,1016,Y
491,NOx_GT,0,356,Y
492,CO_GT,64,95,X
492,PT08_S1_CO,0,528,X
492,PT08_S2_NMHC,0,860,Y
492,NOx_GT,544,924,Y
493,PT08_S1_CO,0,976,X
493,PT08_S2_NMHC,0,156,X
493,NO2_GT,0,154,Y
494,C6H6_GT,0,22,X
494,PT08_S4_NO2,0,706,X
494,NMHC_GT,0,44,Y
495,C6H6_GT,0,82,X
495,PT08_S2_NMHC,0,732,X
495,NO2_GT,0,186,Y
496,C6H6_GT,0,214,X
496,PT08_S4_NO2,1408,1602,X
496,NMHC_GT,384,428,Y
497,CO_GT,0,28,X
497,PT08_S1_CO,0,656,X
497,NOx_GT,0,220,X
497,NMHC_GT,0,172,Y
498,NO2_GT,0,46,X
498,PT08_S1_CO,0,208,Y
498,NOx_GT,0,145,Y
499,PT08_S3_NOx,0,708,X
499,NOx_GT,0,412,Y
499,NO2_GT,0,26,Y
500,NMHC_GT,0,236,X
500,NO2_GT,272,282,Y
501,CO_GT,80,95,X
501,PT08_S1_CO,0,848,X
501,PT08_S2_NMHC,0,220,Y
502,CO_GT,0,24,X
502,PT08_S1_CO,0,400,X
502,NOx_GT,0,46,X
502,C6H6_GT,0,69,Y
503,PT08_S1_CO,0,528,X
503,NOx_GT,0,92,X
503,C6H6_GT,0,78,Y
504,CO_GT,94,95,X
504,PT08_S1_CO,0,880,X
504,PT08_S3_NOx,0,612,X
504,PT08_S2_NMHC,0,476,Y
505,CO_GT,0,31,X
505,PT08_S1_CO,0,728,X
505,NOx_GT,0,332,X
505,NMHC_GT,0,252,Y
506,PT08_S4_NO2,1088,1602,X
506,PT08_S1_CO,0,912,Y
506,NOx_GT,0,28,Y
507,CO_GT,64,95,X
507,PT08_S1_CO,0,912,X
507,PT08_S2_NMHC,0,988,Y
508,PT08_S1_CO,0,528,X
508,NOx_GT,0,348,X
508,C6H6_GT,0,100,Y
509,PT08_S1_CO,0,144,X
509,NOx_GT,0,412,X
509,C6H6_GT,0,150,Y
509,PT08_S3_NOx,0,196,Y
510,NMHC_GT,0,236,X
510,PT08_S2_NMHC,0,220,Y
510,NOx_GT,0,412,Y
